Source	Target	Weight
22	586	1.0
3	67	1.0
44	22	1.0
9	80	1.0
48	9	1.0
39	1084	1.0
26	145	1.0
120	574	1.0
64	44	1.0
157	193	1.0
99	524	1.0
87	418	1.0
117	200	1.0
80	39	1.0
67	300	1.0
124	479	1.0
92	64	1.0
62	670	1.0
107	448	1.0
145	910	1.0
113	704	1.0
93	1163	1.0
60	431	1.0
125	1104	1.0
175	62	1.0
273	651	1.0
300	1498	1.0
248	477	1.0
317	583	1.0
375	928	1.0
431	175	1.0
448	99	1.0
418	3	1.0
463	482	1.0
372	637	1.0
482	713	1.0
477	273	1.0
479	60	1.0
471	691	1.0
193	160	1.0
657	317	1.0
544	1502	1.0
699	674	1.0
674	544	1.0
675	581	1.0
584	375	1.0
669	117	1.0
713	865	1.0
558	699	1.0
499	496	1.0
581	93	1.0
574	87	1.0
496	157	1.0
524	463	1.0
637	669	1.0
586	124	1.0
670	657	1.0
583	26	1.0
651	505	1.0
691	584	1.0
704	785	1.0
200	92	1.0
505	107	1.0
865	499	1.0
928	113	1.0
897	558	1.0
910	471	1.0
785	897	1.0
1084	1415	1.0
1081	1477	1.0
1104	1081	1.0
1101	48	1.0
1163	2358	1.0
1415	248	1.0
760	2484	1.0
1498	1536	1.0
1502	675	1.0
1477	1101	1.0
1536	760	1.0
1724	2111	1.0
1825	1724	1.0
2111	372	1.0
2358	125	1.0
2484	1825	1.0
