Id	Label	Category
22	22	Comedy
317	317	Drama
27	27	Drama
416	416	Drama
24	24	Romance
852	852	Comedy
3	3	Drama
2408	2408	Drama
7	7	Comedy
703	703	Comedy
0	0	Drama
9	9	Adventure
44	44	Action
193	193	Action
323	323	Drama
43	43	Action
110	110	Comedy
41	41	Drama
1005	1005	Horror
48	48	Action
121	121	Drama
26	26	Animation
639	639	Action
19	19	Comedy
475	475	Comedy
13	13	Comedy
1155	1155	Comedy
15	15	Comedy
706	706	Comedy
20	20	Comedy
2413	2413	Comedy
5	5	Action
488	488	Comedy
23	23	Drama
64	64	Action
200	200	Action
100	100	Drama
537	537	Comedy
157	157	Drama
487	487	Action
99	99	Comedy
849	849	Comedy
451	451	Drama
87	87	Action
75	75	Action
53	53	Drama
352	352	Comedy
117	117	Action
583	583	Action
143	143	Drama
961	961	Comedy
91	91	Drama
904	904	Sci-Fi
154	154	Comedy
306	306	Comedy
80	80	Adventure
67	67	Action
746	746	Action
151	151	Drama
1571	1571	Comedy
84	84	Comedy
160	160	Comedy
55	55	Comedy
272	272	Comedy
126	126	Comedy
122	122	Comedy
301	301	Comedy
314	314	Comedy
449	449	Drama
130	130	Comedy
447	447	Comedy
72	72	Comedy
359	359	Comedy
124	124	Action
203	203	Comedy
92	92	Action
138	138	Action
443	443	Drama
146	146	Action
88	88	Action
136	136	Action
613	613	Comedy
62	62	Action
878	878	Action
107	107	Action
145	145	Action
768	768	Action
150	150	Action
179	179	Action
58	58	Action
345	345	Comedy
118	118	Action
322	322	Animation
539	539	Comedy
60	60	Action
461	461	Comedy
119	119	Action
2415	2415	Romance
125	125	Action
189	189	Comedy
318	318	Comedy
164	164	Comedy
1715	1715	Drama
172	172	Action
175	175	Action
479	479	Drama
690	690	Action
190	190	Comedy
1470	1470	Comedy
162	162	Comedy
183	183	Action
170	170	Comedy
788	788	Drama
163	163	Comedy
1345	1345	Comedy
1143	1143	Comedy
169	169	Comedy
182	182	Comedy
647	647	Comedy
165	165	Comedy
255	255	Comedy
302	302	Comedy
726	726	Horror
315	315	Drama
459	459	Comedy
271	271	Comedy
450	450	Comedy
257	257	Horror
661	661	Sci-Fi
288	288	Comedy
237	237	Comedy
248	248	Drama
458	458	Comedy
241	241	Drama
311	311	Comedy
752	752	Comedy
225	225	Comedy
2036	2036	Comedy
310	310	Adventure
231	231	Drama
250	250	Drama
357	357	Drama
294	294	Comedy
2411	2411	Drama
1137	1137	Drama
204	204	Comedy
466	466	Comedy
1098	1098	Comedy
470	470	Comedy
213	213	Drama
369	369	Drama
921	921	Comedy
1067	1067	Comedy
1852	1852	Comedy
295	295	Comedy
2199	2199	Comedy
217	217	Drama
1260	1260	Comedy
229	229	Comedy
1185	1185	Comedy
264	264	Drama
779	779	Adventure
209	209	Drama
1187	1187	Action
296	296	Drama
1150	1150	Comedy
284	284	Animation
2260	2260	Comedy
244	244	Comedy
2198	2198	Comedy
332	332	Comedy
733	733	Comedy
361	361	Drama
380	380	Action
868	868	Drama
358	358	Adventure
325	325	Action
776	776	Adventure
365	365	Comedy
344	344	Action
614	614	Action
765	765	Adventure
326	326	Action
367	367	Comedy
360	360	Musical
1223	1223	Comedy
339	339	Comedy
338	338	Comedy
1088	1088	Comedy
356	356	Drama
1764	1764	Drama
346	346	Action
1475	1475	Drama
327	327	Action
340	340	Comedy
336	336	Comedy
579	579	Comedy
444	444	Comedy
2240	2240	Comedy
375	375	Action
440	440	Action
1268	1268	Comedy
666	666	Comedy
410	410	Drama
395	395	Drama
384	384	Drama
400	400	Drama
986	986	Drama
431	431	Drama
