Source	Target	Weight
22	308	1.0
21	258	1.0
44	193	1.0
9	663	1.0
43	117	1.0
45	33	1.0
26	686	1.0
2	8	1.0
19	582	1.0
1	542	1.0
50	476	1.0
15	1143	1.0
20	752	1.0
5	163	1.0
8	2038	1.0
10	2	1.0
40	223	1.0
33	1397	1.0
29	522	1.0
4	950	1.0
34	1199	1.0
64	586	1.0
99	170	1.0
121	851	1.0
117	199	1.0
91	2844	1.0
67	1886	1.0
104	34	1.0
116	385	1.0
74	602	1.0
133	72	1.0
84	15	1.0
126	202	1.0
110	126	1.0
72	478	1.0
124	310	1.0
92	656	1.0
138	558	1.0
146	966	1.0
107	2444	1.0
156	113	1.0
113	584	1.0
150	781	1.0
129	972	1.0
82	1564	1.0
178	895	1.0
172	768	1.0
175	156	1.0
190	5	1.0
170	670	1.0
163	707	1.0
169	243	1.0
271	1951	1.0
202	250	1.0
243	450	1.0
297	268	1.0
268	568	1.0
226	416	1.0
221	2589	1.0
201	520	1.0
232	660	1.0
258	178	1.0
234	809	1.0
248	221	1.0
245	1345	1.0
322	277	1.0
225	811	1.0
223	306	1.0
250	317	1.0
249	1060	1.0
320	447	1.0
286	320	1.0
317	280	1.0
204	908	1.0
310	1121	1.0
298	21	1.0
280	248	1.0
307	1839	1.0
306	1032	1.0
314	104	1.0
277	548	1.0
308	480	1.0
267	1297	1.0
279	556	1.0
270	2944	1.0
215	1479	1.0
284	45	1.0
282	2540	1.0
361	1847	1.0
351	1455	1.0
365	611	1.0
330	592	1.0
354	557	1.0
416	133	1.0
381	271	1.0
437	307	1.0
453	757	1.0
386	2430	1.0
450	1327	1.0
385	1700	1.0
447	1897	1.0
448	1649	1.0
476	121	1.0
478	986	1.0
459	616	1.0
471	657	1.0
458	793	1.0
538	983	1.0
607	44	1.0
548	4	1.0
542	575	1.0
592	1710	1.0
707	1289	1.0
557	1568	1.0
193	980	1.0
693	1054	1.0
195	1457	1.0
657	175	1.0
533	1088	1.0
685	928	1.0
556	437	1.0
665	196	1.0
611	531	1.0
590	981	1.0
668	974	1.0
582	765	1.0
520	330	1.0
492	2472	1.0
561	942	1.0
584	912	1.0
575	2135	1.0
522	201	1.0
558	150	1.0
497	1655	1.0
568	1097	1.0
567	82	1.0
712	2121	1.0
614	1589	1.0
660	91	1.0
663	2304	1.0
498	386	1.0
656	172	1.0
613	1155	1.0
586	471	1.0
670	249	1.0
695	19	1.0
583	200	1.0
602	583	1.0
513	1083	1.0
678	26	1.0
616	1127	1.0
691	561	1.0
531	691	1.0
686	695	1.0
588	1128	1.0
537	245	1.0
550	74	1.0
200	124	1.0
752	1126	1.0
745	822	1.0
747	2226	1.0
768	146	1.0
781	614	1.0
765	877	1.0
777	138	1.0
793	2177	1.0
811	234	1.0
809	107	1.0
821	2599	1.0
822	67	1.0
892	1078	1.0
374	361	1.0
895	1976	1.0
868	110	1.0
908	351	1.0
882	195	1.0
912	1010	1.0
927	985	1.0
878	1233	1.0
881	2187	1.0
884	882	1.0
891	1192	1.0
928	64	1.0
877	365	1.0
942	322	1.0
980	43	1.0
199	665	1.0
966	685	1.0
975	777	1.0
972	975	1.0
974	1463	1.0
985	1432	1.0
957	607	1.0
936	590	1.0
950	936	1.0
981	1551	1.0
986	453	1.0
983	668	1.0
196	92	1.0
1010	129	1.0
1072	2142	1.0
1049	613	1.0
1060	747	1.0
1035	533	1.0
1088	2465	1.0
1078	1693	1.0
1083	1266	1.0
1044	712	1.0
1054	190	1.0
1128	693	1.0
1129	215	1.0
851	298	1.0
1097	550	1.0
1121	2319	1.0
1126	1419	1.0
1127	314	1.0
1155	1346	1.0
1143	169	1.0
1161	99	1.0
1233	282	1.0
1192	1390	1.0
1199	22	1.0
1266	448	1.0
1287	1470	1.0
1289	537	1.0
1297	40	1.0
1345	1287	1.0
1328	588	1.0
1327	1049	1.0
1333	2300	1.0
1346	891	1.0
1390	381	1.0
1397	1	1.0
1419	270	1.0
757	279	1.0
1470	84	1.0
1457	1841	1.0
1465	1843	1.0
1432	1730	1.0
1455	1333	1.0
1463	1044	1.0
1479	1908	1.0
1501	884	1.0
1551	29	1.0
1568	10	1.0
1589	2104	1.0
1564	538	1.0
1649	567	1.0
1655	2199	1.0
1710	1328	1.0
1730	204	1.0
1700	20	1.0
1693	492	1.0
1032	868	1.0
1847	881	1.0
1839	2030	1.0
1841	9	1.0
1843	957	1.0
1886	50	1.0
1908	892	1.0
1897	1035	1.0
1942	678	1.0
1951	297	1.0
2038	284	1.0
2030	116	1.0
2067	2579	1.0
2104	1161	1.0
2121	1942	1.0
2127	497	1.0
2135	1465	1.0
2142	459	1.0
2177	225	1.0
2199	821	1.0
2187	1501	1.0
2300	232	1.0
2304	354	1.0
2319	927	1.0
1976	267	1.0
2430	458	1.0
2444	878	1.0
2465	498	1.0
2472	513	1.0
2226	745	1.0
2540	2127	1.0
2579	1129	1.0
2589	226	1.0
2599	2067	1.0
2844	1072	1.0
2944	286	1.0
