Id	Label	Category
22	22	Comedy
44	44	Action
195	195	Action
43	43	Action
918	918	Sci-Fi
64	64	Action
107	107	Action
87	87	Action
857	857	Horror
117	117	Action
871	871	Sci-Fi
91	91	Drama
554	554	Action
74	74	Drama
911	911	Comedy
124	124	Action
558	558	Action
92	92	Action
62	62	Action
928	928	Action
872	872	Sci-Fi
145	145	Action
1010	1010	Action
113	113	Action
713	713	Action
150	150	Action
884	884	Action
102	102	Action
496	496	Action
93	93	Action
125	125	Action
60	60	Action
82	82	Action
696	696	Action
1626	1626	Action
178	178	Western
1617	1617	Western
186	186	Comedy
586	586	Action
175	175	Action
2081	2081	Horror
183	183	Action
1387	1387	Western
349	349	Comedy
3581	3581	Comedy
358	358	Adventure
333	333	Western
562	562	Comedy
334	334	Western
375	375	Action
674	674	Comedy
429	429	Drama
479	479	Drama
777	777	Action
471	471	Action
193	193	Action
602	602	Drama
685	685	Action
899	899	Action
544	544	Action
675	675	Comedy
1113	1113	Horror
584	584	Action
985	985	Action
499	499	Adventure
581	581	Action
763	763	Action
2964	2964	Sci-Fi
637	637	Action
1029	1029	Horror
1360	1360	Horror
583	583	Action
651	651	Action
200	200	Action
615	615	Comedy
916	916	Action
526	526	Action
920	920	Action
639	639	Action
1818	1818	Action
691	691	Fantasy
704	704	Action
1306	1306	Action
1627	1627	Action
2158	2158	Sci-Fi
908	908	Sci-Fi
904	904	Sci-Fi
882	882	Action
874	874	Horror
856	856	Horror
912	912	Action
913	913	Horror
1817	1817	Action
893	893	Sci-Fi
875	875	Sci-Fi
198	198	Action
958	958	Action
1102	1102	Adventure
1163	1163	Action
1822	1822	Horror
1184	1184	Adventure
1548	1548	Sci-Fi
1195	1195	Sci-Fi
1402	1402	Western
1440	1440	Drama
1541	1541	Action
1759	1759	Action
1542	1542	Action
1821	1821	Horror
1772	1772	Adventure
2148	2148	Horror
3063	3063	Comedy
