Source	Target	Weight
37	2426	1.0
3	2518	1.0
11	547	1.0
26	230	1.0
2	1843	1.0
149	2323	1.0
94	158	1.0
67	345	1.0
158	882	1.0
186	1290	1.0
230	977	1.0
361	2054	1.0
351	2	1.0
349	3334	1.0
358	1455	1.0
345	2406	1.0
444	3	1.0
658	149	1.0
195	884	1.0
604	351	1.0
629	621	1.0
547	37	1.0
622	94	1.0
621	2097	1.0
589	604	1.0
595	619	1.0
619	1568	1.0
679	2767	1.0
663	1293	1.0
636	358	1.0
572	2327	1.0
601	787	1.0
901	1540	1.0
882	195	1.0
884	349	1.0
977	2409	1.0
1116	2240	1.0
1109	67	1.0
1095	2096	1.0
1130	186	1.0
1256	1400	1.0
1288	2687	1.0
1290	2765	1.0
1293	1397	1.0
1335	1413	1.0
1354	658	1.0
1397	572	1.0
1400	2810	1.0
1413	629	1.0
1454	589	1.0
1449	1116	1.0
1455	2751	1.0
1540	595	1.0
1568	663	1.0
1847	2099	1.0
1843	2140	1.0
1840	1095	1.0
1903	1840	1.0
1883	1847	1.0
1911	1288	1.0
1946	601	1.0
2054	1335	1.0
2097	2120	1.0
2096	2995	1.0
2099	1130	1.0
2120	1903	1.0
2140	2082	1.0
2170	2801	1.0
2174	2170	1.0
2180	444	1.0
2240	1109	1.0
2238	901	1.0
787	361	1.0
2327	11	1.0
2406	2238	1.0
2409	2180	1.0
2426	1354	1.0
2518	3133	1.0
2323	1946	1.0
2687	1256	1.0
2751	3556	1.0
2767	636	1.0
2765	1911	1.0
2810	3146	1.0
2801	2141	1.0
2995	1883	1.0
3133	1449	1.0
3146	622	1.0
3334	679	1.0
2082	2174	1.0
3556	1454	1.0
