Id	Label	Category
22	22	Comedy
674	674	Comedy
7	7	Comedy
19	19	Comedy
44	44	Action
60	60	Action
43	43	Action
221	221	Animation
14	14	Musical
87	87	Action
39	39	Drama
1032	1032	Drama
800	800	Comedy
50	50	Animation
1935	1935	Drama
15	15	Comedy
816	816	Action
33	33	Animation
93	93	Action
4	4	Animation
829	829	Drama
120	120	Action
461	461	Comedy
64	64	Action
124	124	Action
99	99	Comedy
506	506	Comedy
1829	1829	Horror
117	117	Action
154	154	Comedy
288	288	Comedy
80	80	Adventure
285	285	Comedy
67	67	Action
797	797	Horror
736	736	Comedy
92	92	Action
525	525	Comedy
107	107	Action
1540	1540	Action
58	58	Action
1861	1861	Comedy
89	89	Action
1520	1520	War
68	68	Action
239	239	Horror
496	496	Action
82	82	Action
1546	1546	Horror
175	175	Action
1101	1101	Action
162	162	Comedy
1299	1299	Drama
170	170	Comedy
1360	1360	Horror
276	276	Drama
1536	1536	Action
216	216	Drama
250	250	Drama
302	302	Comedy
948	948	Action
212	212	Comedy
271	271	Comedy
273	273	Drama
293	293	Drama
2132	2132	Adventure
446	446	Drama
243	243	Comedy
2144	2144	Horror
253	253	Action
1023	1023	Comedy
726	726	Horror
235	235	Horror
610	610	Documentary
301	301	Comedy
1842	1842	War
300	300	Action
463	463	Drama
329	329	Animation
356	356	Drama
1034	1034	Action
353	353	Animation
798	798	Action
346	346	Action
902	902	Action
327	327	Action
444	444	Comedy
2111	2111	Comedy
376	376	Action
456	456	Action
381	381	Drama
832	832	Drama
392	392	Drama
448	448	Drama
394	394	Drama
2980	2980	Comedy
413	413	Adventure
193	193	Action
859	859	Sci-Fi
372	372	Action
482	482	Action
1694	1694	Drama
464	464	Drama
741	741	Comedy
468	468	Drama
1009	1009	Comedy
459	459	Comedy
788	788	Drama
677	677	Action
600	600	Drama
2258	2258	Comedy
665	665	Action
1121	1121	Comedy
1864	1864	Drama
595	595	Adventure
602	602	Drama
2053	2053	Action
718	718	Comedy
676	676	Animation
669	669	Comedy
850	850	Comedy
637	637	Action
497	497	Comedy
1908	1908	Comedy
534	534	Horror
597	597	Comedy
3371	3371	Action
591	591	Action
2312	2312	Comedy
651	651	Action
656	656	Action
2686	2686	Comedy
2009	2009	Comedy
2613	2613	Comedy
691	691	Fantasy
1097	1097	Sci-Fi
653	653	Drama
1937	1937	Comedy
846	846	Comedy
750	750	Comedy
774	774	Adventure
811	811	Action
814	814	Comedy
803	803	Comedy
2179	2179	Comedy
1518	1518	Comedy
820	820	Comedy
1021	1021	Comedy
913	913	Horror
1712	1712	Drama
883	883	Horror
2480	2480	Comedy
983	983	Adventure
999	999	Action
2953	2953	Drama
990	990	Horror
1568	1568	Musical
2205	2205	Horror
1027	1027	Comedy
2914	2914	Comedy
996	996	Action
1002	1002	Comedy
1059	1059	Drama
1073	1073	Comedy
1045	1045	Comedy
1213	1213	Drama
1189	1189	Comedy
1498	1498	Comedy
1668	1668	Comedy
1473	1473	Comedy
1796	1796	Drama
1803	1803	Comedy
2322	2322	Comedy
1719	1719	Comedy
1778	1778	Comedy
2336	2336	Action
2625	2625	Horror
