Id	Label	Category
22	22	Comedy
80	80	Adventure
7	7	Comedy
615	615	Comedy
13	13	Comedy
1594	1594	Horror
40	40	Animation
540	540	Comedy
120	120	Action
64	64	Action
99	99	Comedy
450	450	Comedy
121	121	Drama
87	87	Action
637	637	Action
322	322	Animation
189	189	Comedy
2798	2798	Horror
186	186	Comedy
1130	1130	Action
163	163	Comedy
1283	1283	Comedy
183	183	Action
169	169	Comedy
243	243	Comedy
200	200	Action
358	358	Adventure
365	365	Comedy
1043	1043	Horror
525	525	Comedy
488	488	Comedy
1054	1054	Comedy
195	195	Action
1502	1502	Action
2774	2774	Comedy
679	679	Comedy
1212	1212	Drama
2554	2554	Action
1418	1418	Comedy
985	985	Action
193	193	Action
1071	1071	Horror
1421	1421	Comedy
1120	1120	Horror
2547	2547	Comedy
1256	1256	Drama
2533	2533	Documentary
1182	1182	Action
1523	1523	Action
1806	1806	Comedy
2321	2321	Documentary
1804	1804	Adventure
3146	3146	Action
2765	2765	Drama
2838	2838	Comedy
