Source	Target	Weight
22	322	1.0
27	607	1.0
7	72	1.0
41	236	1.0
48	988	1.0
18	469	1.0
39	376	1.0
19	470	1.0
52	666	1.0
13	22	1.0
50	57	1.0
15	301	1.0
20	386	1.0
5	116	1.0
23	39	1.0
33	1143	1.0
35	244	1.0
120	99	1.0
100	80	1.0
157	1042	1.0
99	273	1.0
121	117	1.0
87	986	1.0
161	7	1.0
53	217	1.0
117	161	1.0
154	212	1.0
80	5	1.0
116	62	1.0
57	1269	1.0
84	248	1.0
160	793	1.0
110	1192	1.0
72	84	1.0
124	105	1.0
92	27	1.0
146	18	1.0
62	527	1.0
107	508	1.0
105	548	1.0
145	478	1.0
119	771	1.0
189	757	1.0
181	523	1.0
180	1966	1.0
179	628	1.0
190	921	1.0
191	329	1.0
302	154	1.0
212	726	1.0
271	23	1.0
273	1018	1.0
301	281	1.0
221	392	1.0
248	317	1.0
322	110	1.0
299	190	1.0
317	146	1.0
255	160	1.0
288	255	1.0
281	3283	1.0
217	742	1.0
279	1170	1.0
236	475	1.0
244	812	1.0
326	432	1.0
329	13	1.0
330	191	1.0
432	194	1.0
376	15	1.0
379	1268	1.0
449	299	1.0
384	100	1.0
419	713	1.0
429	428	1.0
428	1147	1.0
425	483	1.0
422	1678	1.0
406	1814	1.0
386	1508	1.0
450	488	1.0
431	1022	1.0
392	811	1.0
411	119	1.0
433	279	1.0
488	19	1.0
372	746	1.0
478	35	1.0
459	829	1.0
483	2285	1.0
470	1330	1.0
475	1610	1.0
469	425	1.0
491	379	1.0
607	618	1.0
548	330	1.0
628	221	1.0
508	1030	1.0
666	1186	1.0
527	48	1.0
618	121	1.0
675	181	1.0
682	1260	1.0
713	1009	1.0
640	675	1.0
597	496	1.0
523	1225	1.0
587	459	1.0
496	302	1.0
670	1796	1.0
695	50	1.0
200	52	1.0
746	1027	1.0
742	670	1.0
726	587	1.0
745	92	1.0
731	974	1.0
728	1633	1.0
771	87	1.0
793	682	1.0
811	1211	1.0
835	928	1.0
829	971	1.0
843	745	1.0
812	640	1.0
830	835	1.0
374	1067	1.0
921	1700	1.0
906	179	1.0
928	180	1.0
988	124	1.0
194	431	1.0
971	2430	1.0
974	33	1.0
986	728	1.0
1018	200	1.0
1030	271	1.0
1022	411	1.0
1009	2265	1.0
1027	107	1.0
1042	384	1.0
1067	433	1.0
1049	1089	1.0
1089	326	1.0
1140	843	1.0
1143	1140	1.0
1147	491	1.0
1211	695	1.0
1269	1645	1.0
1260	189	1.0
1192	450	1.0
1199	597	1.0
1186	157	1.0
1225	1891	1.0
1170	449	1.0
1268	419	1.0
1330	288	1.0
757	1049	1.0
1508	53	1.0
1633	731	1.0
1645	372	1.0
1796	422	1.0
1678	429	1.0
1700	406	1.0
1814	906	1.0
1891	830	1.0
1966	1199	1.0
2265	145	1.0
2285	20	1.0
2430	374	1.0
3283	41	1.0
