Id	Label	Category
22	22	Comedy
882	882	Action
47	47	Drama
157	157	Drama
44	44	Action
63	63	Drama
48	48	Action
472	472	Drama
6	6	Action
415	415	Action
20	20	Comedy
204	204	Comedy
5	5	Action
141	141	Action
40	40	Animation
33	33	Animation
1051	1051	Comedy
120	120	Action
607	607	Action
64	64	Action
200	200	Action
2438	2438	Documentary
99	99	Comedy
762	762	Adventure
121	121	Drama
161	161	Drama
87	87	Action
195	195	Action
1028	1028	Horror
117	117	Action
190	190	Comedy
131	131	Action
75	75	Action
160	160	Comedy
1011	1011	Comedy
110	110	Comedy
921	921	Comedy
130	130	Comedy
221	221	Animation
72	72	Comedy
724	724	Comedy
124	124	Action
172	172	Action
92	92	Action
242	242	Action
138	138	Action
497	497	Comedy
136	136	Action
156	156	Action
62	62	Action
586	586	Action
107	107	Action
928	928	Action
967	967	Action
105	105	Action
188	188	Action
140	140	Action
375	375	Action
114	114	Action
325	325	Action
1070	1070	Action
111	111	Action
471	471	Action
58	58	Action
587	587	Action
147	147	Action
1971	1971	Action
89	89	Action
824	824	Action
150	150	Action
1047	1047	Action
137	137	Action
971	971	Action
79	79	Action
1034	1034	Action
129	129	Action
102	102	Action
2337	2337	Action
60	60	Action
583	583	Action
119	119	Action
1181	1181	Action
153	153	Action
322	322	Animation
71	71	Action
770	770	Action
125	125	Action
1874	1874	Action
189	189	Comedy
180	180	Action
173	173	Action
194	194	Action
1010	1010	Action
177	177	Action
1125	1125	Action
166	166	Action
584	584	Action
170	170	Comedy
470	470	Comedy
271	271	Comedy
442	442	Action
285	285	Comedy
1648	1648	Comedy
301	301	Comedy
1248	1248	Comedy
1084	1084	Action
475	475	Comedy
272	272	Comedy
255	255	Comedy
459	459	Comedy
295	295	Comedy
466	466	Comedy
236	236	Action
440	440	Action
238	238	Action
1025	1025	Action
284	284	Animation
768	768	Action
305	305	Comedy
1211	1211	Comedy
244	244	Comedy
666	666	Comedy
368	368	Animation
2608	2608	Comedy
336	336	Comedy
597	597	Comedy
444	444	Comedy
468	468	Drama
378	378	Action
403	403	Action
379	379	Action
393	393	Comedy
380	380	Action
476	476	Animation
372	372	Action
677	677	Action
1536	1536	Action
478	478	Comedy
1060	1060	Comedy
1023	1023	Comedy
458	458	Comedy
1009	1009	Comedy
651	651	Action
193	193	Action
1017	1017	Horror
197	197	Action
2157	2157	Horror
685	685	Action
648	648	Action
992	992	Action
508	508	Comedy
1269	1269	Comedy
665	665	Action
527	527	Action
544	544	Action
581	581	Action
650	650	Action
1130	1130	Action
692	692	Action
699	699	Action
2845	2845	Action
605	605	Comedy
1247	1247	Animation
682	682	Comedy
1268	1268	Comedy
713	713	Action
1492	1492	Action
558	558	Action
1419	1419	Animation
2452	2452	Action
1218	1218	Action
690	690	Action
530	530	Action
614	614	Action
1697	1697	Action
606	606	Comedy
706	706	Comedy
613	613	Comedy
637	637	Action
969	969	Action
639	639	Action
616	616	Action
509	509	Action
1912	1912	Action
550	550	Sci-Fi
860	860	Drama
742	742	Comedy
750	750	Comedy
1233	1233	Comedy
766	766	Action
1086	1086	Action
772	772	Action
763	763	Action
1706	1706	Action
793	793	Comedy
1045	1045	Comedy
811	811	Action
373	373	Action
816	816	Action
2450	2450	Action
821	821	Comedy
1159	1159	Animation
791	791	Action
1018	1018	Action
903	903	Action
1970	1970	Action
198	198	Action
945	945	Action
974	974	Action
985	985	Action
1122	1122	Action
977	977	Action
987	987	Action
1013	1013	Action
1539	1539	Action
1747	1747	Horror
1266	1266	Comedy
991	991	Action
1655	1655	Action
1077	1077	Action
1966	1966	Action
1145	1145	Action
1251	1251	Drama
1420	1420	Comedy
1410	1410	Drama
1502	1502	Action
1703	1703	Action
1629	1629	Action
2322	2322	Comedy
1736	1736	Action
2815	2815	Horror
2802	2802	Horror
