Id	Label	Category
22	22	Comedy
26	26	Animation
27	27	Drama
33	33	Animation
43	43	Action
157	157	Drama
48	48	Action
281	281	Drama
39	39	Drama
279	279	Horror
201	201	Adventure
23	23	Drama
141	141	Action
10	10	Animation
836	836	Drama
2013	2013	Adventure
121	121	Drama
87	87	Action
81	81	Drama
431	431	Drama
154	154	Comedy
385	385	Drama
104	104	Drama
126	126	Comedy
459	459	Comedy
160	160	Comedy
1135	1135	Comedy
110	110	Comedy
92	92	Action
466	466	Comedy
322	322	Animation
146	146	Action
1414	1414	Horror
170	170	Comedy
301	301	Comedy
277	277	Animation
553	553	Comedy
248	248	Drama
311	311	Comedy
240	240	Comedy
272	272	Comedy
250	250	Drama
426	426	Drama
317	317	Drama
384	384	Drama
316	316	Horror
449	449	Drama
255	255	Comedy
477	477	Drama
231	231	Drama
472	472	Drama
306	306	Comedy
757	757	Comedy
2904	2904	Horror
314	314	Comedy
453	453	Drama
450	450	Comedy
254	254	Sci-Fi
357	357	Drama
336	336	Comedy
440	440	Action
2285	2285	Comedy
491	491	Drama
416	416	Drama
454	454	Drama
748	748	Comedy
411	411	Drama
749	749	Drama
483	483	Drama
752	752	Comedy
469	469	Drama
498	498	Drama
827	827	Drama
1518	1518	Comedy
1784	1784	Drama
