Source	Target	Weight
3	381	1.0
43	392	1.0
26	30	1.0
50	745	1.0
4	637	1.0
30	735	1.0
99	170	1.0
109	1361	1.0
126	301	1.0
68	1435	1.0
170	302	1.0
302	460	1.0
212	854	1.0
315	459	1.0
303	68	1.0
271	3	1.0
202	1951	1.0
243	202	1.0
297	1562	1.0
285	1475	1.0
235	670	1.0
301	799	1.0
201	915	1.0
381	2044	1.0
445	803	1.0
401	271	1.0
392	50	1.0
448	2803	1.0
452	4	1.0
446	2609	1.0
460	2632	1.0
468	669	1.0
459	829	1.0
492	1148	1.0
669	297	1.0
637	1836	1.0
670	983	1.0
745	201	1.0
735	99	1.0
793	1197	1.0
803	1955	1.0
841	445	1.0
799	43	1.0
829	2110	1.0
915	2367	1.0
788	315	1.0
1009	468	1.0
1023	841	1.0
1148	1023	1.0
1197	448	1.0
1361	26	1.0
1435	401	1.0
1475	1839	1.0
1562	2637	1.0
1796	2927	1.0
1839	126	1.0
1836	1796	1.0
1808	492	1.0
1951	1009	1.0
1955	285	1.0
854	788	1.0
2044	2627	1.0
2110	303	1.0
2367	446	1.0
2609	452	1.0
2627	243	1.0
2637	1808	1.0
2632	212	1.0
2803	235	1.0
2927	793	1.0
