Source	Target	Weight
31	2083	1.0
27	215	1.0
43	737	1.0
5	315	1.0
23	2573	1.0
157	2273	1.0
99	323	1.0
121	3327	1.0
101	768	1.0
87	406	1.0
53	735	1.0
84	264	1.0
126	322	1.0
122	465	1.0
141	87	1.0
146	1503	1.0
178	453	1.0
315	444	1.0
271	298	1.0
301	939	1.0
237	400	1.0
324	240	1.0
248	982	1.0
304	472	1.0
322	178	1.0
240	2264	1.0
323	487	1.0
249	888	1.0
290	868	1.0
255	1508	1.0
298	381	1.0
207	290	1.0
314	2402	1.0
217	809	1.0
264	141	1.0
215	1497	1.0
236	411	1.0
238	217	1.0
357	1320	1.0
444	468	1.0
381	450	1.0
445	1700	1.0
400	2987	1.0
453	304	1.0
422	407	1.0
406	1767	1.0
407	249	1.0
450	301	1.0
423	986	1.0
411	1653	1.0
487	1432	1.0
468	2238	1.0
472	146	1.0
465	2679	1.0
622	1786	1.0
726	622	1.0
735	2384	1.0
731	157	1.0
737	445	1.0
768	422	1.0
809	2310	1.0
896	726	1.0
868	357	1.0
917	237	1.0
888	2835	1.0
986	84	1.0
939	917	1.0
982	126	1.0
1300	314	1.0
1435	31	1.0
1432	3484	1.0
1497	896	1.0
1503	43	1.0
1508	236	1.0
1511	423	1.0
1653	1897	1.0
1767	101	1.0
1320	2281	1.0
1690	255	1.0
1786	1300	1.0
1700	2277	1.0
1897	27	1.0
2238	2542	1.0
2277	122	1.0
2281	248	1.0
2273	99	1.0
2264	53	1.0
2310	324	1.0
2384	1690	1.0
2402	1435	1.0
2083	271	1.0
2542	731	1.0
2573	5	1.0
2679	2994	1.0
2835	238	1.0
2994	1511	1.0
2987	121	1.0
3484	207	1.0
