Source	Target	Weight
44	550	1.0
43	648	1.0
41	178	1.0
48	1599	1.0
26	1084	1.0
6	1299	1.0
5	87	1.0
23	170	1.0
29	432	1.0
120	602	1.0
64	904	1.0
157	601	1.0
99	23	1.0
121	41	1.0
87	945	1.0
117	43	1.0
116	1089	1.0
57	272	1.0
92	479	1.0
141	172	1.0
62	48	1.0
107	1822	1.0
150	704	1.0
79	1629	1.0
60	558	1.0
178	183	1.0
172	583	1.0
175	878	1.0
190	622	1.0
170	669	1.0
183	198	1.0
317	471	1.0
272	373	1.0
295	1070	1.0
361	427	1.0
432	157	1.0
375	615	1.0
440	57	1.0
427	5	1.0
479	195	1.0
471	928	1.0
607	62	1.0
655	99	1.0
193	254	1.0
677	375	1.0
195	64	1.0
648	440	1.0
685	92	1.0
622	607	1.0
527	295	1.0
674	661	1.0
675	150	1.0
669	190	1.0
721	675	1.0
558	785	1.0
637	317	1.0
670	637	1.0
695	865	1.0
583	193	1.0
602	141	1.0
615	674	1.0
661	175	1.0
691	60	1.0
531	677	1.0
704	1502	1.0
550	200	1.0
200	899	1.0
711	29	1.0
601	655	1.0
549	1429	1.0
373	527	1.0
904	670	1.0
865	531	1.0
899	685	1.0
878	691	1.0
913	695	1.0
928	913	1.0
897	1477	1.0
785	721	1.0
198	549	1.0
945	6	1.0
933	1617	1.0
990	711	1.0
1084	2804	1.0
1070	361	1.0
1089	79	1.0
1299	990	1.0
1429	1920	1.0
1502	1539	1.0
1477	117	1.0
1539	897	1.0
1617	44	1.0
1629	933	1.0
1822	121	1.0
1920	116	1.0
1599	26	1.0
2804	3547	1.0
3547	120	1.0
