Id	Label	Category
31	31	Drama
1479	1479	Comedy
37	37	Animation
973	973	Animation
24	24	Romance
1044	1044	Comedy
47	47	Drama
197	197	Action
7	7	Comedy
168	168	Comedy
0	0	Drama
194	194	Action
44	44	Action
193	193	Action
9	9	Adventure
196	196	Action
14	14	Musical
636	636	Drama
39	39	Drama
2065	2065	Comedy
17	17	Animation
201	201	Adventure
45	45	Animation
671	671	Comedy
26	26	Animation
637	637	Action
19	19	Comedy
725	725	Comedy
6	6	Action
874	874	Horror
52	52	Drama
1047	1047	Action
1	1	Animation
536	536	Animation
13	13	Comedy
91	91	Drama
15	15	Comedy
768	768	Action
46	46	Animation
20	20	Comedy
629	629	Drama
8	8	Animation
10	10	Animation
12	12	Drama
23	23	Drama
1931	1931	Documentary
619	619	Animation
40	40	Animation
272	272	Comedy
33	33	Animation
30	30	Animation
29	29	Animation
480	480	Animation
16	16	Animation
191	191	Animation
4	4	Animation
317	317	Drama
950	950	Animation
34	34	Animation
32	32	Adventure
563	563	Animation
25	25	Animation
418	418	Drama
120	120	Action
64	64	Action
123	123	Comedy
2306	2306	Comedy
157	157	Drama
557	557	Comedy
87	87	Action
250	250	Drama
81	81	Drama
2683	2683	Comedy
53	53	Drama
117	117	Action
190	190	Comedy
254	254	Sci-Fi
154	154	Comedy
1146	1146	Comedy
131	131	Action
374	374	Horror
152	152	Drama
685	685	Action
67	67	Action
2914	2914	Comedy
116	116	Adventure
236	236	Action
85	85	Comedy
1035	1035	Comedy
160	160	Comedy
62	62	Action
110	110	Comedy
373	373	Action
124	124	Action
92	92	Action
162	162	Comedy
141	141	Action
479	479	Drama
808	808	Action
107	107	Action
1211	1211	Comedy
140	140	Action
145	145	Action
475	475	Comedy
114	114	Action
1058	1058	Comedy
156	156	Action
458	458	Comedy
88	88	Action
371	371	Action
111	111	Action
411	411	Drama
58	58	Action
1179	1179	Comedy
65	65	Action
212	212	Comedy
147	147	Action
683	683	Comedy
137	137	Action
544	544	Action
