Id	Label	Category
22	22	Comedy
1130	1130	Action
39	39	Drama
138	138	Action
5	5	Action
607	607	Action
23	23	Drama
110	110	Comedy
120	120	Action
157	157	Drama
200	200	Action
87	87	Action
62	62	Action
126	126	Comedy
235	235	Horror
160	160	Comedy
92	92	Action
317	317	Drama
141	141	Action
145	145	Action
475	475	Comedy
107	107	Action
75	75	Action
114	114	Action
140	140	Action
478	478	Comedy
809	809	Comedy
385	385	Drama
88	88	Action
713	713	Action
118	118	Action
272	272	Comedy
113	113	Action
150	150	Action
906	906	Sci-Fi
137	137	Action
340	340	Comedy
175	175	Action
179	179	Action
377	377	Action
170	170	Comedy
302	302	Comedy
212	212	Comedy
459	459	Comedy
273	273	Drama
316	316	Horror
285	285	Comedy
1031	1031	Horror
221	221	Animation
453	453	Drama
811	811	Action
2153	2153	Horror
255	255	Comedy
236	236	Action
393	393	Comedy
376	376	Action
1401	1401	Horror
456	456	Action
793	793	Comedy
384	384	Drama
407	407	Drama
1269	1269	Comedy
808	808	Action
471	471	Action
195	195	Action
679	679	Comedy
641	641	Drama
637	637	Action
670	670	Adventure
2184	2184	Horror
378	378	Action
902	902	Action
882	882	Action
884	884	Action
1120	1120	Horror
