Source	Target	Weight
22	124	1.0
37	33	1.0
7	50	1.0
44	60	1.0
9	2171	1.0
14	2704	1.0
39	768	1.0
17	37	1.0
45	46	1.0
26	168	1.0
19	652	1.0
13	19	1.0
49	1233	1.0
50	2438	1.0
15	999	1.0
46	572	1.0
20	1270	1.0
5	1337	1.0
8	757	1.0
10	386	1.0
40	548	1.0
33	1645	1.0
35	973	1.0
120	121	1.0
64	427	1.0
123	597	1.0
157	354	1.0
99	92	1.0
121	1028	1.0
117	91	1.0
91	374	1.0
154	20	1.0
85	670	1.0
160	147	1.0
110	632	1.0
124	469	1.0
92	468	1.0
138	1012	1.0
62	255	1.0
107	1861	1.0
147	821	1.0
79	769	1.0
60	160	1.0
189	1031	1.0
186	523	1.0
175	1421	1.0
190	367	1.0
170	1095	1.0
163	193	1.0
169	163	1.0
168	1928	1.0
191	950	1.0
243	39	1.0
221	322	1.0
201	8	1.0
322	613	1.0
204	508	1.0
255	385	1.0
284	542	1.0
358	678	1.0
365	551	1.0
325	614	1.0
360	5	1.0
330	375	1.0
367	189	1.0
354	625	1.0
375	575	1.0
386	26	1.0
385	536	1.0
427	525	1.0
372	540	1.0
468	15	1.0
478	13	1.0
459	7	1.0
465	138	1.0
475	520	1.0
469	110	1.0
548	17	1.0
542	718	1.0
701	120	1.0
193	733	1.0
540	186	1.0
632	221	1.0
525	2483	1.0
508	478	1.0
536	1016	1.0
582	528	1.0
652	1141	1.0
520	659	1.0
528	154	1.0
561	365	1.0
718	1045	1.0
575	704	1.0
619	49	1.0
553	204	1.0
625	190	1.0
597	79	1.0
624	64	1.0
523	955	1.0
709	1009	1.0
502	2187	1.0
614	709	1.0
613	201	1.0
579	170	1.0
670	1022	1.0
678	1234	1.0
704	1151	1.0
638	85	1.0
659	619	1.0
572	175	1.0
200	358	1.0
551	1035	1.0
733	117	1.0
768	62	1.0
769	44	1.0
821	465	1.0
374	22	1.0
865	561	1.0
950	45	1.0
973	1985	1.0
981	2021	1.0
955	200	1.0
946	1088	1.0
999	284	1.0
1012	40	1.0
1031	553	1.0
1028	459	1.0
1022	191	1.0
1016	10	1.0
1009	1565	1.0
1042	35	1.0
1045	107	1.0
1035	330	1.0
1088	579	1.0
1095	157	1.0
1151	372	1.0
1233	638	1.0
1270	243	1.0
1234	502	1.0
1337	946	1.0
757	582	1.0
1421	2067	1.0
1565	14	1.0
1645	981	1.0
1768	325	1.0
1861	701	1.0
1928	475	1.0
2021	1042	1.0
1985	1981	1.0
1981	9	1.0
2067	865	1.0
2171	360	1.0
2187	1768	1.0
2438	169	1.0
2483	99	1.0
2704	123	1.0
