Source	Target	Weight
44	87	1.0
43	1955	1.0
48	446	1.0
6	23	1.0
23	1359	1.0
4	247	1.0
64	1070	1.0
157	346	1.0
99	637	1.0
121	1498	1.0
87	121	1.0
117	64	1.0
67	670	1.0
116	1336	1.0
126	43	1.0
89	448	1.0
178	192	1.0
181	2651	1.0
186	333	1.0
180	181	1.0
170	302	1.0
183	178	1.0
302	788	1.0
321	1807	1.0
315	726	1.0
247	1197	1.0
271	2792	1.0
273	67	1.0
202	1009	1.0
243	44	1.0
287	202	1.0
297	468	1.0
257	883	1.0
301	221	1.0
221	745	1.0
300	909	1.0
356	1622	1.0
337	356	1.0
333	116	1.0
334	186	1.0
346	2280	1.0
381	273	1.0
445	126	1.0
392	811	1.0
448	445	1.0
446	651	1.0
474	300	1.0
380	157	1.0
372	2312	1.0
482	1148	1.0
460	243	1.0
468	482	1.0
459	4	1.0
607	380	1.0
637	170	1.0
670	287	1.0
651	271	1.0
746	474	1.0
726	459	1.0
745	392	1.0
793	99	1.0
811	1387	1.0
835	1402	1.0
883	89	1.0
909	1785	1.0
198	183	1.0
192	835	1.0
970	2771	1.0
788	315	1.0
1009	297	1.0
1023	1584	1.0
1084	48	1.0
1070	1688	1.0
1145	2772	1.0
1148	1023	1.0
1197	1796	1.0
1309	372	1.0
1336	337	1.0
1410	1309	1.0
1402	334	1.0
1387	198	1.0
760	1660	1.0
1464	1410	1.0
1498	1084	1.0
1584	257	1.0
1622	970	1.0
1660	1464	1.0
1796	381	1.0
1696	321	1.0
1785	460	1.0
1688	1696	1.0
1955	301	1.0
2280	746	1.0
2048	760	1.0
1807	3023	1.0
2312	793	1.0
2651	1145	1.0
2771	180	1.0
2772	607	1.0
2792	6	1.0
3023	2048	1.0
