Id	Label	Category
0	0	Drama
193	193	Action
44	44	Action
731	731	Documentary
43	43	Action
197	197	Action
48	48	Action
2256	2256	Action
26	26	Animation
162	162	Comedy
19	19	Comedy
159	159	Comedy
15	15	Comedy
733	733	Comedy
5	5	Action
1457	1457	Comedy
120	120	Action
432	432	Drama
64	64	Action
124	124	Action
83	83	Drama
194	194	Action
99	99	Comedy
273	273	Drama
121	121	Drama
765	765	Adventure
117	117	Action
361	361	Drama
128	128	Action
322	322	Animation
67	67	Action
902	902	Action
2043	2043	Action
85	85	Comedy
126	126	Comedy
904	904	Sci-Fi
1121	1121	Comedy
92	92	Action
1192	1192	Comedy
60	60	Action
1828	1828	Comedy
175	175	Action
911	911	Comedy
2781	2781	Drama
170	170	Comedy
550	550	Sci-Fi
163	163	Comedy
183	183	Action
888	888	Action
243	243	Comedy
1479	1479	Comedy
1300	1300	Drama
250	250	Drama
280	280	Drama
1553	1553	Drama
2070	2070	Comedy
601	601	Drama
444	444	Comedy
442	442	Action
1291	1291	Drama
380	380	Action
2931	2931	Horror
476	476	Animation
488	488	Comedy
465	465	Drama
607	607	Action
707	707	Comedy
693	693	Comedy
573	573	Comedy
1830	1830	Drama
3513	3513	Horror
629	629	Drama
1097	1097	Sci-Fi
703	703	Comedy
1345	1345	Comedy
494	494	Drama
665	665	Action
651	651	Action
660	660	Comedy
1201	1201	Drama
663	663	Musical
1028	1028	Horror
537	537	Comedy
1299	1299	Drama
200	200	Action
571	571	Comedy
918	918	Sci-Fi
752	752	Comedy
993	993	Horror
860	860	Drama
808	808	Action
1018	1018	Action
3547	3547	Horror
3556	3556	Horror
899	899	Action
1307	1307	Action
1364	1364	Drama
980	980	Action
988	988	Action
932	932	Action
984	984	Drama
1084	1084	Action
1167	1167	Comedy
1347	1347	Animation
