Source	Target	Weight
22	110	1.0
37	953	1.0
27	511	1.0
3	702	1.0
47	604	1.0
7	332	1.0
44	317	1.0
9	322	1.0
41	312	1.0
18	952	1.0
42	3	1.0
14	1938	1.0
39	87	1.0
45	20	1.0
19	1698	1.0
13	585	1.0
50	1143	1.0
15	367	1.0
20	325	1.0
5	242	1.0
12	41	1.0
10	16	1.0
40	1570	1.0
33	10	1.0
29	50	1.0
16	387	1.0
4	381	1.0
32	648	1.0
120	172	1.0
64	1475	1.0
123	326	1.0
83	355	1.0
157	601	1.0
99	476	1.0
121	193	1.0
87	307	1.0
161	984	1.0
53	1150	1.0
117	44	1.0
143	314	1.0
91	695	1.0
154	189	1.0
131	1320	1.0
61	12	1.0
148	1763	1.0
67	56	1.0
116	778	1.0
132	154	1.0
57	18	1.0
85	1050	1.0
133	1146	1.0
56	1834	1.0
142	963	1.0
134	425	1.0
126	285	1.0
122	133	1.0
160	652	1.0
110	1333	1.0
72	961	1.0
124	651	1.0
92	141	1.0
141	200	1.0
138	1465	1.0
136	766	1.0
62	431	1.0
107	113	1.0
75	236	1.0
105	1256	1.0
140	816	1.0
145	1470	1.0
114	637	1.0
156	27	1.0
111	379	1.0
58	2614	1.0
118	2079	1.0
113	584	1.0
68	670	1.0
129	118	1.0
102	2358	1.0
60	704	1.0
86	1477	1.0
119	82	1.0
153	2832	1.0
82	1729	1.0
125	86	1.0
189	42	1.0
172	116	1.0
175	676	1.0
179	1070	1.0
188	58	1.0
184	1648	1.0
170	7	1.0
163	277	1.0
276	2198	1.0
303	184	1.0
293	129	1.0
243	163	1.0
297	850	1.0
253	366	1.0
285	201	1.0
235	732	1.0
201	811	1.0
248	768	1.0
304	408	1.0
245	1352	1.0
322	37	1.0
242	161	1.0
250	357	1.0
320	644	1.0
317	124	1.0
204	1366	1.0
312	248	1.0
290	142	1.0
251	1144	1.0
280	304	1.0
307	453	1.0
314	53	1.0
277	660	1.0
295	114	1.0
308	1279	1.0
264	666	1.0
236	1022	1.0
284	1354	1.0
244	1211	1.0
332	245	1.0
361	613	1.0
357	384	1.0
351	986	1.0
349	706	1.0
358	646	1.0
369	377	1.0
365	459	1.0
366	841	1.0
344	404	1.0
325	1126	1.0
364	336	1.0
331	682	1.0
326	191	1.0
360	1515	1.0
339	399	1.0
363	545	1.0
355	465	1.0
352	235	1.0
328	9	1.0
367	204	1.0
370	507	1.0
340	809	1.0
336	244	1.0
375	179	1.0
376	1700	1.0
379	745	1.0
384	358	1.0
381	68	1.0
453	385	1.0
425	1215	1.0
408	61	1.0
386	844	1.0
407	1536	1.0
385	131	1.0
431	407	1.0
411	111	1.0
405	1117	1.0
417	3055	1.0
457	1239	1.0
404	1487	1.0
426	378	1.0
399	264	1.0
387	950	1.0
474	523	1.0
476	29	1.0
488	1155	1.0
463	194	1.0
482	1497	1.0
480	72	1.0
478	638	1.0
459	954	1.0
479	526	1.0
485	251	1.0
465	1241	1.0
475	786	1.0
462	533	1.0
471	107	1.0
458	1665	1.0
702	485	1.0
193	1298	1.0
195	479	1.0
600	1187	1.0
604	1553	1.0
648	365	1.0
533	1481	1.0
493	64	1.0
521	1243	1.0
525	13	1.0
547	363	1.0
508	2399	1.0
511	339	1.0
589	14	1.0
585	475	1.0
666	1268	1.0
527	148	1.0
668	972	1.0
544	691	1.0
673	1930	1.0
536	1507	1.0
710	293	1.0
516	153	1.0
652	85	1.0
564	1260	1.0
699	496	1.0
584	763	1.0
631	567	1.0
617	1237	1.0
676	508	1.0
545	1524	1.0
507	1861	1.0
715	1229	1.0
563	1735	1.0
682	364	1.0
713	102	1.0
558	699	1.0
517	790	1.0
644	1579	1.0
499	576	1.0
654	949	1.0
612	879	1.0
523	3283	1.0
580	1272	1.0
626	1130	1.0
567	599	1.0
671	370	1.0
646	566	1.0
591	1795	1.0
697	631	1.0
614	1882	1.0
496	1533	1.0
532	1224	1.0
660	19	1.0
706	493	1.0
656	351	1.0
613	591	1.0
566	656	1.0
579	955	1.0
524	474	1.0
637	411	1.0
586	471	1.0
670	1951	1.0
695	195	1.0
583	882	1.0
651	583	1.0
615	175	1.0
526	586	1.0
513	499	1.0
576	617	1.0
691	1104	1.0
704	884	1.0
638	1158	1.0
200	369	1.0
601	47	1.0
599	1078	1.0
732	156	1.0
726	4	1.0
745	824	1.0
735	1151	1.0
768	83	1.0
766	1018	1.0
378	360	1.0
771	1589	1.0
779	1202	1.0
778	188	1.0
763	60	1.0
808	119	1.0
841	799	1.0
799	126	1.0
811	99	1.0
790	1045	1.0
816	1535	1.0
809	361	1.0
844	1957	1.0
791	1095	1.0
805	375	1.0
824	791	1.0
795	1247	1.0
825	527	1.0
879	1891	1.0
882	91	1.0
884	713	1.0
194	1028	1.0
972	1368	1.0
958	1621	1.0
985	1593	1.0
950	536	1.0
951	563	1.0
953	547	1.0
954	1040	1.0
955	517	1.0
931	2646	1.0
949	962	1.0
962	1509	1.0
961	40	1.0
963	1776	1.0
986	143	1.0
984	250	1.0
952	2195	1.0
946	757	1.0
959	825	1.0
1018	344	1.0
1028	92	1.0
1022	62	1.0
377	1370	1.0
1070	1649	1.0
1050	458	1.0
1045	303	1.0
1035	3183	1.0
1088	1098	1.0
1078	1564	1.0
1055	715	1.0
1040	1199	1.0
1083	1055	1.0
1085	1510	1.0
1105	1270	1.0
851	297	1.0
1104	1541	1.0
1098	579	1.0
1126	1196	1.0
1095	482	1.0
1117	457	1.0
1130	1269	1.0
1122	1783	1.0
1155	1154	1.0
1158	320	1.0
1146	1334	1.0
1154	525	1.0
786	1105	1.0
1151	1088	1.0
1143	170	1.0
1144	57	1.0
1150	349	1.0
1157	1035	1.0
1164	2779	1.0
1211	1559	1.0
1269	1083	1.0
1247	697	1.0
1229	795	1.0
1260	308	1.0
1233	1351	1.0
1256	352	1.0
1188	614	1.0
1187	120	1.0
1270	946	1.0
1224	1085	1.0
1239	1227	1.0
1215	405	1.0
850	253	1.0
1237	1978	1.0
1241	39	1.0
1199	615	1.0
1272	1188	1.0
1202	417	1.0
1268	1385	1.0
1243	426	1.0
1175	132	1.0
1255	1560	1.0
1196	32	1.0
1227	2721	1.0
1279	478	1.0
1298	463	1.0
1333	243	1.0
1334	1421	1.0
1385	521	1.0
1351	105	1.0
1368	1693	1.0
1366	138	1.0
1354	589	1.0
1370	75	1.0
1352	480	1.0
757	564	1.0
1421	45	1.0
1470	276	1.0
1465	2807	1.0
1484	1122	1.0
1480	668	1.0
1477	1721	1.0
1475	1233	1.0
1487	1506	1.0
1497	140	1.0
1506	808	1.0
1481	2588	1.0
1507	951	1.0
1515	580	1.0
1510	931	1.0
1509	513	1.0
1524	654	1.0
1541	782	1.0
1533	157	1.0
782	558	1.0
1536	295	1.0
1535	805	1.0
1553	673	1.0
1559	1908	1.0
1560	516	1.0
1589	125	1.0
1570	22	1.0
1579	122	1.0
1564	1573	1.0
1573	612	1.0
1638	121	1.0
1648	331	1.0
1649	958	1.0
1621	710	1.0
1795	726	1.0
1735	328	1.0
1729	771	1.0
1721	2113	1.0
1665	735	1.0
1783	1875	1.0
1320	290	1.0
1698	488	1.0
1763	386	1.0
1776	1175	1.0
1678	1893	1.0
1700	2600	1.0
1693	532	1.0
1841	284	1.0
1834	1678	1.0
1930	280	1.0
1908	1157	1.0
1891	1255	1.0
1882	779	1.0
1861	2854	1.0
1875	600	1.0
1893	2093	1.0
1951	2205	1.0
1993	33	1.0
1978	1638	1.0
1987	2121	1.0
1938	2490	1.0
2074	3075	1.0
2079	136	1.0
2093	462	1.0
2113	1841	1.0
2121	1164	1.0
2205	851	1.0
2198	340	1.0
2195	959	1.0
1957	67	1.0
2358	544	1.0
2399	160	1.0
2490	5	1.0
2547	2074	1.0
2588	134	1.0
2600	1484	1.0
2646	671	1.0
2614	985	1.0
2721	376	1.0
2779	1993	1.0
2807	524	1.0
2832	1480	1.0
2854	2547	1.0
3055	117	1.0
3075	1987	1.0
3183	626	1.0
1593	15	1.0
3283	123	1.0
