Id	Label	Category
44	44	Action
120	120	Action
48	48	Action
6	6	Action
527	527	Action
107	107	Action
64	64	Action
60	60	Action
117	117	Action
128	128	Action
131	131	Action
2203	2203	Action
57	57	Action
651	651	Action
141	141	Action
199	199	Action
138	138	Action
763	763	Action
146	146	Action
175	175	Action
194	194	Action
75	75	Action
882	882	Action
140	140	Action
1649	1649	Action
114	114	Action
994	994	Horror
111	111	Action
967	967	Action
58	58	Action
65	65	Action
2080	2080	Action
147	147	Action
992	992	Action
150	150	Action
816	816	Action
137	137	Action
966	966	Action
68	68	Action
496	496	Action
79	79	Action
124	124	Action
129	129	Action
1964	1964	Action
93	93	Action
979	979	Action
2360	2360	Horror
119	119	Action
1488	1488	Action
153	153	Action
125	125	Action
82	82	Action
515	515	Action
181	181	Action
1104	1104	Action
180	180	Action
1966	1966	Action
172	172	Action
193	193	Action
268	268	Action
188	188	Action
184	184	Adventure
379	379	Action
183	183	Action
197	197	Action
824	824	Action
201	201	Adventure
262	262	Action
650	650	Action
236	236	Action
344	344	Action
2053	2053	Action
325	325	Action
371	371	Action
326	326	Action
346	346	Action
928	928	Action
376	376	Action
1010	1010	Action
456	456	Action
388	388	Action
1118	1118	Action
372	372	Action
2074	2074	Action
648	648	Action
1558	1558	Action
544	544	Action
554	554	Action
583	583	Action
692	692	Action
1603	1603	Horror
570	570	Action
499	499	Adventure
581	581	Action
1533	1533	Action
587	587	Action
714	714	Action
1198	1198	Action
1057	1057	Action
530	530	Action
916	916	Action
614	614	Action
704	704	Action
1477	1477	Action
884	884	Action
526	526	Action
639	639	Action
865	865	Action
771	771	Action
200	200	Action
768	768	Action
920	920	Action
766	766	Action
378	378	Action
985	985	Action
770	770	Action
778	778	Action
1818	1818	Action
808	808	Action
1220	1220	Action
1889	1889	Action
1130	1130	Action
1181	1181	Action
980	980	Action
988	988	Action
1084	1084	Action
969	969	Action
958	958	Action
929	929	Action
1125	1125	Action
978	978	Action
1539	1539	Action
1162	1162	Action
957	957	Action
1231	1231	Action
933	933	Action
1942	1942	Action
1313	1313	Action
2770	2770	Action
1018	1018	Action
1655	1655	Action
1085	1085	Action
1965	1965	Action
1502	1502	Action
1161	1161	Action
1274	1274	Action
1119	1119	Action
1164	1164	Action
1190	1190	Action
1627	1627	Action
2294	2294	Action
2106	2106	Action
1228	1228	Action
1961	1961	Action
848	848	Action
1306	1306	Action
1625	1625	Action
2554	2554	Action
1534	1534	Action
3100	3100	Horror
1540	1540	Action
2011	2011	Animation
1589	1589	Action
2345	2345	Action
1671	1671	Action
1626	1626	Action
2108	2108	Action
1697	1697	Action
2116	2116	Action
1941	1941	Action
2079	2079	Action
3113	3113	Action
2724	2724	Horror
2344	2344	Comedy
2103	2103	Action
2350	2350	Action
2347	2347	Action
2933	2933	Horror
