Id	Label	Category
22	22	Comedy
626	626	Comedy
27	27	Drama
1475	1475	Drama
24	24	Romance
325	325	Action
18	18	Drama
91	91	Drama
42	42	Drama
81	81	Drama
39	39	Drama
17	17	Animation
4	4	Animation
26	26	Animation
322	322	Animation
2	2	Musical
352	352	Comedy
6	6	Action
146	146	Action
13	13	Comedy
1806	1806	Comedy
49	49	Animation
960	960	Animation
50	50	Animation
5	5	Action
126	126	Comedy
10	10	Animation
474	474	Animation
40	40	Animation
16	16	Animation
330	330	Animation
30	30	Animation
191	191	Animation
32	32	Adventure
177	177	Action
25	25	Animation
1187	1187	Action
120	120	Action
194	194	Action
157	157	Drama
121	121	Drama
99	99	Comedy
110	110	Comedy
618	618	Drama
87	87	Action
472	472	Drama
463	463	Drama
143	143	Drama
613	613	Comedy
698	698	Drama
154	154	Comedy
67	67	Action
607	607	Action
104	104	Drama
84	84	Comedy
103	103	Drama
417	417	Drama
116	116	Adventure
670	670	Adventure
895	895	Drama
160	160	Comedy
384	384	Drama
129	129	Action
141	141	Action
527	527	Action
138	138	Action
426	426	Drama
179	179	Action
136	136	Action
1199	1199	Comedy
107	107	Action
526	526	Action
105	105	Action
648	648	Action
140	140	Action
710	710	Action
156	156	Action
339	339	Comedy
150	150	Action
539	539	Comedy
112	112	Action
1223	1223	Comedy
3182	3182	Horror
102	102	Action
1136	1136	Adventure
71	71	Action
798	798	Action
82	82	Action
2079	2079	Action
125	125	Action
614	614	Action
189	189	Comedy
946	946	Comedy
172	172	Action
174	174	Action
616	616	Action
175	175	Action
376	376	Action
373	373	Action
173	173	Action
176	176	Action
778	778	Action
1543	1543	Action
163	163	Comedy
708	708	Comedy
169	169	Comedy
1295	1295	Comedy
572	572	Animation
235	235	Horror
1569	1569	Drama
250	250	Drama
255	255	Comedy
757	757	Comedy
288	288	Comedy
244	244	Comedy
217	217	Drama
612	612	Comedy
308	308	Comedy
1146	1146	Comedy
236	236	Action
433	433	Drama
296	296	Drama
1778	1778	Comedy
1154	1154	Comedy
332	332	Comedy
638	638	Comedy
357	357	Drama
786	786	Comedy
359	359	Comedy
552	552	Drama
369	369	Drama
523	523	Comedy
365	365	Comedy
3286	3286	Horror
366	366	Drama
1510	1510	Comedy
1688	1688	Drama
364	364	Comedy
326	326	Action
735	735	Comedy
360	360	Musical
1344	1344	Comedy
354	354	Musical
732	732	Drama
356	356	Drama
1156	1156	Comedy
346	346	Action
340	340	Comedy
336	336	Comedy
375	375	Action
1487	1487	Sci-Fi
1625	1625	Action
379	379	Action
488	488	Comedy
428	428	Drama
2293	2293	Drama
437	437	Drama
405	405	Drama
400	400	Drama
1417	1417	Romance
386	386	Drama
986	986	Drama
441	441	Drama
454	454	Drama
1899	1899	Drama
427	427	Drama
1117	1117	Comedy
395	395	Drama
1877	1877	Drama
397	397	Comedy
1224	1224	Comedy
455	455	Drama
2025	2025	Drama
984	984	Drama
372	372	Action
637	637	Action
968	968	Drama
533	533	Drama
2195	2195	Drama
685	685	Action
865	865	Action
508	508	Comedy
1320	1320	Drama
544	544	Action
1070	1070	Action
516	516	Comedy
790	790	Comedy
631	631	Comedy
560	560	Comedy
750	750	Comedy
499	499	Adventure
1548	1548	Sci-Fi
1515	1515	Drama
580	580	Drama
1513	1513	Adventure
799	799	Comedy
709	709	Comedy
598	598	Comedy
512	512	Romance
1827	1827	Drama
714	714	Action
591	591	Action
1540	1540	Action
498	498	Drama
2332	2332	Adventure
615	615	Comedy
874	874	Horror
661	661	Sci-Fi
691	691	Fantasy
513	513	Adventure
1724	1724	Adventure
576	576	Adventure
1237	1237	Adventure
1501	1501	Action
893	893	Sci-Fi
841	841	Animation
505	505	Action
2291	2291	Sci-Fi
1564	1564	Comedy
771	771	Action
1861	1861	Comedy
765	765	Adventure
1634	1634	Animation
44	44	Action
1189	1189	Comedy
805	805	Drama
812	812	Comedy
1102	1102	Adventure
825	825	Drama
1243	1243	Drama
913	913	Horror
1419	1419	Animation
934	934	Drama
939	939	Comedy
1129	1129	Adventure
1829	1829	Horror
1155	1155	Comedy
1334	1334	Comedy
1370	1370	Drama
1150	1150	Comedy
1273	1273	Drama
1205	1205	Comedy
1247	1247	Animation
1995	1995	Animation
2595	2595	Romance
845	845	Comedy
1184	1184	Adventure
1171	1171	Comedy
1202	1202	Comedy
2569	2569	Drama
1182	1182	Action
1244	1244	Drama
2696	2696	Animation
2395	2395	Drama
1470	1470	Comedy
1463	1463	Comedy
1508	1508	Drama
1571	1571	Comedy
1639	1639	Animation
2045	2045	Comedy
1717	1717	Comedy
2854	2854	Comedy
1813	1813	Comedy
1825	1825	Horror
2018	2018	Animation
2765	2765	Drama
2910	2910	Comedy
3168	3168	Comedy
