Id	Label	Category
22	22	Comedy
190	190	Comedy
27	27	Drama
3438	3438	Horror
47	47	Drama
762	762	Adventure
0	0	Drama
1354	1354	Musical
44	44	Action
60	60	Action
9	9	Adventure
1369	1369	Drama
48	48	Action
811	811	Action
26	26	Animation
602	602	Drama
2	2	Musical
588	588	Comedy
5	5	Action
895	895	Drama
23	23	Drama
330	330	Animation
40	40	Animation
707	707	Comedy
120	120	Action
141	141	Action
64	64	Action
898	898	Sci-Fi
100	100	Drama
1849	1849	Comedy
157	157	Drama
99	99	Comedy
121	121	Drama
87	87	Action
1198	1198	Action
161	161	Drama
472	472	Drama
117	117	Action
170	170	Comedy
143	143	Drama
369	369	Drama
152	152	Drama
494	494	Drama
67	67	Action
236	236	Action
126	126	Comedy
130	130	Comedy
682	682	Comedy
124	124	Action
431	431	Drama
92	92	Action
651	651	Action
138	138	Action
2079	2079	Action
146	146	Action
648	648	Action
107	107	Action
145	145	Action
140	140	Action
865	865	Action
156	156	Action
583	583	Action
118	118	Action
351	351	Drama
150	150	Action
93	93	Action
544	544	Action
86	86	Action
188	188	Action
82	82	Action
125	125	Action
2291	2291	Sci-Fi
172	172	Action
175	175	Action
637	637	Action
179	179	Action
775	775	Action
1039	1039	Action
176	176	Action
1621	1621	Action
357	357	Drama
653	653	Drama
276	276	Drama
273	273	Drama
235	235	Horror
1018	1018	Action
201	201	Adventure
586	586	Action
317	317	Drama
791	791	Action
238	238	Action
482	482	Action
361	361	Drama
1028	1028	Horror
325	325	Action
650	650	Action
903	903	Action
375	375	Action
526	526	Action
437	437	Drama
928	928	Action
380	380	Action
487	487	Action
488	488	Comedy
471	471	Action
2805	2805	Horror
607	607	Action
550	550	Sci-Fi
584	584	Action
193	193	Action
1374	1374	Drama
677	677	Action
197	197	Action
1446	1446	Drama
604	604	Drama
665	665	Action
194	194	Action
527	527	Action
692	692	Action
958	958	Action
1311	1311	Action
690	690	Action
695	695	Adventure
1307	1307	Action
537	537	Comedy
1504	1504	Drama
200	200	Action
808	808	Action
945	945	Action
2279	2279	Comedy
904	904	Sci-Fi
884	884	Action
971	971	Action
1184	1184	Adventure
196	196	Action
1025	1025	Action
788	788	Drama
989	989	Horror
1054	1054	Comedy
1721	1721	Action
1185	1185	Comedy
2081	2081	Horror
2187	2187	Drama
2027	2027	Drama
