Id	Label	Category
22	22	Comedy
332	332	Comedy
24	24	Romance
1194	1194	Comedy
44	44	Action
159	159	Comedy
20	20	Comedy
533	533	Drama
23	23	Drama
84	84	Comedy
4	4	Animation
307	307	Drama
30	30	Animation
1508	1508	Drama
120	120	Action
1138	1138	Comedy
64	64	Action
2794	2794	Horror
155	155	Drama
453	453	Drama
157	157	Drama
99	99	Comedy
372	372	Action
121	121	Drama
271	271	Comedy
101	101	Drama
117	117	Action
2609	2609	Horror
131	131	Action
707	707	Comedy
80	80	Adventure
67	67	Action
1852	1852	Comedy
104	104	Drama
479	479	Drama
783	783	Drama
1553	1553	Drama
126	126	Comedy
361	361	Drama
122	122	Comedy
669	669	Comedy
160	160	Comedy
319	319	Drama
92	92	Action
250	250	Drama
141	141	Action
465	465	Drama
75	75	Action
475	475	Comedy
60	60	Action
1827	1827	Drama
190	190	Comedy
432	432	Drama
170	170	Comedy
248	248	Drama
183	183	Action
566	566	Drama
315	315	Drama
437	437	Drama
245	245	Comedy
742	742	Comedy
323	323	Drama
317	317	Drama
384	384	Drama
288	288	Comedy
357	357	Drama
2807	2807	Horror
352	352	Comedy
483	483	Drama
330	330	Animation
367	367	Comedy
336	336	Comedy
726	726	Horror
382	382	Action
1078	1078	Comedy
391	391	Drama
757	757	Comedy
1351	1351	Drama
425	425	Drama
386	386	Drama
459	459	Comedy
450	450	Comedy
447	447	Comedy
435	435	Action
1109	1109	Comedy
768	768	Action
458	458	Comedy
1380	1380	Drama
703	703	Comedy
904	904	Sci-Fi
666	666	Comedy
821	821	Comedy
699	699	Action
1042	1042	Animation
534	534	Horror
1392	1392	Drama
602	602	Drama
550	550	Sci-Fi
1028	1028	Horror
1503	1503	Documentary
797	797	Horror
2956	2956	Horror
803	803	Comedy
835	835	Western
1796	1796	Drama
795	795	Comedy
1117	1117	Comedy
1684	1684	Drama
1698	1698	Comedy
1830	1830	Drama
1150	1150	Comedy
1299	1299	Drama
2859	2859	Documentary
3438	3438	Horror
2805	2805	Horror
0	0	Drama
