Source	Target	Weight
36	1351	1.0
0	753	1.0
41	1557	1.0
42	495	1.0
39	42	1.0
52	134	1.0
23	251	1.0
64	365	1.0
100	963	1.0
157	23	1.0
99	157	1.0
121	2273	1.0
101	2377	1.0
87	1700	1.0
53	2216	1.0
117	54	1.0
135	1142	1.0
91	522	1.0
131	1380	1.0
54	100	1.0
159	494	1.0
132	91	1.0
142	988	1.0
134	2116	1.0
72	836	1.0
189	41	1.0
273	416	1.0
257	1175	1.0
237	986	1.0
265	429	1.0
248	257	1.0
323	1733	1.0
250	319	1.0
312	265	1.0
251	237	1.0
306	1126	1.0
217	400	1.0
319	101	1.0
369	142	1.0
365	360	1.0
366	1155	1.0
360	39	1.0
356	1563	1.0
346	1851	1.0
432	380	1.0
449	1452	1.0
416	381	1.0
384	306	1.0
429	408	1.0
381	250	1.0
400	1776	1.0
453	273	1.0
422	2475	1.0
408	472	1.0
406	1743	1.0
386	401	1.0
402	411	1.0
441	36	1.0
454	2540	1.0
401	1682	1.0
398	707	1.0
411	435	1.0
412	1239	1.0
435	2566	1.0
380	0	1.0
488	1154	1.0
472	483	1.0
483	453	1.0
607	432	1.0
707	1167	1.0
556	87	1.0
494	506	1.0
527	728	1.0
506	132	1.0
495	1796	1.0
522	131	1.0
728	1242	1.0
730	984	1.0
836	454	1.0
988	2123	1.0
963	135	1.0
986	323	1.0
939	449	1.0
984	1698	1.0
952	248	1.0
1030	1810	1.0
1126	217	1.0
1117	1794	1.0
1142	1030	1.0
1155	1241	1.0
1154	1593	1.0
1151	1800	1.0
1147	1714	1.0
1152	366	1.0
1256	527	1.0
1212	2134	1.0
1239	1661	1.0
1215	402	1.0
1241	1893	1.0
1231	607	1.0
1242	1212	1.0
1167	64	1.0
1175	1653	1.0
1271	1424	1.0
1299	1546	1.0
753	159	1.0
1351	1147	1.0
1390	1799	1.0
1380	121	1.0
1424	356	1.0
1435	99	1.0
1452	2917	1.0
1449	117	1.0
1508	556	1.0
1546	952	1.0
1557	1390	1.0
1563	398	1.0
1653	465	1.0
1796	488	1.0
1714	1215	1.0
1794	189	1.0
1743	2288	1.0
1733	312	1.0
1698	369	1.0
1690	384	1.0
1799	2471	1.0
1682	3027	1.0
1776	422	1.0
1700	1690	1.0
1800	1256	1.0
1814	346	1.0
1851	1449	1.0
1810	730	1.0
1893	2445	1.0
1938	441	1.0
2116	1117	1.0
2134	1231	1.0
2216	2612	1.0
2273	1435	1.0
2288	72	1.0
2377	939	1.0
2123	52	1.0
2445	1151	1.0
2471	1152	1.0
2475	53	1.0
2540	386	1.0
2566	412	1.0
2612	406	1.0
1661	1271	1.0
2917	1508	1.0
3027	1938	1.0
1593	1299	1.0
