Source	Target	Weight
44	124	1.0
43	900	1.0
26	685	1.0
5	113	1.0
64	193	1.0
99	670	1.0
117	756	1.0
74	1686	1.0
124	871	1.0
92	44	1.0
62	26	1.0
107	918	1.0
145	910	1.0
113	43	1.0
150	99	1.0
102	1487	1.0
93	544	1.0
60	1060	1.0
82	972	1.0
125	699	1.0
175	1306	1.0
184	908	1.0
257	531	1.0
317	904	1.0
358	479	1.0
375	713	1.0
413	874	1.0
479	195	1.0
471	1016	1.0
193	200	1.0
195	257	1.0
685	911	1.0
544	2296	1.0
554	358	1.0
595	1029	1.0
699	496	1.0
674	884	1.0
713	595	1.0
570	471	1.0
558	102	1.0
499	777	1.0
620	570	1.0
581	704	1.0
496	998	1.0
637	317	1.0
586	92	1.0
670	60	1.0
695	907	1.0
583	889	1.0
651	62	1.0
602	586	1.0
615	927	1.0
526	615	1.0
639	526	1.0
691	150	1.0
531	145	1.0
704	785	1.0
200	602	1.0
777	926	1.0
763	872	1.0
908	691	1.0
871	413	1.0
904	175	1.0
882	1613	1.0
874	107	1.0
865	637	1.0
899	928	1.0
889	695	1.0
911	865	1.0
912	5	1.0
918	651	1.0
927	674	1.0
756	74	1.0
872	581	1.0
913	916	1.0
884	375	1.0
891	1010	1.0
928	554	1.0
926	763	1.0
910	639	1.0
907	899	1.0
785	125	1.0
877	499	1.0
916	912	1.0
875	558	1.0
972	1822	1.0
1010	877	1.0
1018	1097	1.0
1016	2964	1.0
998	875	1.0
1029	891	1.0
1060	1018	1.0
1048	620	1.0
1113	82	1.0
1097	117	1.0
1306	583	1.0
1477	1539	1.0
1487	93	1.0
1539	1048	1.0
1686	64	1.0
1822	1477	1.0
2296	2319	1.0
2319	1113	1.0
2792	1593	1.0
2964	882	1.0
1613	2792	1.0
1593	913	1.0
