Id	Label	Category
43	43	Action
157	157	Drama
48	48	Action
469	469	Drama
39	39	Drama
470	470	Comedy
23	23	Drama
2082	2082	Horror
100	100	Drama
290	290	Drama
986	986	Drama
99	99	Comedy
2174	2174	Horror
121	121	Drama
2637	2637	Drama
110	110	Comedy
1432	1432	Drama
178	178	Western
809	809	Comedy
170	170	Comedy
2630	2630	Drama
253	253	Action
2584	2584	Drama
301	301	Comedy
491	491	Drama
237	237	Comedy
465	465	Drama
248	248	Drama
251	251	Drama
304	304	Drama
895	895	Drama
245	245	Comedy
322	322	Animation
246	246	Documentary
242	242	Action
240	240	Comedy
2281	2281	Drama
323	323	Drama
261	261	Drama
1681	1681	Drama
272	272	Comedy
381	381	Drama
1135	1135	Comedy
308	308	Comedy
264	264	Drama
1011	1011	Comedy
357	357	Drama
459	459	Comedy
472	472	Drama
483	483	Drama
501	501	Adventure
601	601	Drama
566	566	Drama
758	758	Adventure
2287	2287	Comedy
768	768	Action
868	868	Drama
939	939	Comedy
959	959	Drama
1320	1320	Drama
2190	2190	Horror
2271	2271	Drama
2785	2785	Comedy
2273	2273	Drama
2580	2580	Drama
