Id	Label	Category
22	22	Comedy
7	7	Comedy
160	160	Comedy
26	26	Animation
955	955	Animation
19	19	Comedy
1049	1049	Comedy
13	13	Comedy
189	189	Comedy
50	50	Animation
330	330	Animation
15	15	Comedy
123	123	Comedy
20	20	Comedy
85	85	Comedy
23	23	Drama
459	459	Comedy
40	40	Animation
507	507	Animation
34	34	Animation
949	949	Animation
120	120	Action
201	201	Adventure
64	64	Action
640	640	Comedy
322	322	Animation
99	99	Comedy
1024	1024	Comedy
87	87	Action
124	124	Action
117	117	Action
154	154	Comedy
1150	1150	Comedy
80	80	Adventure
1143	1143	Comedy
2672	2672	Comedy
56	56	Drama
2962	2962	Comedy
126	126	Comedy
850	850	Comedy
463	463	Drama
130	130	Comedy
236	236	Action
138	138	Action
710	710	Action
107	107	Action
816	816	Action
105	105	Action
578	578	Comedy
145	145	Action
118	118	Action
2079	2079	Action
150	150	Action
785	785	Comedy
60	60	Action
897	897	Comedy
86	86	Action
1182	1182	Action
119	119	Action
768	768	Action
76	76	Action
125	125	Action
1075	1075	Comedy
175	175	Action
179	179	Action
190	190	Comedy
162	162	Comedy
678	678	Adventure
165	165	Comedy
1420	1420	Comedy
302	302	Comedy
285	285	Comedy
1206	1206	Comedy
616	616	Action
635	635	Comedy
204	204	Comedy
475	475	Comedy
288	288	Comedy
2075	2075	Comedy
295	295	Comedy
511	511	Comedy
377	377	Action
244	244	Comedy
1078	1078	Comedy
393	393	Comedy
1477	1477	Action
478	478	Comedy
933	933	Action
724	724	Comedy
470	470	Comedy
1014	1014	Comedy
466	466	Comedy
814	814	Comedy
508	508	Comedy
821	821	Comedy
668	668	Comedy
757	757	Comedy
1631	1631	Action
674	674	Comedy
631	631	Comedy
675	675	Comedy
799	799	Comedy
575	575	Comedy
669	669	Comedy
1247	1247	Animation
623	623	Comedy
739	739	Comedy
605	605	Comedy
708	708	Comedy
2422	2422	Comedy
597	597	Comedy
2718	2718	Animation
523	523	Comedy
340	340	Comedy
626	626	Comedy
560	560	Comedy
1768	1768	Comedy
574	574	Comedy
683	683	Comedy
3220	3220	Horror
593	593	Adventure
513	513	Adventure
579	579	Comedy
795	795	Comedy
615	615	Comedy
1245	1245	Adventure
1109	1109	Comedy
742	742	Comedy
2312	2312	Comedy
752	752	Comedy
1135	1135	Comedy
729	729	Comedy
1981	1981	Adventure
725	725	Comedy
812	812	Comedy
748	748	Comedy
3260	3260	Comedy
769	769	Adventure
793	793	Comedy
1260	1260	Comedy
3193	3193	Comedy
789	789	Comedy
1518	1518	Comedy
1621	1621	Action
1253	1253	Comedy
978	978	Action
1861	1861	Comedy
1019	1019	Comedy
2642	2642	Comedy
1042	1042	Animation
1045	1045	Comedy
1079	1079	Comedy
2366	2366	Animation
2809	2809	Horror
1331	1331	Comedy
1452	1452	Comedy
1636	1636	Comedy
1269	1269	Comedy
1616	1616	Animation
2658	2658	Adventure
1199	1199	Comedy
1169	1169	Comedy
1415	1415	Drama
849	849	Comedy
1571	1571	Comedy
1585	1585	Comedy
1649	1649	Action
1644	1644	Animation
1983	1983	Adventure
1685	1685	Comedy
1038	1038	Action
1937	1937	Comedy
2014	2014	Animation
2793	2793	Horror
