Source	Target	Weight
22	582	1.0
21	607	1.0
44	234	1.0
9	476	1.0
41	695	1.0
14	1843	1.0
45	162	1.0
26	1084	1.0
2	1899	1.0
19	191	1.0
13	126	1.0
15	480	1.0
46	280	1.0
5	953	1.0
12	444	1.0
120	2285	1.0
70	83	1.0
64	999	1.0
123	1074	1.0
83	882	1.0
100	1831	1.0
99	403	1.0
149	608	1.0
121	1847	1.0
117	1481	1.0
80	3310	1.0
67	372	1.0
78	602	1.0
84	2671	1.0
126	301	1.0
110	322	1.0
124	469	1.0
189	22	1.0
186	367	1.0
185	1025	1.0
172	936	1.0
184	852	1.0
190	9	1.0
162	110	1.0
170	324	1.0
169	237	1.0
182	172	1.0
191	943	1.0
271	44	1.0
243	1146	1.0
257	966	1.0
301	2263	1.0
201	976	1.0
318	354	1.0
237	2518	1.0
265	2123	1.0
324	784	1.0
234	169	1.0
322	415	1.0
246	200	1.0
203	604	1.0
294	46	1.0
313	2505	1.0
280	2298	1.0
358	182	1.0
365	575	1.0
325	184	1.0
364	532	1.0
367	1462	1.0
354	246	1.0
432	149	1.0
444	1554	1.0
403	1743	1.0
415	1553	1.0
437	265	1.0
400	100	1.0
413	2531	1.0
476	170	1.0
372	482	1.0
482	3045	1.0
480	318	1.0
472	45	1.0
483	1388	1.0
469	1664	1.0
607	908	1.0
548	313	1.0
542	647	1.0
592	1320	1.0
562	634	1.0
193	1291	1.0
540	193	1.0
630	2273	1.0
197	124	1.0
604	472	1.0
632	190	1.0
628	1418	1.0
703	99	1.0
527	561	1.0
618	15	1.0
611	358	1.0
667	1121	1.0
582	243	1.0
652	499	1.0
692	1049	1.0
609	14	1.0
674	2985	1.0
528	1345	1.0
561	654	1.0
575	325	1.0
553	365	1.0
715	785	1.0
625	628	1.0
499	715	1.0
654	1749	1.0
634	678	1.0
709	672	1.0
647	1698	1.0
671	2546	1.0
672	1438	1.0
614	1423	1.0
532	614	1.0
636	257	1.0
566	950	1.0
695	26	1.0
651	5	1.0
602	199	1.0
678	911	1.0
691	64	1.0
531	1814	1.0
503	21	1.0
659	1486	1.0
200	528	1.0
608	1001	1.0
742	1097	1.0
733	1786	1.0
730	41	1.0
868	80	1.0
908	1439	1.0
861	2509	1.0
904	1028	1.0
882	899	1.0
899	1201	1.0
911	186	1.0
913	2445	1.0
884	1142	1.0
910	1755	1.0
785	1130	1.0
980	503	1.0
199	2499	1.0
966	2	1.0
936	913	1.0
950	609	1.0
953	1032	1.0
955	361	1.0
956	674	1.0
961	1000	1.0
976	611	1.0
984	548	1.0
946	1140	1.0
943	553	1.0
1025	1645	1.0
999	120	1.0
993	1022	1.0
1028	630	1.0
1022	1595	1.0
1001	483	1.0
1000	2082	1.0
1084	201	1.0
1041	2932	1.0
1049	667	1.0
1074	3143	1.0
1073	1068	1.0
1068	1089	1.0
1089	123	1.0
1053	652	1.0
1106	636	1.0
1097	540	1.0
1121	19	1.0
1102	1818	1.0
1140	1803	1.0
1130	625	1.0
1142	413	1.0
1158	1602	1.0
1146	692	1.0
1192	2740	1.0
1201	730	1.0
1291	197	1.0
1296	1365	1.0
1345	1390	1.0
1331	1427	1.0
1390	12	1.0
1357	946	1.0
1365	659	1.0
1388	1434	1.0
1418	364	1.0
1423	1073	1.0
1425	3003	1.0
1426	1425	1.0
1427	2859	1.0
1439	632	1.0
1471	618	1.0
784	271	1.0
1462	542	1.0
1438	1529	1.0
1434	400	1.0
1486	2459	1.0
1501	531	1.0
852	1053	1.0
1481	2288	1.0
1529	3063	1.0
1553	84	1.0
1554	651	1.0
1645	1106	1.0
1704	2257	1.0
1595	1599	1.0
1755	993	1.0
1320	861	1.0
1743	13	1.0
1698	733	1.0
1786	189	1.0
1749	2471	1.0
1818	3490	1.0
1032	437	1.0
1814	956	1.0
1831	904	1.0
1847	203	1.0
1833	2409	1.0
1843	1102	1.0
1810	955	1.0
1899	566	1.0
1803	1810	1.0
2140	2467	1.0
2169	961	1.0
1596	1041	1.0
2199	294	1.0
1602	1704	1.0
2257	1357	1.0
2272	592	1.0
2273	1296	1.0
2263	432	1.0
2285	67	1.0
2288	121	1.0
2298	1192	1.0
2409	703	1.0
2437	1331	1.0
2436	527	1.0
2123	2199	1.0
2445	2436	1.0
2459	562	1.0
2471	1501	1.0
2467	1600	1.0
2482	709	1.0
2518	117	1.0
2505	1833	1.0
2509	2437	1.0
2499	185	1.0
2531	78	1.0
2546	2482	1.0
2671	868	1.0
2740	984	1.0
1599	2140	1.0
1664	1471	1.0
1600	1596	1.0
2859	980	1.0
2932	70	1.0
2981	1426	1.0
2985	884	1.0
3003	3297	1.0
3045	2272	1.0
3063	2981	1.0
3143	671	1.0
3297	910	1.0
3310	742	1.0
2082	1158	1.0
3490	2169	1.0
