Source	Target	Weight
31	1138	1.0
22	1794	1.0
7	1412	1.0
41	355	1.0
18	90	1.0
14	1465	1.0
45	566	1.0
26	1097	1.0
2	148	1.0
19	2445	1.0
52	1369	1.0
13	1151	1.0
15	1786	1.0
5	1756	1.0
120	1409	1.0
83	120	1.0
161	1553	1.0
53	18	1.0
135	2965	1.0
90	451	1.0
91	162	1.0
131	678	1.0
80	2647	1.0
148	1843	1.0
103	2211	1.0
159	1722	1.0
132	2839	1.0
55	2276	1.0
126	110	1.0
110	459	1.0
72	1449	1.0
189	1167	1.0
186	159	1.0
185	1570	1.0
184	83	1.0
162	1380	1.0
163	946	1.0
183	1144	1.0
169	351	1.0
191	271	1.0
271	186	1.0
243	2257	1.0
201	963	1.0
323	250	1.0
250	400	1.0
249	1067	1.0
272	126	1.0
255	72	1.0
231	1701	1.0
277	255	1.0
332	1155	1.0
351	1411	1.0
369	52	1.0
366	200	1.0
364	582	1.0
360	2340	1.0
355	231	1.0
432	758	1.0
451	249	1.0
400	53	1.0
488	1470	1.0
459	757	1.0
542	1028	1.0
702	19	1.0
540	1436	1.0
703	1444	1.0
494	132	1.0
582	13	1.0
575	664	1.0
664	2399	1.0
566	2	1.0
678	542	1.0
200	1256	1.0
733	366	1.0
860	733	1.0
963	1324	1.0
984	169	1.0
946	235	1.0
1028	183	1.0
1000	488	1.0
1067	1455	1.0
1049	852	1.0
1097	369	1.0
1138	1154	1.0
1155	22	1.0
1146	189	1.0
1154	1000	1.0
786	5	1.0
1151	1049	1.0
1143	786	1.0
1144	161	1.0
1256	103	1.0
1212	1254	1.0
1254	432	1.0
1242	2080	1.0
1167	364	1.0
1345	1352	1.0
1324	2522	1.0
1369	201	1.0
1412	163	1.0
1411	243	1.0
1380	131	1.0
1409	3217	1.0
1357	185	1.0
1352	1830	1.0
757	277	1.0
1470	1143	1.0
1444	540	1.0
1465	191	1.0
1436	1345	1.0
1449	14	1.0
1455	984	1.0
852	575	1.0
1553	1357	1.0
1570	45	1.0
1722	323	1.0
1794	41	1.0
1756	2070	1.0
1701	31	1.0
1786	1146	1.0
1830	494	1.0
1843	55	1.0
758	703	1.0
1893	360	1.0
2070	15	1.0
2080	1212	1.0
2211	702	1.0
2257	135	1.0
2276	272	1.0
2340	1242	1.0
2399	184	1.0
2436	860	1.0
2445	1893	1.0
2522	2436	1.0
2647	26	1.0
2839	91	1.0
2965	7	1.0
3217	80	1.0
