Source	Target	Weight
22	80	1.0
3	760	1.0
44	1546	1.0
43	141	1.0
41	1192	1.0
48	43	1.0
26	52	1.0
19	654	1.0
52	553	1.0
15	984	1.0
23	121	1.0
120	963	1.0
64	1799	1.0
157	2810	1.0
99	190	1.0
121	1028	1.0
87	107	1.0
117	120	1.0
91	648	1.0
80	993	1.0
67	444	1.0
78	57	1.0
57	1154	1.0
124	48	1.0
141	473	1.0
107	197	1.0
145	1535	1.0
58	382	1.0
118	544	1.0
150	1086	1.0
112	1101	1.0
68	1721	1.0
129	118	1.0
93	112	1.0
60	1039	1.0
76	1187	1.0
71	1182	1.0
82	496	1.0
125	82	1.0
189	78	1.0
164	1498	1.0
172	163	1.0
175	713	1.0
179	176	1.0
188	628	1.0
184	1554	1.0
176	816	1.0
166	709	1.0
190	653	1.0
163	952	1.0
182	615	1.0
191	1595	1.0
293	1634	1.0
243	189	1.0
201	41	1.0
236	375	1.0
325	19	1.0
326	2187	1.0
360	1234	1.0
346	463	1.0
444	3	1.0
375	710	1.0
382	60	1.0
473	179	1.0
486	67	1.0
461	482	1.0
488	26	1.0
463	909	1.0
372	2322	1.0
482	164	1.0
464	1027	1.0
197	293	1.0
648	2796	1.0
628	852	1.0
611	182	1.0
544	150	1.0
710	145	1.0
652	326	1.0
564	946	1.0
631	611	1.0
553	64	1.0
713	971	1.0
499	166	1.0
654	728	1.0
709	940	1.0
672	2933	1.0
543	1703	1.0
614	2467	1.0
496	71	1.0
637	564	1.0
615	188	1.0
638	157	1.0
653	638	1.0
728	191	1.0
774	346	1.0
762	99	1.0
816	236	1.0
902	1668	1.0
868	23	1.0
913	1067	1.0
909	1536	1.0
785	943	1.0
194	1664	1.0
971	129	1.0
958	76	1.0
965	2113	1.0
940	1713	1.0
963	172	1.0
984	488	1.0
952	22	1.0
946	1022	1.0
943	631	1.0
993	15	1.0
1028	1282	1.0
1022	1146	1.0
1027	2293	1.0
1015	499	1.0
1086	58	1.0
1041	1426	1.0
1067	194	1.0
1089	543	1.0
1039	958	1.0
1101	68	1.0
1146	325	1.0
1154	201	1.0
1187	93	1.0
1270	652	1.0
1212	1242	1.0
1198	965	1.0
1192	637	1.0
1234	184	1.0
1254	1041	1.0
1242	614	1.0
1182	1198	1.0
1282	762	1.0
1410	1270	1.0
760	372	1.0
1425	2804	1.0
1426	2981	1.0
1498	464	1.0
852	1410	1.0
1546	1606	1.0
782	2046	1.0
1536	902	1.0
1535	175	1.0
1554	1015	1.0
755	486	1.0
1634	774	1.0
1668	1852	1.0
1724	782	1.0
1721	125	1.0
1595	785	1.0
1713	2789	1.0
1799	243	1.0
1703	1425	1.0
1852	755	1.0
2046	124	1.0
2113	117	1.0
2172	91	1.0
2187	360	1.0
2293	1724	1.0
2322	461	1.0
2467	672	1.0
2810	2172	1.0
2789	1212	1.0
2796	44	1.0
2804	1254	1.0
1664	193	1.0
2933	1089	1.0
1606	913	1.0
2981	3003	1.0
3003	868	1.0
