Source	Target	Weight
22	809	1.0
47	20	1.0
0	653	1.0
11	343	1.0
42	658	1.0
26	767	1.0
13	1017	1.0
15	132	1.0
20	1890	1.0
4	406	1.0
120	2764	1.0
157	605	1.0
109	339	1.0
161	623	1.0
117	332	1.0
94	932	1.0
104	1849	1.0
132	1235	1.0
133	1256	1.0
160	1587	1.0
141	1861	1.0
75	2460	1.0
189	331	1.0
188	849	1.0
184	494	1.0
163	15	1.0
303	2896	1.0
243	1088	1.0
285	398	1.0
201	94	1.0
250	2070	1.0
217	2566	1.0
236	285	1.0
332	1333	1.0
351	1917	1.0
349	2299	1.0
325	506	1.0
364	1117	1.0
331	303	1.0
360	674	1.0
339	1891	1.0
352	1240	1.0
367	786	1.0
343	236	1.0
354	26	1.0
384	1568	1.0
406	141	1.0
398	42	1.0
393	637	1.0
488	614	1.0
658	735	1.0
693	695	1.0
629	664	1.0
547	2187	1.0
494	566	1.0
589	117	1.0
666	1344	1.0
527	1233	1.0
582	157	1.0
506	75	1.0
564	1424	1.0
674	1899	1.0
623	1911	1.0
605	1813	1.0
713	587	1.0
644	2324	1.0
664	1295	1.0
587	1348	1.0
679	3422	1.0
519	978	1.0
696	629	1.0
614	2687	1.0
613	13	1.0
566	1455	1.0
637	713	1.0
695	1591	1.0
602	201	1.0
615	547	1.0
526	47	1.0
653	1242	1.0
735	349	1.0
728	488	1.0
767	1480	1.0
800	519	1.0
799	1570	1.0
809	133	1.0
911	1908	1.0
925	1377	1.0
873	163	1.0
932	1205	1.0
966	188	1.0
978	325	1.0
952	11	1.0
1017	1412	1.0
1088	925	1.0
1078	911	1.0
1083	1078	1.0
1114	696	1.0
1117	666	1.0
1155	161	1.0
786	1454	1.0
1143	679	1.0
1205	1255	1.0
1233	1471	1.0
1256	1349	1.0
1207	1271	1.0
1240	217	1.0
1242	22	1.0
1226	799	1.0
1235	1282	1.0
1255	527	1.0
1271	360	1.0
1282	615	1.0
1295	1470	1.0
1344	589	1.0
1337	354	1.0
1333	613	1.0
1412	2724	1.0
1354	352	1.0
1397	351	1.0
1377	109	1.0
1424	1995	1.0
849	1513	1.0
1470	243	1.0
1471	2678	1.0
1445	3393	1.0
1348	1155	1.0
1455	393	1.0
1480	582	1.0
1475	952	1.0
1513	184	1.0
1568	873	1.0
1570	564	1.0
1591	250	1.0
1587	1226	1.0
1813	4	1.0
1849	1114	1.0
1908	160	1.0
1891	1083	1.0
1861	189	1.0
1911	728	1.0
1890	1337	1.0
1899	1354	1.0
1917	800	1.0
1995	2646	1.0
2070	1207	1.0
2096	1475	1.0
1349	526	1.0
2187	104	1.0
2299	364	1.0
2460	602	1.0
2324	1397	1.0
2566	1445	1.0
2646	2096	1.0
2678	1143	1.0
2687	3199	1.0
2724	367	1.0
2764	693	1.0
2896	644	1.0
3199	384	1.0
3393	966	1.0
3422	120	1.0
