Source	Target	Weight
31	2807	1.0
22	13	1.0
27	1228	1.0
47	783	1.0
7	588	1.0
0	100	1.0
44	501	1.0
9	656	1.0
41	651	1.0
48	149	1.0
18	2189	1.0
42	988	1.0
14	419	1.0
39	1032	1.0
26	137	1.0
19	1155	1.0
6	78	1.0
52	1201	1.0
13	15	1.0
15	1105	1.0
23	655	1.0
40	95	1.0
4	829	1.0
120	44	1.0
64	172	1.0
83	984	1.0
100	159	1.0
157	98	1.0
99	849	1.0
149	120	1.0
121	63	1.0
63	1440	1.0
98	1810	1.0
139	604	1.0
109	185	1.0
87	92	1.0
117	945	1.0
128	992	1.0
143	1504	1.0
91	39	1.0
154	248	1.0
131	793	1.0
80	707	1.0
152	2217	1.0
61	139	1.0
148	770	1.0
95	1196	1.0
103	349	1.0
116	1030	1.0
78	1357	1.0
159	361	1.0
132	510	1.0
77	2221	1.0
97	330	1.0
57	9	1.0
85	97	1.0
56	377	1.0
134	1374	1.0
160	1678	1.0
110	1337	1.0
130	436	1.0
72	778	1.0
124	242	1.0
92	62	1.0
141	41	1.0
138	768	1.0
146	88	1.0
62	379	1.0
107	236	1.0
75	87	1.0
105	2195	1.0
114	1535	1.0
88	107	1.0
111	316	1.0
58	175	1.0
118	2053	1.0
65	404	1.0
89	1023	1.0
137	194	1.0
68	1518	1.0
79	2188	1.0
119	1697	1.0
76	1525	1.0
189	134	1.0
178	19	1.0
186	334	1.0
180	1181	1.0
187	590	1.0
185	1054	1.0
172	117	1.0
175	1086	1.0
171	1126	1.0
179	1215	1.0
188	928	1.0
184	1529	1.0
190	753	1.0
162	1346	1.0
163	193	1.0
183	537	1.0
169	154	1.0
182	1270	1.0
168	672	1.0
276	197	1.0
216	143	1.0
271	2044	1.0
243	446	1.0
268	789	1.0
201	14	1.0
248	474	1.0
242	75	1.0
323	709	1.0
250	566	1.0
316	963	1.0
272	525	1.0
306	1175	1.0
281	997	1.0
236	2216	1.0
332	1769	1.0
361	48	1.0
349	968	1.0
358	728	1.0
369	1411	1.0
366	1213	1.0
344	128	1.0
325	2116	1.0
326	1313	1.0
339	745	1.0
330	1911	1.0
356	339	1.0
337	675	1.0
333	554	1.0
334	333	1.0
336	1380	1.0
432	1830	1.0
375	157	1.0
440	57	1.0
379	146	1.0
456	845	1.0
449	118	1.0
384	169	1.0
451	990	1.0
419	105	1.0
436	1705	1.0
392	811	1.0
398	2077	1.0
452	1101	1.0
394	2209	1.0
411	179	1.0
446	1997	1.0
433	1532	1.0
435	599	1.0
404	1488	1.0
455	1377	1.0
474	374	1.0
380	0	1.0
488	961	1.0
478	1921	1.0
459	1197	1.0
472	276	1.0
470	201	1.0
465	2811	1.0
489	1395	1.0
475	31	1.0
469	475	1.0
462	47	1.0
607	131	1.0
655	1290	1.0
707	190	1.0
193	141	1.0
540	91	1.0
630	61	1.0
573	124	1.0
197	163	1.0
510	470	1.0
604	384	1.0
501	183	1.0
648	325	1.0
629	42	1.0
525	216	1.0
685	844	1.0
508	114	1.0
556	2201	1.0
585	946	1.0
527	639	1.0
618	1028	1.0
590	585	1.0
554	1625	1.0
673	1019	1.0
650	1234	1.0
582	1415	1.0
506	199	1.0
564	1369	1.0
674	499	1.0
675	1145	1.0
631	1223	1.0
578	2202	1.0
625	1602	1.0
708	1170	1.0
517	488	1.0
643	489	1.0
499	1890	1.0
709	58	1.0
587	2215	1.0
679	2200	1.0
672	451	1.0
543	2207	1.0
614	180	1.0
496	607	1.0
706	40	1.0
656	178	1.0
566	76	1.0
637	18	1.0
670	1146	1.0
651	200	1.0
602	1273	1.0
615	913	1.0
526	1122	1.0
639	1501	1.0
588	1373	1.0
537	618	1.0
638	625	1.0
653	540	1.0
200	1271	1.0
549	1431	1.0
599	72	1.0
745	1392	1.0
728	1799	1.0
730	2214	1.0
768	1084	1.0
781	2220	1.0
770	1004	1.0
778	638	1.0
793	99	1.0
803	268	1.0
789	392	1.0
811	1553	1.0
836	281	1.0
373	1192	1.0
816	702	1.0
844	85	1.0
821	1877	1.0
791	138	1.0
805	1643	1.0
835	79	1.0
829	452	1.0
374	1902	1.0
921	2206	1.0
865	188	1.0
899	2080	1.0
913	1136	1.0
928	1889	1.0
988	1283	1.0
194	111	1.0
199	1233	1.0
945	527	1.0
985	1788	1.0
970	186	1.0
961	22	1.0
963	152	1.0
968	1756	1.0
986	549	1.0
984	369	1.0
946	1327	1.0
992	526	1.0
997	508	1.0
1030	26	1.0
1019	1254	1.0
1007	679	1.0
1017	1007	1.0
993	673	1.0
1004	816	1.0
1028	1389	1.0
1022	182	1.0
990	1199	1.0
1016	323	1.0
1023	366	1.0
1015	582	1.0
1084	64	1.0
377	1188	1.0
1070	2198	1.0
1086	1049	1.0
1041	970	1.0
1067	556	1.0
1049	1237	1.0
1080	1154	1.0
1060	1619	1.0
1088	2222	1.0
1055	543	1.0
1054	272	1.0
1105	80	1.0
1097	615	1.0
1136	674	1.0
1101	459	1.0
1126	184	1.0
1095	1307	1.0
1140	2186	1.0
1117	189	1.0
1125	1748	1.0
1122	2106	1.0
1119	921	1.0
1155	56	1.0
1158	394	1.0
1146	757	1.0
1154	1888	1.0
1151	1723	1.0
1143	1332	1.0
783	116	1.0
1145	1629	1.0
1148	1808	1.0
1161	578	1.0
1274	1060	1.0
1273	1587	1.0
1233	187	1.0
1188	821	1.0
1197	1531	1.0
1270	685	1.0
1239	130	1.0
1215	65	1.0
1262	435	1.0
1237	1262	1.0
1213	803	1.0
1204	1344	1.0
1177	52	1.0
1192	629	1.0
1241	119	1.0
1181	1218	1.0
1240	631	1.0
1234	1873	1.0
1218	985	1.0
1228	1761	1.0
1254	730	1.0
1199	398	1.0
1201	1396	1.0
1171	587	1.0
1226	2224	1.0
1170	2136	1.0
1175	1610	1.0
1271	1757	1.0
1196	332	1.0
1223	650	1.0
1290	380	1.0
1283	462	1.0
1299	1140	1.0
1307	986	1.0
1311	1097	1.0
1313	614	1.0
1344	1151	1.0
1337	162	1.0
1327	6	1.0
1332	630	1.0
1334	1622	1.0
1346	1143	1.0
1369	496	1.0
753	573	1.0
1374	358	1.0
1389	7	1.0
1411	1177	1.0
1395	171	1.0
1415	1017	1.0
1380	1067	1.0
1357	132	1.0
1396	103	1.0
1373	472	1.0
1392	469	1.0
1377	517	1.0
757	1022	1.0
849	456	1.0
1440	23	1.0
1431	835	1.0
1502	993	1.0
1490	1240	1.0
1494	336	1.0
1504	1635	1.0
1495	2196	1.0
1501	648	1.0
1488	375	1.0
1513	2108	1.0
1518	1731	1.0
1529	27	1.0
1525	653	1.0
1532	478	1.0
1535	805	1.0
1553	121	1.0
1587	1495	1.0
1643	411	1.0
1531	68	1.0
1635	1095	1.0
1617	670	1.0
1622	2164	1.0
1629	168	1.0
1625	1311	1.0
1650	1171	1.0
1619	465	1.0
845	4	1.0
1731	271	1.0
1705	1929	1.0
1748	2210	1.0
1697	2204	1.0
1788	2208	1.0
1769	1070	1.0
1761	1650	1.0
1757	373	1.0
1779	2219	1.0
1756	2192	1.0
1799	1490	1.0
1678	564	1.0
1723	2194	1.0
1688	2152	1.0
1032	110	1.0
1830	1299	1.0
1930	449	1.0
1921	1502	1.0
1877	1204	1.0
1888	643	1.0
1810	83	1.0
1873	1688	1.0
1902	506	1.0
1929	781	1.0
1889	899	1.0
1911	1158	1.0
1890	109	1.0
1808	89	1.0
1997	2205	1.0
2044	243	1.0
2077	2223	1.0
2080	326	1.0
2103	2203	1.0
2108	1080	1.0
2053	2211	1.0
2106	2103	1.0
2116	865	1.0
2136	1226	1.0
2152	432	1.0
2164	455	1.0
2205	1148	1.0
2217	2199	1.0
2199	440	1.0
2194	1930	1.0
2211	1334	1.0
2216	791	1.0
2208	1125	1.0
2210	344	1.0
2203	1119	1.0
2206	836	1.0
2192	1117	1.0
2186	1041	1.0
2188	337	1.0
2223	306	1.0
1610	1615	1.0
1615	1016	1.0
1602	1015	1.0
2200	602	1.0
2196	1161	1.0
2202	1241	1.0
2204	77	1.0
2221	1494	1.0
2201	637	1.0
2189	2187	1.0
2187	1779	1.0
2219	2213	1.0
2213	2218	1.0
2218	706	1.0
2198	2190	1.0
2190	1513	1.0
2215	2212	1.0
2212	433	1.0
2214	2193	1.0
2193	1055	1.0
2207	250	1.0
2195	1617	1.0
2209	708	1.0
2224	1239	1.0
2220	1088	1.0
2222	1274	1.0
2811	356	1.0
2807	148	1.0
