Source	Target	Weight
22	135	1.0
3	23	1.0
7	369	1.0
0	9	1.0
9	100	1.0
41	104	1.0
42	1143	1.0
49	83	1.0
23	157	1.0
83	618	1.0
100	1388	1.0
157	161	1.0
99	488	1.0
149	1838	1.0
87	2394	1.0
161	0	1.0
135	2183	1.0
143	566	1.0
91	149	1.0
154	1189	1.0
80	42	1.0
104	986	1.0
142	126	1.0
55	332	1.0
126	7	1.0
72	1343	1.0
170	55	1.0
273	87	1.0
240	450	1.0
332	1155	1.0
349	2509	1.0
369	41	1.0
391	1449	1.0
450	1138	1.0
488	1470	1.0
607	22	1.0
703	240	1.0
618	2323	1.0
669	1953	1.0
644	1560	1.0
566	669	1.0
768	391	1.0
809	349	1.0
986	80	1.0
984	1144	1.0
1093	768	1.0
1138	1142	1.0
1117	1150	1.0
1142	99	1.0
1155	1337	1.0
1143	110	1.0
1144	273	1.0
1150	154	1.0
1189	644	1.0
1338	984	1.0
1337	72	1.0
1343	809	1.0
1385	1424	1.0
1388	49	1.0
1424	143	1.0
1470	170	1.0
1449	3	1.0
1560	1093	1.0
1838	1338	1.0
1953	703	1.0
2183	142	1.0
2394	607	1.0
2509	1117	1.0
2323	91	1.0
