Id	Label	Category
44	44	Action
2409	2409	Drama
43	43	Action
639	639	Action
48	48	Action
140	140	Action
120	120	Action
64	64	Action
172	172	Action
87	87	Action
193	193	Action
117	117	Action
131	131	Action
124	124	Action
80	80	Adventure
201	201	Adventure
57	57	Action
141	141	Action
75	75	Action
92	92	Action
194	194	Action
637	637	Action
138	138	Action
60	60	Action
62	62	Action
107	107	Action
526	526	Action
912	912	Action
153	153	Action
145	145	Action
586	586	Action
156	156	Action
199	199	Action
58	58	Action
558	558	Action
113	113	Action
188	188	Action
150	150	Action
972	972	Action
678	678	Adventure
174	174	Action
175	175	Action
379	379	Action
179	179	Action
173	173	Action
587	587	Action
471	471	Action
325	325	Action
326	326	Action
1306	1306	Action
811	811	Action
380	380	Action
1269	1269	Comedy
372	372	Action
692	692	Action
945	945	Action
607	607	Action
651	651	Action
197	197	Action
657	657	Action
865	865	Action
685	685	Action
527	527	Action
554	554	Action
650	650	Action
584	584	Action
778	778	Action
714	714	Action
513	513	Adventure
583	583	Action
974	974	Action
910	910	Action
704	704	Action
509	509	Action
884	884	Action
200	200	Action
1084	1084	Action
772	772	Action
985	985	Action
1649	1649	Action
928	928	Action
988	988	Action
993	993	Horror
1163	1163	Action
965	965	Action
1122	1122	Action
1981	1981	Adventure
