Source	Target	Weight
22	87	1.0
37	472	1.0
27	1893	1.0
24	865	1.0
3	67	1.0
7	904	1.0
44	703	1.0
48	2679	1.0
42	19	1.0
17	120	1.0
19	993	1.0
52	1200	1.0
50	811	1.0
15	323	1.0
23	380	1.0
10	179	1.0
40	42	1.0
4	846	1.0
120	769	1.0
157	23	1.0
99	170	1.0
121	302	1.0
101	231	1.0
87	273	1.0
117	361	1.0
143	545	1.0
131	654	1.0
67	850	1.0
126	201	1.0
124	674	1.0
75	1404	1.0
105	1422	1.0
140	520	1.0
88	150	1.0
111	15	1.0
58	131	1.0
150	332	1.0
76	88	1.0
189	57	1.0
178	483	1.0
186	24	1.0
185	1215	1.0
179	330	1.0
177	882	1.0
190	7	1.0
170	459	1.0
165	584	1.0
302	793	1.0
247	243	1.0
273	372	1.0
243	670	1.0
285	789	1.0
301	745	1.0
201	729	1.0
323	1185	1.0
231	1182	1.0
264	795	1.0
332	395	1.0
361	44	1.0
369	367	1.0
330	76	1.0
367	968	1.0
346	841	1.0
327	3	1.0
401	1071	1.0
448	50	1.0
395	393	1.0
393	105	1.0
426	157	1.0
380	1177	1.0
372	1692	1.0
482	401	1.0
459	717	1.0
472	140	1.0
483	58	1.0
469	10	1.0
607	17	1.0
193	190	1.0
197	1560	1.0
657	1501	1.0
703	549	1.0
717	1731	1.0
668	1142	1.0
650	928	1.0
652	37	1.0
520	426	1.0
692	165	1.0
674	588	1.0
584	75	1.0
669	800	1.0
545	111	1.0
654	657	1.0
690	101	1.0
502	27	1.0
670	327	1.0
588	725	1.0
549	193	1.0
745	126	1.0
731	1225	1.0
729	469	1.0
725	178	1.0
769	369	1.0
793	814	1.0
814	99	1.0
800	883	1.0
841	1023	1.0
799	285	1.0
789	301	1.0
811	1937	1.0
795	668	1.0
904	482	1.0
882	185	1.0
865	690	1.0
883	1475	1.0
928	607	1.0
194	961	1.0
945	143	1.0
961	652	1.0
968	1595	1.0
993	189	1.0
1029	124	1.0
846	1531	1.0
1023	448	1.0
1071	2150	1.0
1046	1205	1.0
1142	197	1.0
1205	3012	1.0
1215	731	1.0
850	1562	1.0
1177	117	1.0
1185	1046	1.0
1225	186	1.0
1200	650	1.0
1243	48	1.0
1182	2321	1.0
1404	757	1.0
757	1029	1.0
1422	264	1.0
1475	346	1.0
1501	502	1.0
1560	1680	1.0
1562	669	1.0
1531	2297	1.0
1796	4	1.0
1731	1796	1.0
1692	40	1.0
1595	692	1.0
1680	177	1.0
1893	945	1.0
1937	799	1.0
2150	22	1.0
2297	247	1.0
2321	52	1.0
2679	121	1.0
3012	194	1.0
