Source	Target	Weight
22	550	1.0
44	310	1.0
26	175	1.0
50	40	1.0
20	126	1.0
40	308	1.0
33	459	1.0
4	20	1.0
64	1768	1.0
99	4	1.0
91	637	1.0
154	272	1.0
84	473	1.0
126	110	1.0
110	322	1.0
124	777	1.0
92	3224	1.0
62	583	1.0
107	125	1.0
145	102	1.0
113	145	1.0
150	107	1.0
102	1445	1.0
60	195	1.0
125	1097	1.0
175	200	1.0
271	1060	1.0
322	33	1.0
310	471	1.0
272	99	1.0
308	84	1.0
254	1480	1.0
450	271	1.0
473	154	1.0
372	193	1.0
459	450	1.0
479	372	1.0
471	26	1.0
542	670	1.0
193	542	1.0
195	704	1.0
668	1345	1.0
544	558	1.0
699	91	1.0
675	113	1.0
558	479	1.0
637	904	1.0
586	695	1.0
670	586	1.0
695	62	1.0
583	60	1.0
651	972	1.0
691	2356	1.0
704	254	1.0
535	50	1.0
550	44	1.0
200	150	1.0
777	92	1.0
904	124	1.0
911	1913	1.0
972	911	1.0
1060	691	1.0
1097	544	1.0
1102	675	1.0
1345	22	1.0
1445	535	1.0
1480	1102	1.0
1768	668	1.0
1913	2467	1.0
2356	651	1.0
2467	699	1.0
