Id	Label	Category
22	22	Comedy
48	48	Action
3	3	Drama
243	243	Comedy
814	814	Comedy
50	50	Animation
10	10	Animation
1042	1042	Animation
40	40	Animation
64	64	Action
107	107	Action
99	99	Comedy
302	302	Comedy
121	121	Drama
20	20	Comedy
67	67	Action
287	287	Comedy
133	133	Comedy
245	245	Comedy
126	126	Comedy
301	301	Comedy
122	122	Comedy
1233	1233	Comedy
110	110	Comedy
2199	2199	Comedy
130	130	Comedy
747	747	Comedy
72	72	Comedy
272	272	Comedy
325	325	Action
175	175	Action
340	340	Comedy
170	170	Comedy
726	726	Horror
212	212	Comedy
829	829	Drama
271	271	Comedy
1796	1796	Drama
273	273	Drama
381	381	Drama
670	670	Adventure
1009	1009	Comedy
253	253	Action
1023	1023	Comedy
285	285	Comedy
221	221	Animation
745	745	Drama
201	201	Adventure
372	372	Action
322	322	Animation
203	203	Comedy
242	242	Action
440	440	Action
255	255	Comedy
204	204	Comedy
478	478	Comedy
288	288	Comedy
1126	1126	Comedy
295	295	Comedy
366	366	Drama
803	803	Comedy
891	891	Adventure
613	613	Comedy
444	444	Comedy
1109	1109	Comedy
456	456	Action
2724	2724	Horror
401	401	Drama
392	392	Drama
1937	1937	Comedy
459	459	Comedy
1197	1197	Comedy
475	475	Comedy
669	669	Comedy
1148	1148	Drama
623	623	Comedy
706	706	Comedy
637	637	Action
735	735	Comedy
793	793	Comedy
3355	3355	Horror
797	797	Horror
800	800	Comedy
1822	1822	Horror
799	799	Comedy
1981	1981	Adventure
1060	1060	Comedy
1260	1260	Comedy
849	849	Comedy
2677	2677	Horror
852	852	Comedy
2110	2110	Drama
