Id	Label	Category
22	22	Comedy
582	582	Comedy
37	37	Animation
284	284	Animation
7	7	Comedy
1054	1054	Comedy
0	0	Drama
584	584	Action
21	21	Animation
1	1	Animation
44	44	Action
1632	1632	Adventure
9	9	Adventure
762	762	Adventure
48	48	Action
200	200	Action
14	14	Musical
1645	1645	Animation
17	17	Animation
13	13	Comedy
45	45	Animation
191	191	Animation
26	26	Animation
874	874	Horror
2	2	Musical
1354	1354	Musical
19	19	Comedy
735	735	Comedy
6	6	Action
62	62	Action
329	329	Animation
50	50	Animation
190	190	Comedy
15	15	Comedy
1340	1340	Comedy
46	46	Animation
575	575	Comedy
20	20	Comedy
627	627	Comedy
5	5	Action
970	970	Adventure
8	8	Animation
632	632	Comedy
23	23	Drama
1299	1299	Drama
10	10	Animation
29	29	Animation
40	40	Animation
2039	2039	Comedy
33	33	Animation
16	16	Animation
35	35	Animation
1042	1042	Animation
4	4	Animation
1121	1121	Comedy
30	30	Animation
841	841	Animation
32	32	Adventure
773	773	Adventure
120	120	Action
196	196	Action
64	64	Action
116	116	Adventure
99	99	Comedy
474	474	Animation
69	69	Comedy
592	592	Comedy
121	121	Drama
276	276	Drama
109	109	Drama
73	73	Comedy
646	646	Comedy
87	87	Action
124	124	Action
117	117	Action
501	501	Adventure
128	128	Action
707	707	Comedy
143	143	Drama
1504	1504	Drama
91	91	Drama
1097	1097	Sci-Fi
154	154	Comedy
852	852	Comedy
131	131	Action
1307	1307	Action
80	80	Adventure
1143	1143	Comedy
67	67	Action
238	238	Action
586	586	Action
74	74	Drama
257	257	Horror
57	57	Action
236	236	Action
133	133	Comedy
2070	2070	Comedy
126	126	Comedy
540	540	Comedy
160	160	Comedy
82	82	Action
92	92	Action
192	192	Action
141	141	Action
432	432	Drama
138	138	Action
975	975	Action
146	146	Action
75	75	Action
172	172	Action
107	107	Action
527	527	Action
966	966	Action
105	105	Action
665	665	Action
140	140	Action
595	595	Adventure
145	145	Action
377	377	Action
88	88	Action
1105	1105	Action
111	111	Action
912	912	Action
58	58	Action
60	60	Action
528	528	Animation
178	178	Western
1387	1387	Western
186	186	Comedy
1431	1431	Drama
187	187	Adventure
977	977	Action
1655	1655	Action
175	175	Action
1129	1129	Adventure
179	179	Action
1136	1136	Adventure
188	188	Action
945	945	Action
184	184	Adventure
517	517	Adventure
733	733	Comedy
162	162	Comedy
1093	1093	Comedy
