Id	Label	Category
31	31	Drama
1617	1617	Western
22	22	Comedy
332	332	Comedy
27	27	Drama
67	67	Action
47	47	Drama
246	246	Documentary
7	7	Comedy
2069	2069	Comedy
0	0	Drama
432	432	Drama
44	44	Action
1305	1305	Action
9	9	Adventure
163	163	Comedy
41	41	Drama
882	882	Action
39	39	Drama
986	986	Drama
17	17	Animation
536	536	Animation
26	26	Animation
19	19	Comedy
891	891	Adventure
13	13	Comedy
80	80	Adventure
15	15	Comedy
169	169	Comedy
120	120	Action
117	117	Action
64	64	Action
999	999	Action
100	100	Drama
980	980	Action
99	99	Comedy
121	121	Drama
149	149	Drama
273	273	Drama
196	196	Action
91	91	Drama
1380	1380	Drama
131	131	Action
195	195	Action
733	733	Comedy
1811	1811	Action
104	104	Drama
110	110	Comedy
116	116	Adventure
639	639	Action
74	74	Drama
1369	1369	Drama
57	57	Action
1364	1364	Drama
160	160	Comedy
137	137	Action
449	449	Drama
124	124	Action
2257	2257	Horror
92	92	Action
141	141	Action
107	107	Action
184	184	Adventure
111	111	Action
2299	2299	Comedy
58	58	Action
2236	2236	Drama
793	793	Comedy
153	153	Action
189	189	Comedy
178	178	Western
186	186	Comedy
353	353	Animation
187	187	Adventure
1970	1970	Action
172	172	Action
985	985	Action
188	188	Action
1812	1812	Adventure
2374	2374	Action
190	190	Comedy
1633	1633	Documentary
1146	1146	Comedy
315	315	Drama
322	322	Animation
243	243	Comedy
1192	1192	Comedy
287	287	Comedy
327	327	Action
268	268	Action
1122	1122	Action
221	221	Animation
459	459	Comedy
324	324	Western
1931	1931	Documentary
526	526	Action
299	299	Action
272	272	Comedy
650	650	Action
280	280	Drama
194	194	Action
288	288	Comedy
295	295	Comedy
781	781	Action
582	582	Comedy
358	358	Adventure
654	654	Adventure
365	365	Comedy
1240	1240	Comedy
344	344	Action
614	614	Action
325	325	Action
2399	2399	Comedy
326	326	Action
550	550	Sci-Fi
328	328	Adventure
559	559	Animation
334	334	Western
2169	2169	Horror
562	562	Comedy
506	506	Comedy
1968	1968	Action
380	380	Action
478	478	Comedy
1429	1429	Western
607	607	Action
1522	1522	Action
193	193	Action
1007	1007	Horror
540	540	Comedy
197	197	Action
573	573	Comedy
2046	2046	Drama
1016	1016	Horror
657	657	Action
929	929	Action
648	648	Action
1017	1017	Horror
703	703	Comedy
494	494	Drama
527	527	Action
520	520	Animation
692	692	Action
1105	1105	Action
564	564	Comedy
718	718	Comedy
1365	1365	Horror
575	575	Comedy
563	563	Animation
499	499	Adventure
778	778	Action
587	587	Action
683	683	Comedy
1218	1218	Action
566	566	Drama
583	583	Action
651	651	Action
961	961	Comedy
576	576	Adventure
1795	1795	Animation
678	678	Adventure
3623	3623	Horror
200	200	Action
926	926	Adventure
746	746	Action
1390	1390	Comedy
1655	1655	Action
1703	1703	Action
763	763	Action
1529	1529	Adventure
1610	1610	Horror
869	869	Drama
989	989	Horror
912	912	Action
969	969	Action
988	988	Action
967	967	Action
2770	2770	Action
992	992	Action
1010	1010	Action
1119	1119	Action
1594	1594	Horror
993	993	Horror
2965	2965	Horror
995	995	Horror
2677	2677	Horror
2153	2153	Horror
998	998	Horror
2155	2155	Horror
1067	1067	Comedy
1097	1097	Sci-Fi
1121	1121	Comedy
198	198	Action
1125	1125	Action
2832	2832	Animation
2103	2103	Action
1387	1387	Western
1142	1142	Comedy
2447	2447	Comedy
1158	1158	Comedy
1167	1167	Comedy
2423	2423	Comedy
1181	1181	Action
753	753	Comedy
1290	1290	Drama
3213	3213	Action
1545	1545	Drama
1353	1353	Horror
2791	2791	Horror
2701	2701	Comedy
2946	2946	Drama
1971	1971	Action
1773	1773	Horror
1793	1793	Horror
1698	1698	Comedy
1912	1912	Action
2483	2483	Documentary
2123	2123	Comedy
2148	2148	Horror
2420	2420	Adventure
2683	2683	Comedy
2320	2320	Documentary
3035	3035	Drama
