Source	Target	Weight
3	401	1.0
47	858	1.0
0	64	1.0
44	41	1.0
9	3182	1.0
41	107	1.0
26	20	1.0
52	175	1.0
13	1756	1.0
20	2516	1.0
23	276	1.0
120	591	1.0
64	44	1.0
157	630	1.0
99	847	1.0
121	1364	1.0
63	441	1.0
101	26	1.0
109	503	1.0
161	2092	1.0
143	161	1.0
94	152	1.0
154	1570	1.0
152	577	1.0
74	84	1.0
134	666	1.0
84	1155	1.0
55	786	1.0
126	1935	1.0
110	3415	1.0
124	993	1.0
146	475	1.0
107	120	1.0
175	1150	1.0
276	655	1.0
216	501	1.0
248	918	1.0
332	63	1.0
361	121	1.0
349	1095	1.0
336	1527	1.0
415	1411	1.0
445	126	1.0
391	874	1.0
441	109	1.0
401	670	1.0
488	755	1.0
472	1635	1.0
475	745	1.0
577	391	1.0
655	549	1.0
707	571	1.0
557	707	1.0
630	488	1.0
573	911	1.0
197	472	1.0
501	656	1.0
525	2160	1.0
703	1553	1.0
494	1354	1.0
665	146	1.0
666	13	1.0
643	124	1.0
626	2581	1.0
591	99	1.0
656	143	1.0
566	1345	1.0
670	851	1.0
537	55	1.0
503	94	1.0
550	601	1.0
200	194	1.0
571	415	1.0
601	1028	1.0
549	1337	1.0
745	643	1.0
858	506	1.0
904	134	1.0
874	200	1.0
911	1352	1.0
918	1307	1.0
194	248	1.0
986	47	1.0
993	1114	1.0
1028	157	1.0
851	850	1.0
1095	1486	1.0
1114	1462	1.0
1155	1508	1.0
786	110	1.0
1143	1860	1.0
1150	336	1.0
850	445	1.0
1226	626	1.0
1307	904	1.0
1344	349	1.0
1345	2531	1.0
1337	216	1.0
847	3	1.0
1411	154	1.0
1360	361	1.0
1354	1344	1.0
1352	2622	1.0
1364	986	1.0
1462	52	1.0
1486	1841	1.0
1508	494	1.0
1527	1226	1.0
1553	550	1.0
1570	2070	1.0
755	1143	1.0
1635	332	1.0
1756	665	1.0
1846	101	1.0
1841	1846	1.0
1860	566	1.0
1935	703	1.0
2070	74	1.0
2092	197	1.0
2160	1360	1.0
2516	23	1.0
2531	537	1.0
2581	9	1.0
2622	525	1.0
3182	573	1.0
3415	557	1.0
