Id	Label	Category
31	31	Drama
1600	1600	Horror
22	22	Comedy
872	872	Sci-Fi
27	27	Drama
829	829	Drama
47	47	Drama
2273	2273	Drama
0	0	Drama
730	730	Drama
44	44	Action
558	558	Action
43	43	Action
472	472	Drama
41	41	Drama
349	349	Comedy
48	48	Action
354	354	Musical
14	14	Musical
3028	3028	Drama
39	39	Drama
436	436	Drama
26	26	Animation
898	898	Sci-Fi
6	6	Action
1330	1330	Comedy
50	50	Animation
1290	1290	Drama
15	15	Comedy
20	20	Comedy
306	306	Comedy
5	5	Action
54	54	Drama
23	23	Drama
1831	1831	Drama
120	120	Action
3090	3090	Drama
70	70	Drama
1698	1698	Comedy
83	83	Drama
1030	1030	Drama
100	100	Drama
1846	1846	Drama
99	99	Comedy
250	250	Drama
69	69	Comedy
733	733	Comedy
101	101	Drama
295	295	Comedy
161	161	Drama
419	419	Drama
117	117	Action
1409	1409	Drama
91	91	Drama
74	74	Drama
80	80	Adventure
993	993	Horror
1092	1092	Documentary
257	257	Horror
159	159	Comedy
444	444	Comedy
133	133	Comedy
385	385	Drama
84	84	Comedy
2142	2142	Horror
55	55	Comedy
322	322	Animation
126	126	Comedy
432	432	Drama
110	110	Comedy
986	986	Drama
124	124	Action
479	479	Drama
92	92	Action
146	146	Action
459	459	Comedy
62	62	Action
254	254	Sci-Fi
107	107	Action
913	913	Horror
145	145	Action
685	685	Action
114	114	Action
406	406	Drama
150	150	Action
972	972	Action
175	175	Action
190	190	Comedy
601	601	Drama
162	162	Comedy
170	170	Comedy
1296	1296	Drama
163	163	Comedy
2279	2279	Comedy
182	182	Comedy
1365	1365	Horror
276	276	Drama
2377	2377	Drama
302	302	Comedy
2304	2304	Drama
202	202	Drama
243	243	Comedy
891	891	Adventure
285	285	Comedy
336	336	Comedy
235	235	Horror
1896	1896	Drama
221	221	Animation
2949	2949	Comedy
205	205	Drama
279	279	Horror
237	237	Comedy
1617	1617	Western
324	324	Western
632	632	Comedy
248	248	Drama
450	450	Comedy
246	246	Documentary
1414	1414	Horror
218	218	Drama
203	203	Comedy
868	868	Drama
665	665	Action
294	294	Comedy
1957	1957	Drama
249	249	Drama
610	610	Documentary
261	261	Drama
307	307	Drama
1503	1503	Documentary
2199	2199	Comedy
288	288	Comedy
440	440	Action
207	207	Comedy
757	757	Comedy
752	752	Comedy
666	666	Comedy
215	215	Drama
1127	1127	Comedy
1137	1137	Drama
284	284	Animation
361	361	Drama
703	703	Comedy
355	355	Drama
362	362	Drama
2310	2310	Documentary
562	562	Comedy
375	375	Action
675	675	Comedy
1060	1060	Comedy
382	382	Action
449	449	Drama
1345	1345	Comedy
2270	2270	Drama
381	381	Drama
1046	1046	Drama
400	400	Drama
453	453	Drama
1121	1121	Comedy
422	422	Drama
1479	1479	Comedy
407	407	Drama
1395	1395	Drama
454	454	Drama
643	643	Drama
491	491	Drama
2318	2318	Documentary
431	431	Drama
471	471	Action
401	401	Drama
939	939	Comedy
487	487	Action
1328	1328	Comedy
468	468	Drama
484	484	Romance
478	478	Comedy
711	711	Drama
539	539	Comedy
483	483	Drama
501	501	Adventure
465	465	Drama
607	607	Action
1317	1317	Drama
542	542	Comedy
1536	1536	Action
557	557	Comedy
1004	1004	Horror
1400	1400	Drama
193	193	Action
899	899	Action
693	693	Comedy
197	197	Action
195	195	Action
200	200	Action
1306	1306	Action
1320	1320	Drama
494	494	Drama
1000	1000	Comedy
858	858	Horror
1923	1923	Drama
618	618	Drama
673	673	Drama
554	554	Action
674	674	Comedy
595	595	Adventure
912	912	Action
553	553	Comedy
1117	1117	Comedy
1126	1126	Comedy
620	620	Comedy
1832	1832	Drama
656	656	Action
586	586	Action
526	526	Action
670	670	Adventure
1165	1165	Action
695	695	Adventure
1097	1097	Sci-Fi
583	583	Action
865	865	Action
651	651	Action
990	990	Horror
602	602	Drama
639	639	Action
2158	2158	Sci-Fi
661	661	Sci-Fi
1686	1686	Sci-Fi
691	691	Fantasy
1102	1102	Adventure
704	704	Action
503	503	Comedy
2150	2150	Horror
653	653	Drama
980	980	Action
550	550	Sci-Fi
1028	1028	Horror
1352	1352	Comedy
1427	1427	Drama
1706	1706	Action
908	908	Sci-Fi
904	904	Sci-Fi
874	874	Horror
918	918	Sci-Fi
927	927	Drama
920	920	Action
928	928	Action
756	756	Sci-Fi
1945	1945	Drama
2550	2550	Drama
884	884	Action
782	782	Sci-Fi
915	915	Action
925	925	Adventure
1073	1073	Comedy
875	875	Sci-Fi
945	945	Action
1218	1218	Action
1935	1935	Drama
963	963	Drama
1849	1849	Comedy
968	968	Drama
1154	1154	Comedy
2308	2308	Documentary
1005	1005	Horror
1852	1852	Comedy
1029	1029	Horror
1441	1441	Drama
1084	1084	Action
1786	1786	Comedy
1654	1654	Adventure
1054	1054	Comedy
1106	1106	Horror
1818	1818	Action
1095	1095	Drama
1138	1138	Comedy
2321	2321	Documentary
2211	2211	Drama
1270	1270	Comedy
1917	1917	Drama
1283	1283	Comedy
1291	1291	Drama
1733	1733	Drama
1327	1327	Comedy
1757	1757	Drama
1355	1355	Drama
1411	1411	Drama
1351	1351	Drama
755	755	Comedy
1315	1315	Drama
1430	1430	Drama
1908	1908	Comedy
1470	1470	Comedy
784	784	Drama
1471	1471	Drama
1648	1648	Comedy
1532	1532	Sci-Fi
1553	1553	Drama
1833	1833	Drama
1596	1596	Horror
1694	1694	Drama
1771	1771	Drama
1707	1707	Drama
2466	2466	Comedy
1904	1904	Drama
1794	1794	Drama
3437	3437	Drama
2123	2123	Comedy
1847	1847	Drama
2745	2745	Drama
1835	1835	Drama
2540	2540	Drama
2384	2384	Documentary
1929	1929	Comedy
2380	2380	Drama
1955	1955	Drama
2857	2857	Comedy
2038	2038	Musical
2033	2033	Comedy
2444	2444	Drama
2085	2085	Drama
2499	2499	Sci-Fi
2647	2647	Drama
2519	2519	Comedy
1350	1350	Comedy
2534	2534	Documentary
2040	2040	Drama
2634	2634	Horror
