Id	Label	Category
31	31	Drama
391	391	Drama
22	22	Comedy
2890	2890	Action
37	37	Animation
601	601	Drama
27	27	Drama
3532	3532	Drama
3	3	Drama
916	916	Action
47	47	Drama
1282	1282	Drama
7	7	Comedy
2485	2485	Western
0	0	Drama
1392	1392	Drama
44	44	Action
1298	1298	Romance
9	9	Adventure
630	630	Drama
41	41	Drama
2531	2531	Drama
18	18	Drama
322	322	Animation
11	11	Musical
898	898	Sci-Fi
42	42	Drama
1731	1731	Comedy
39	39	Drama
353	353	Animation
17	17	Animation
1749	1749	Drama
45	45	Animation
632	632	Comedy
26	26	Animation
133	133	Comedy
2	2	Musical
475	475	Comedy
19	19	Comedy
2993	2993	Romance
6	6	Action
359	359	Comedy
52	52	Drama
2203	2203	Action
13	13	Comedy
1187	1187	Action
15	15	Comedy
1331	1331	Comedy
46	46	Animation
1388	1388	Drama
20	20	Comedy
1584	1584	Drama
5	5	Action
843	843	Drama
12	12	Drama
2085	2085	Drama
23	23	Drama
1291	1291	Drama
10	10	Animation
582	582	Comedy
40	40	Animation
248	248	Drama
33	33	Animation
619	619	Animation
16	16	Animation
200	200	Action
35	35	Animation
1884	1884	Drama
64	64	Action
250	250	Drama
123	123	Comedy
83	83	Drama
2027	2027	Drama
100	100	Drama
506	506	Comedy
99	99	Comedy
2342	2342	Drama
149	149	Drama
1903	1903	Drama
121	121	Drama
201	201	Adventure
63	63	Drama
139	139	Drama
1843	1843	Musical
109	109	Drama
518	518	Adventure
73	73	Comedy
1333	1333	Comedy
87	87	Action
189	189	Comedy
161	161	Drama
1867	1867	Drama
117	117	Action
2687	2687	Documentary
135	135	Drama
474	474	Animation
128	128	Action
861	861	Drama
143	143	Drama
1802	1802	Drama
94	94	Action
3059	3059	Drama
91	91	Drama
204	204	Comedy
154	154	Comedy
339	339	Comedy
131	131	Action
2839	2839	Drama
80	80	Adventure
1409	1409	Drama
152	152	Drama
962	962	Animation
61	61	Drama
1310	1310	Adventure
148	148	Comedy
577	577	Comedy
95	95	Drama
968	968	Drama
54	54	Drama
711	711	Drama
116	116	Adventure
984	984	Drama
159	159	Comedy
573	573	Comedy
158	158	Drama
1553	1553	Drama
97	97	Drama
1625	1625	Action
57	57	Action
963	963	Drama
85	85	Comedy
105	105	Action
939	939	Comedy
56	56	Drama
184	184	Adventure
142	142	Drama
860	860	Drama
134	134	Drama
84	84	Comedy
2667	2667	Drama
55	55	Comedy
874	874	Horror
126	126	Comedy
450	450	Comedy
160	160	Comedy
698	698	Drama
72	72	Comedy
411	411	Drama
124	124	Action
1419	1419	Animation
146	146	Action
623	623	Comedy
62	62	Action
835	835	Western
107	107	Action
1234	1234	Drama
75	75	Action
3491	3491	Drama
145	145	Action
156	156	Action
972	972	Action
111	111	Action
360	360	Musical
58	58	Action
389	389	Drama
79	79	Action
767	767	Adventure
102	102	Action
852	852	Comedy
93	93	Action
2120	2120	Drama
153	153	Action
244	244	Comedy
76	76	Action
1002	1002	Comedy
125	125	Action
1097	1097	Sci-Fi
186	186	Comedy
511	511	Comedy
187	187	Adventure
185	185	Adventure
171	171	Adventure
172	172	Action
2309	2309	Drama
175	175	Action
589	589	Musical
1201	1201	Drama
173	173	Action
1001	1001	Horror
188	188	Action
1138	1138	Comedy
177	177	Action
695	695	Adventure
190	190	Comedy
693	693	Comedy
162	162	Comedy
1761	1761	Comedy
170	170	Comedy
847	847	Comedy
183	183	Action
1841	1841	Musical
169	169	Comedy
1830	1830	Drama
182	182	Comedy
1527	1527	Action
191	191	Animation
575	575	Comedy
276	276	Drama
2490	2490	Drama
216	216	Drama
2332	2332	Adventure
302	302	Comedy
3041	3041	Drama
212	212	Comedy
1035	1035	Comedy
303	303	Comedy
194	194	Action
271	271	Comedy
1079	1079	Comedy
273	273	Drama
1050	1050	Comedy
297	297	Comedy
959	959	Drama
253	253	Action
800	800	Comedy
257	257	Horror
1682	1682	Comedy
268	268	Action
2194	2194	Action
237	237	Comedy
737	737	Comedy
549	549	Western
245	245	Comedy
348	348	Animation
242	242	Action
964	964	Drama
973	973	Animation
249	249	Drama
688	688	Comedy
904	904	Sci-Fi
290	290	Drama
316	316	Horror
332	332	Comedy
255	255	Comedy
899	899	Action
280	280	Drama
1089	1089	Comedy
288	288	Comedy
1295	1295	Comedy
314	314	Comedy
710	710	Action
295	295	Comedy
1130	1130	Action
217	217	Drama
229	229	Comedy
1796	1796	Drama
308	308	Comedy
1143	1143	Comedy
279	279	Horror
419	419	Drama
356	356	Drama
390	390	Comedy
361	361	Drama
534	534	Horror
1946	1946	Drama
351	351	Drama
733	733	Comedy
349	349	Comedy
1324	1324	Comedy
358	358	Adventure
1142	1142	Comedy
369	369	Drama
2739	2739	Drama
366	366	Drama
2855	2855	Comedy
364	364	Comedy
746	746	Action
331	331	Comedy
735	735	Comedy
326	326	Action
1307	1307	Action
525	525	Comedy
341	341	Animation
352	352	Comedy
1672	1672	Drama
329	329	Animation
2324	2324	Drama
328	328	Adventure
685	685	Action
367	367	Comedy
2422	2422	Comedy
342	342	Comedy
1835	1835	Drama
1189	1189	Comedy
530	530	Action
333	333	Western
513	513	Adventure
334	334	Western
879	879	Comedy
1570	1570	Comedy
346	346	Action
1509	1509	Animation
340	340	Comedy
3228	3228	Drama
336	336	Comedy
1313	1313	Action
432	432	Drama
1924	1924	Drama
375	375	Action
1256	1256	Drama
376	376	Action
694	694	Drama
379	379	Action
946	946	Comedy
456	456	Action
382	382	Action
1929	1929	Comedy
449	449	Drama
415	415	Action
416	416	Drama
1114	1114	Comedy
384	384	Drama
535	535	Adventure
451	451	Drama
1199	1199	Comedy
574	574	Comedy
400	400	Drama
417	417	Drama
663	663	Musical
441	441	Drama
1074	1074	Comedy
454	454	Drama
447	447	Comedy
656	656	Action
452	452	Drama
986	986	Drama
394	394	Drama
433	433	Drama
1334	1334	Comedy
457	457	Drama
791	791	Action
421	421	Comedy
523	523	Comedy
426	426	Drama
786	786	Comedy
399	399	Drama
2045	2045	Comedy
821	821	Comedy
625	625	Comedy
380	380	Action
487	487	Action
1664	1664	Horror
488	488	Comedy
2096	2096	Drama
459	459	Comedy
1215	1215	Drama
479	479	Drama
537	537	Comedy
485	485	Drama
816	816	Action
2683	2683	Comedy
462	462	Drama
607	607	Action
1326	1326	Comedy
548	548	Animation
1526	1526	Romance
658	658	Musical
1397	1397	Musical
542	542	Comedy
1583	1583	Comedy
592	592	Comedy
1325	1325	Comedy
655	655	Adventure
541	541	War
604	604	Drama
707	707	Comedy
1468	1468	Comedy
557	557	Comedy
1486	1486	Comedy
562	562	Comedy
1332	1332	Comedy
702	702	Drama
193	193	Action
540	540	Comedy
1308	1308	Action
2098	2098	Drama
1352	1352	Comedy
197	197	Action
3330	3330	Western
510	510	Drama
1370	1370	Drama
195	195	Action
882	882	Action
600	600	Drama
657	657	Action
374	374	Horror
700	700	Drama
2326	2326	Drama
651	651	Action
501	501	Adventure
2270	2270	Drama
648	648	Action
1175	1175	Drama
2792	2792	Horror
629	629	Drama
1840	1840	Drama
1053	1053	Comedy
547	547	Animation
588	588	Comedy
645	645	Comedy
1329	1329	Comedy
703	703	Comedy
1299	1299	Drama
1290	1290	Drama
494	494	Drama
1005	1005	Horror
621	621	Drama
662	662	Comedy
1577	1577	Comedy
585	585	Comedy
1054	1054	Comedy
527	527	Action
587	587	Action
618	618	Drama
980	980	Action
611	611	Adventure
765	765	Adventure
590	590	Animation
2781	2781	Drama
554	554	Action
673	673	Drama
1565	1565	Comedy
667	667	Comedy
828	828	Animation
536	536	Animation
1572	1572	Animation
650	650	Action
1386	1386	Action
617	617	Adventure
1169	1169	Comedy
595	595	Adventure
1540	1540	Action
520	520	Animation
692	692	Action
1346	1346	Comedy
564	564	Comedy
1077	1077	Action
609	609	Animation
1377	1377	Adventure
674	674	Comedy
1641	1641	Drama
675	675	Comedy
1204	1204	Western
561	561	Adventure
584	584	Action
1007	1007	Horror
1304	1304	Action
631	631	Comedy
1374	1374	Drama
676	676	Animation
1229	1229	Comedy
507	507	Animation
945	945	Action
684	684	Drama
1151	1151	Comedy
522	522	Animation
1928	1928	Drama
721	721	Adventure
2482	2482	Comedy
719	719	Adventure
531	531	Animation
708	708	Comedy
634	634	Comedy
640	640	Comedy
594	594	Animation
1293	1293	Comedy
517	517	Adventure
