Source	Target	Weight
22	1146	1.0
7	190	1.0
44	121	1.0
48	325	1.0
19	197	1.0
13	204	1.0
15	288	1.0
20	678	1.0
5	453	1.0
12	607	1.0
40	87	1.0
64	406	1.0
99	637	1.0
121	503	1.0
117	12	1.0
131	22	1.0
80	3431	1.0
57	1158	1.0
85	160	1.0
160	961	1.0
92	1192	1.0
141	186	1.0
62	1330	1.0
68	243	1.0
186	728	1.0
172	199	1.0
190	19	1.0
162	1067	1.0
183	5	1.0
169	194	1.0
182	169	1.0
165	330	1.0
302	212	1.0
212	452	1.0
243	446	1.0
201	428	1.0
204	369	1.0
255	760	1.0
280	99	1.0
288	165	1.0
369	2724	1.0
325	7	1.0
330	64	1.0
440	564	1.0
449	92	1.0
419	172	1.0
428	117	1.0
453	1172	1.0
406	440	1.0
407	465	1.0
385	57	1.0
452	829	1.0
446	1009	1.0
380	44	1.0
488	48	1.0
482	1023	1.0
478	40	1.0
465	13	1.0
475	62	1.0
607	380	1.0
573	653	1.0
197	162	1.0
648	1756	1.0
582	1270	1.0
692	200	1.0
564	141	1.0
637	793	1.0
678	131	1.0
638	1241	1.0
503	573	1.0
653	183	1.0
200	1177	1.0
728	385	1.0
768	85	1.0
793	302	1.0
799	811	1.0
811	201	1.0
373	997	1.0
829	1518	1.0
802	582	1.0
194	20	1.0
199	373	1.0
961	802	1.0
997	648	1.0
1009	482	1.0
1023	799	1.0
1067	478	1.0
1158	419	1.0
1146	692	1.0
1154	475	1.0
1270	1154	1.0
1177	15	1.0
1192	255	1.0
1241	1806	1.0
1172	449	1.0
1330	407	1.0
760	182	1.0
852	1796	1.0
1518	852	1.0
1796	68	1.0
1756	638	1.0
1806	768	1.0
2399	280	1.0
2724	80	1.0
3431	488	1.0
