Id	Label	Category
31	31	Drama
121	121	Drama
27	27	Drama
494	494	Drama
47	47	Drama
601	601	Drama
0	0	Drama
1504	1504	Drama
44	44	Action
435	435	Action
9	9	Adventure
380	380	Action
43	43	Action
506	506	Comedy
11	11	Musical
245	245	Comedy
2	2	Musical
248	248	Drama
15	15	Comedy
1352	1352	Comedy
46	46	Animation
1903	1903	Drama
5	5	Action
783	783	Drama
8	8	Animation
1570	1570	Comedy
23	23	Drama
874	874	Horror
120	120	Action
541	541	War
100	100	Drama
61	61	Drama
99	99	Comedy
1850	1850	Drama
149	149	Drama
1380	1380	Drama
557	557	Comedy
63	63	Drama
2342	2342	Drama
101	101	Drama
1388	1388	Drama
73	73	Comedy
444	444	Comedy
161	161	Drama
1838	1838	Drama
117	117	Action
2257	2257	Horror
135	135	Drama
159	159	Comedy
128	128	Action
2763	2763	Drama
152	152	Drama
630	630	Drama
354	354	Musical
74	74	Drama
142	142	Drama
2296	2296	Horror
158	158	Drama
3374	3374	Comedy
802	802	Adventure
55	55	Comedy
548	548	Animation
126	126	Comedy
122	122	Comedy
160	160	Comedy
330	330	Animation
187	187	Adventure
904	904	Sci-Fi
183	183	Action
707	707	Comedy
276	276	Drama
216	216	Drama
2027	2027	Drama
271	271	Comedy
528	528	Animation
301	301	Comedy
237	237	Comedy
1831	1831	Drama
917	917	Drama
304	304	Drama
249	249	Drama
290	290	Drama
251	251	Drama
298	298	Comedy
1054	1054	Comedy
361	361	Drama
351	351	Drama
588	588	Comedy
362	362	Drama
1304	1304	Action
2070	2070	Comedy
432	432	Drama
1440	1440	Drama
2764	2764	Drama
487	487	Action
1283	1283	Comedy
472	472	Drama
1392	1392	Drama
485	485	Drama
556	556	Drama
658	658	Musical
2420	2420	Adventure
1138	1138	Comedy
1976	1976	Drama
700	700	Drama
540	540	Comedy
571	571	Comedy
197	197	Action
573	573	Comedy
602	602	Drama
1142	1142	Comedy
604	604	Drama
1323	1323	Comedy
501	501	Adventure
525	525	Comedy
1466	1466	Drama
703	703	Comedy
1005	1005	Horror
2839	2839	Drama
618	618	Drama
1500	1500	Documentary
1295	1295	Comedy
660	660	Comedy
1810	1810	Drama
663	663	Musical
1427	1427	Drama
537	537	Comedy
653	653	Drama
1092	1092	Documentary
2091	2091	Drama
549	549	Western
731	731	Documentary
1867	1867	Drama
762	762	Adventure
2095	2095	Drama
860	860	Drama
859	859	Sci-Fi
1291	1291	Drama
2038	2038	Musical
908	908	Sci-Fi
1369	1369	Drama
1553	1553	Drama
980	980	Action
968	968	Drama
939	939	Comedy
937	937	Drama
1004	1004	Horror
1846	1846	Drama
1028	1028	Horror
1298	1298	Romance
1128	1128	Comedy
2500	2500	Drama
1106	1106	Horror
1757	1757	Drama
1849	1849	Comedy
2926	2926	Horror
786	786	Comedy
1144	1144	Drama
1235	1235	Drama
1288	1288	Drama
1290	1290	Drama
1299	1299	Drama
1890	1890	Drama
1345	1345	Comedy
1346	1346	Comedy
2109	2109	Drama
1411	1411	Drama
758	758	Adventure
1409	1409	Drama
1635	1635	Drama
1372	1372	Drama
2273	2273	Drama
1632	1632	Adventure
1320	1320	Drama
1471	1471	Drama
1451	1451	Drama
1847	1847	Drama
1860	1860	Drama
3190	3190	Drama
1946	1946	Drama
2377	2377	Drama
2490	2490	Drama
2378	2378	Drama
2097	2097	Drama
2120	2120	Drama
2531	2531	Drama
2762	2762	Drama
2805	2805	Horror
