Id	Label	Category
22	22	Comedy
110	110	Comedy
7	7	Comedy
146	146	Action
21	21	Animation
44	44	Action
117	117	Action
9	9	Adventure
458	458	Comedy
48	48	Action
1133	1133	Action
39	39	Drama
90	90	Drama
17	17	Animation
330	330	Animation
26	26	Animation
812	812	Comedy
13	13	Comedy
204	204	Comedy
50	50	Animation
474	474	Animation
20	20	Comedy
308	308	Comedy
5	5	Action
57	57	Action
23	23	Drama
10	10	Animation
40	40	Animation
1852	1852	Comedy
33	33	Animation
30	30	Animation
29	29	Animation
120	120	Action
4	4	Animation
742	742	Comedy
387	387	Animation
32	32	Adventure
954	954	Animation
157	157	Drama
64	64	Action
242	242	Action
99	99	Comedy
480	480	Animation
121	121	Drama
3412	3412	Horror
101	101	Drama
556	556	Drama
87	87	Action
988	988	Action
479	479	Drama
67	67	Action
791	791	Action
116	116	Adventure
78	78	Drama
159	159	Comedy
77	77	Drama
1097	1097	Sci-Fi
692	692	Action
126	126	Comedy
459	459	Comedy
122	122	Comedy
752	752	Comedy
160	160	Comedy
450	450	Comedy
72	72	Comedy
124	124	Action
172	172	Action
92	92	Action
271	271	Comedy
141	141	Action
665	665	Action
138	138	Action
616	616	Action
670	670	Adventure
75	75	Action
768	768	Action
105	105	Action
145	145	Action
114	114	Action
526	526	Action
156	156	Action
699	699	Action
58	58	Action
1026	1026	Action
113	113	Action
1018	1018	Action
60	60	Action
482	482	Action
186	186	Comedy
294	294	Comedy
980	980	Action
175	175	Action
586	586	Action
190	190	Comedy
165	165	Comedy
674	674	Comedy
191	191	Animation
851	851	Animation
276	276	Drama
302	302	Comedy
1089	1089	Comedy
315	315	Drama
231	231	Drama
247	247	Horror
1755	1755	Horror
202	202	Drama
986	986	Drama
253	253	Action
487	487	Action
301	301	Comedy
1404	1404	Comedy
201	201	Adventure
637	637	Action
248	248	Drama
385	385	Drama
322	322	Animation
1025	1025	Action
218	218	Drama
1268	1268	Comedy
317	317	Drama
280	280	Drama
1897	1897	Comedy
255	255	Comedy
1952	1952	Drama
306	306	Comedy
288	288	Comedy
229	229	Comedy
314	314	Comedy
953	953	Animation
728	728	Comedy
264	264	Drama
1923	1923	Drama
209	209	Drama
844	844	Drama
284	284	Animation
613	613	Comedy
359	359	Comedy
669	669	Comedy
352	352	Comedy
708	708	Comedy
340	340	Comedy
790	790	Comedy
379	379	Action
378	378	Action
381	381	Drama
408	408	Drama
445	445	Drama
1508	1508	Drama
643	643	Drama
488	488	Comedy
394	394	Drama
2288	2288	Drama
395	395	Drama
405	405	Drama
843	843	Drama
412	412	Comedy
421	421	Comedy
849	849	Comedy
520	520	Animation
413	413	Adventure
473	473	Drama
1912	1912	Action
199	199	Action
476	476	Animation
763	763	Action
1763	1763	Drama
465	465	Drama
466	466	Comedy
1127	1127	Comedy
469	469	Drama
471	471	Action
577	577	Comedy
677	677	Action
583	583	Action
693	693	Comedy
657	657	Action
508	508	Comedy
169	169	Comedy
967	967	Action
527	527	Action
611	611	Adventure
531	531	Animation
582	582	Comedy
559	559	Animation
785	785	Comedy
497	497	Comedy
682	682	Comedy
729	729	Comedy
721	721	Adventure
550	550	Sci-Fi
570	570	Action
955	955	Animation
626	626	Comedy
821	821	Comedy
587	587	Action
781	781	Action
532	532	Comedy
1055	1055	Comedy
706	706	Comedy
926	926	Adventure
602	602	Drama
691	691	Fantasy
2157	2157	Horror
596	596	Adventure
762	762	Adventure
841	841	Animation
746	746	Action
757	757	Comedy
1951	1951	Comedy
1648	1648	Comedy
750	750	Comedy
766	766	Action
1045	1045	Comedy
992	992	Action
777	777	Action
778	778	Action
1047	1047	Action
1556	1556	Adventure
969	969	Action
929	929	Action
991	991	Action
972	972	Action
940	940	Animation
1159	1159	Animation
961	961	Comedy
1448	1448	Drama
1861	1861	Comedy
1137	1137	Drama
1803	1803	Comedy
2045	2045	Comedy
2385	2385	Documentary
