Id	Label	Category
22	22	Comedy
15	15	Comedy
0	0	Drama
120	120	Action
44	44	Action
2656	2656	Comedy
43	43	Action
675	675	Comedy
48	48	Action
75	75	Action
14	14	Musical
250	250	Drama
45	45	Animation
85	85	Comedy
19	19	Comedy
13	13	Comedy
1345	1345	Comedy
183	183	Action
506	506	Comedy
64	64	Action
670	670	Adventure
99	99	Comedy
216	216	Drama
121	121	Drama
607	607	Action
73	73	Comedy
87	87	Action
525	525	Comedy
547	547	Animation
110	110	Comedy
768	768	Action
124	124	Action
92	92	Action
141	141	Action
648	648	Action
138	138	Action
816	816	Action
146	146	Action
111	111	Action
62	62	Action
107	107	Action
113	113	Action
487	487	Action
145	145	Action
878	878	Action
156	156	Action
125	125	Action
471	471	Action
58	58	Action
382	382	Action
118	118	Action
171	171	Adventure
150	150	Action
137	137	Action
79	79	Action
587	587	Action
60	60	Action
1129	1129	Adventure
119	119	Action
972	972	Action
82	82	Action
1513	1513	Adventure
174	174	Action
766	766	Action
175	175	Action
179	179	Action
190	190	Comedy
162	162	Comedy
562	562	Comedy
163	163	Comedy
733	733	Comedy
169	169	Comedy
243	243	Comedy
322	322	Animation
372	372	Action
1536	1536	Action
204	204	Comedy
349	349	Comedy
1308	1308	Action
325	325	Action
1332	1332	Comedy
453	453	Drama
685	685	Action
478	478	Comedy
703	703	Comedy
475	475	Comedy
728	728	Comedy
707	707	Comedy
1054	1054	Comedy
193	193	Action
573	573	Comedy
693	693	Comedy
1803	1803	Comedy
540	540	Comedy
197	197	Action
537	537	Comedy
615	615	Comedy
1781	1781	Comedy
582	582	Comedy
757	757	Comedy
710	710	Action
993	993	Horror
545	545	Animation
1981	1981	Adventure
713	713	Action
978	978	Action
558	558	Action
690	690	Action
1649	1649	Action
591	591	Action
2038	2038	Musical
651	651	Action
2175	2175	Horror
596	596	Adventure
509	509	Action
3067	3067	Horror
958	958	Action
2385	2385	Documentary
1057	1057	Action
1977	1977	Adventure
753	753	Comedy
1197	1197	Comedy
1184	1184	Adventure
1192	1192	Comedy
1380	1380	Drama
1971	1971	Action
1735	1735	Animation
2614	2614	Adventure
