Id	Label	Category
31	31	Drama
392	392	Drama
3	3	Drama
293	293	Drama
0	0	Drama
221	221	Animation
43	43	Action
126	126	Comedy
48	48	Action
238	238	Action
23	23	Drama
235	235	Horror
157	157	Drama
99	99	Comedy
170	170	Comedy
121	121	Drama
1320	1320	Drama
87	87	Action
440	440	Action
67	67	Action
986	986	Drama
104	104	Drama
912	912	Action
133	133	Comedy
469	469	Drama
301	301	Comedy
72	72	Comedy
449	449	Drama
92	92	Action
146	146	Action
141	141	Action
420	420	Action
62	62	Action
677	677	Action
302	302	Comedy
315	315	Drama
460	460	Drama
271	271	Comedy
401	401	Drama
2564	2564	Drama
273	273	Drama
310	310	Adventure
287	287	Comedy
253	253	Action
285	285	Comedy
829	829	Drama
227	227	Drama
868	868	Drama
205	205	Drama
915	915	Action
248	248	Drama
245	245	Comedy
811	811	Action
322	322	Animation
203	203	Comedy
1317	1317	Drama
250	250	Drama
465	465	Drama
317	317	Drama
231	231	Drama
437	437	Drama
379	379	Action
377	377	Action
1827	1827	Drama
381	381	Drama
445	445	Drama
450	450	Comedy
830	830	Horror
793	793	Comedy
452	452	Drama
1360	1360	Horror
473	473	Drama
482	482	Action
782	782	Sci-Fi
726	726	Horror
468	468	Drama
1410	1410	Drama
459	459	Comedy
788	788	Drama
472	472	Drama
483	483	Drama
373	373	Action
669	669	Comedy
637	637	Action
745	745	Drama
1713	1713	Horror
800	800	Comedy
1002	1002	Comedy
2616	2616	Horror
888	888	Action
1755	1755	Horror
1060	1060	Comedy
939	939	Comedy
994	994	Horror
2297	2297	Drama
1009	1009	Comedy
1023	1023	Comedy
1148	1148	Drama
1738	1738	Horror
852	852	Comedy
1796	1796	Drama
1507	1507	Animation
2919	2919	Horror
3220	3220	Horror
