Source	Target	Weight
31	1688	1.0
22	2298	1.0
47	688	1.0
44	1127	1.0
9	1289	1.0
41	1192	1.0
42	1121	1.0
26	695	1.0
19	369	1.0
52	639	1.0
13	1865	1.0
15	860	1.0
5	1369	1.0
120	163	1.0
64	201	1.0
83	132	1.0
155	170	1.0
100	117	1.0
109	2463	1.0
161	602	1.0
117	120	1.0
135	615	1.0
91	1830	1.0
80	5	1.0
67	2245	1.0
104	1479	1.0
103	2300	1.0
74	1298	1.0
78	764	1.0
132	62	1.0
85	217	1.0
142	952	1.0
84	241	1.0
126	44	1.0
146	245	1.0
62	1317	1.0
60	2265	1.0
76	2857	1.0
189	899	1.0
186	197	1.0
172	968	1.0
188	616	1.0
170	745	1.0
163	80	1.0
169	1470	1.0
182	946	1.0
315	202	1.0
271	246	1.0
202	265	1.0
243	1201	1.0
257	438	1.0
252	2569	1.0
201	657	1.0
237	1030	1.0
232	84	1.0
265	391	1.0
234	315	1.0
241	271	1.0
245	260	1.0
260	306	1.0
311	1374	1.0
246	234	1.0
223	380	1.0
250	357	1.0
204	556	1.0
290	485	1.0
306	250	1.0
217	622	1.0
209	735	1.0
296	126	1.0
332	963	1.0
361	1413	1.0
357	290	1.0
351	575	1.0
349	1197	1.0
369	637	1.0
365	1049	1.0
366	1154	1.0
364	1234	1.0
339	879	1.0
354	1890	1.0
356	2466	1.0
340	406	1.0
381	475	1.0
391	146	1.0
422	104	1.0
406	472	1.0
454	492	1.0
427	2067	1.0
452	1777	1.0
405	60	1.0
417	1401	1.0
438	311	1.0
380	607	1.0
461	1852	1.0
488	913	1.0
472	604	1.0
485	204	1.0
475	1135	1.0
607	194	1.0
542	661	1.0
688	2394	1.0
193	651	1.0
540	1352	1.0
197	1235	1.0
195	2753	1.0
657	26	1.0
604	47	1.0
629	9	1.0
628	552	1.0
685	351	1.0
622	454	1.0
703	972	1.0
508	644	1.0
556	209	1.0
494	986	1.0
527	13	1.0
554	74	1.0
673	554	1.0
667	2217	1.0
582	984	1.0
520	542	1.0
694	904	1.0
492	1045	1.0
561	2745	1.0
584	1749	1.0
575	2399	1.0
553	1390	1.0
497	85	1.0
644	2401	1.0
534	526	1.0
499	339	1.0
664	614	1.0
679	671	1.0
671	1242	1.0
646	2171	1.0
614	1728	1.0
656	874	1.0
552	927	1.0
637	42	1.0
586	257	1.0
695	189	1.0
583	852	1.0
651	1848	1.0
602	1144	1.0
615	1409	1.0
526	875	1.0
639	1794	1.0
661	534	1.0
555	252	1.0
678	1730	1.0
616	1152	1.0
638	365	1.0
550	161	1.0
571	186	1.0
745	296	1.0
735	939	1.0
733	15	1.0
728	1398	1.0
378	2633	1.0
765	884	1.0
764	2739	1.0
778	664	1.0
812	417	1.0
825	3505	1.0
879	778	1.0
860	1000	1.0
904	755	1.0
874	2490	1.0
899	990	1.0
927	1167	1.0
913	135	1.0
884	667	1.0
893	1876	1.0
875	1007	1.0
194	1434	1.0
972	2558	1.0
963	2211	1.0
968	582	1.0
986	2799	1.0
939	1126	1.0
984	1786	1.0
952	1324	1.0
946	19	1.0
1030	685	1.0
1007	1545	1.0
993	553	1.0
1028	550	1.0
1022	366	1.0
990	1155	1.0
1000	169	1.0
1057	193	1.0
1067	332	1.0
1049	78	1.0
1045	378	1.0
1106	354	1.0
1121	638	1.0
1102	1843	1.0
1135	1690	1.0
1126	422	1.0
1127	703	1.0
1095	629	1.0
1155	349	1.0
1154	182	1.0
786	1067	1.0
1143	1947	1.0
1144	1357	1.0
1152	728	1.0
1214	497	1.0
1209	540	1.0
1197	527	1.0
1224	356	1.0
1192	1773	1.0
1234	499	1.0
1201	1411	1.0
1242	1589	1.0
1167	1557	1.0
1235	678	1.0
1289	2325	1.0
1300	1345	1.0
1298	361	1.0
1345	237	1.0
1324	64	1.0
1401	2723	1.0
1369	733	1.0
1374	155	1.0
1411	2070	1.0
1398	628	1.0
1390	142	1.0
1409	41	1.0
1357	1106	1.0
1397	586	1.0
1370	1102	1.0
1352	571	1.0
1413	1095	1.0
1470	22	1.0
1456	2854	1.0
1465	2198	1.0
1434	195	1.0
1432	232	1.0
1455	786	1.0
1479	1700	1.0
852	2820	1.0
1545	646	1.0
1557	1755	1.0
1589	1779	1.0
755	223	1.0
1773	1600	1.0
1755	1465	1.0
1779	1209	1.0
1730	91	1.0
1794	188	1.0
1320	1432	1.0
1690	2886	1.0
1786	243	1.0
1728	1456	1.0
1700	825	1.0
1688	57	1.0
1749	765	1.0
1777	1224	1.0
1848	1300	1.0
1830	1924	1.0
1843	656	1.0
1852	67	1.0
1865	1455	1.0
1924	520	1.0
1876	1028	1.0
1867	461	1.0
1890	1370	1.0
1947	993	1.0
1317	494	1.0
2067	76	1.0
2070	1143	1.0
1349	583	1.0
2171	893	1.0
2217	364	1.0
2211	1022	1.0
2198	2436	1.0
2245	109	1.0
2265	427	1.0
2300	561	1.0
2298	172	1.0
2325	1867	1.0
2394	1976	1.0
1976	1320	1.0
2399	1349	1.0
2401	812	1.0
2436	584	1.0
2463	694	1.0
2466	1057	1.0
2490	673	1.0
2558	340	1.0
2569	508	1.0
2633	405	1.0
2723	2827	1.0
2739	103	1.0
2745	52	1.0
2753	83	1.0
2799	488	1.0
2820	100	1.0
2827	452	1.0
1600	31	1.0
2854	679	1.0
2857	555	1.0
2886	1214	1.0
3505	381	1.0
