Source	Target	Weight
31	666	1.0
27	172	1.0
24	521	1.0
33	356	1.0
116	841	1.0
84	336	1.0
126	2226	1.0
160	1194	1.0
110	1205	1.0
72	110	1.0
156	359	1.0
172	280	1.0
242	986	1.0
250	934	1.0
280	126	1.0
314	1508	1.0
217	1955	1.0
229	209	1.0
236	410	1.0
209	732	1.0
357	314	1.0
359	443	1.0
356	31	1.0
336	626	1.0
440	613	1.0
443	800	1.0
410	735	1.0
384	236	1.0
408	622	1.0
389	2590	1.0
395	498	1.0
417	1015	1.0
477	1150	1.0
493	408	1.0
521	1574	1.0
622	116	1.0
508	2290	1.0
666	84	1.0
682	1351	1.0
626	3623	1.0
498	682	1.0
613	395	1.0
579	1088	1.0
732	384	1.0
735	1199	1.0
800	508	1.0
841	2331	1.0
986	357	1.0
934	229	1.0
1088	1272	1.0
1150	160	1.0
1205	3556	1.0
1194	156	1.0
1199	579	1.0
1272	24	1.0
1351	250	1.0
1348	72	1.0
1508	440	1.0
1574	477	1.0
1955	389	1.0
2290	1348	1.0
2331	2997	1.0
2226	493	1.0
2555	2904	1.0
2590	242	1.0
2799	33	1.0
2904	2799	1.0
2997	217	1.0
3556	2555	1.0
3623	417	1.0
