Source	Target	Weight
22	1345	1.0
47	1369	1.0
7	550	1.0
44	1036	1.0
41	1140	1.0
39	314	1.0
26	573	1.0
13	1852	1.0
50	318	1.0
15	2377	1.0
5	540	1.0
10	385	1.0
40	41	1.0
120	7	1.0
70	13	1.0
64	481	1.0
83	80	1.0
155	483	1.0
100	40	1.0
157	92	1.0
99	1000	1.0
121	126	1.0
161	246	1.0
117	380	1.0
80	2262	1.0
152	1364	1.0
159	868	1.0
57	2033	1.0
84	468	1.0
126	1411	1.0
110	1930	1.0
124	539	1.0
92	22	1.0
113	412	1.0
102	432	1.0
189	307	1.0
178	2043	1.0
190	120	1.0
170	242	1.0
163	99	1.0
169	273	1.0
168	317	1.0
276	2279	1.0
216	1138	1.0
273	1282	1.0
243	280	1.0
301	733	1.0
221	1030	1.0
318	44	1.0
265	1767	1.0
259	575	1.0
246	312	1.0
242	216	1.0
266	39	1.0
203	2048	1.0
294	272	1.0
317	70	1.0
312	2177	1.0
272	266	1.0
255	10	1.0
231	163	1.0
280	169	1.0
307	613	1.0
288	15	1.0
281	1147	1.0
314	64	1.0
295	953	1.0
284	1331	1.0
361	1097	1.0
432	50	1.0
444	2180	1.0
453	678	1.0
385	295	1.0
412	785	1.0
413	83	1.0
380	284	1.0
487	276	1.0
476	1810	1.0
468	453	1.0
481	255	1.0
478	692	1.0
459	753	1.0
483	936	1.0
465	1330	1.0
607	2273	1.0
548	1192	1.0
655	703	1.0
677	1025	1.0
693	161	1.0
540	885	1.0
573	459	1.0
629	178	1.0
703	190	1.0
692	1479	1.0
575	1776	1.0
539	704	1.0
553	155	1.0
713	124	1.0
613	26	1.0
566	778	1.0
586	102	1.0
670	478	1.0
695	548	1.0
602	19	1.0
678	288	1.0
704	586	1.0
653	170	1.0
550	1290	1.0
601	762	1.0
733	1500	1.0
728	1656	1.0
727	1803	1.0
762	361	1.0
778	1049	1.0
885	553	1.0
868	904	1.0
904	999	1.0
911	159	1.0
785	713	1.0
980	601	1.0
198	203	1.0
936	243	1.0
953	670	1.0
1025	57	1.0
999	413	1.0
1030	110	1.0
1000	1462	1.0
1084	1928	1.0
1049	1051	1.0
1051	259	1.0
1036	629	1.0
1097	487	1.0
1133	653	1.0
1140	602	1.0
1138	231	1.0
1130	1352	1.0
1147	444	1.0
1260	1452	1.0
1192	677	1.0
1290	1133	1.0
1282	695	1.0
1299	980	1.0
1345	2183	1.0
1331	2315	1.0
1330	566	1.0
1369	727	1.0
753	157	1.0
1411	168	1.0
1404	911	1.0
1352	84	1.0
1364	265	1.0
1462	301	1.0
1452	465	1.0
1479	1260	1.0
1500	693	1.0
1656	1912	1.0
1767	121	1.0
1776	728	1.0
1852	5	1.0
1930	1299	1.0
1810	655	1.0
1928	198	1.0
1912	113	1.0
1934	294	1.0
2033	1934	1.0
2043	189	1.0
1803	1404	1.0
2177	1084	1.0
2180	152	1.0
2183	100	1.0
2262	1130	1.0
2273	476	1.0
2279	47	1.0
2048	221	1.0
2377	281	1.0
2315	607	1.0
