Id	Label	Category
22	22	Comedy
117	117	Action
44	44	Action
653	653	Drama
9	9	Adventure
322	322	Animation
23	23	Drama
703	703	Comedy
120	120	Action
537	537	Comedy
64	64	Action
1829	1829	Horror
157	157	Drama
733	733	Comedy
121	121	Drama
707	707	Comedy
128	128	Action
656	656	Action
91	91	Drama
369	369	Drama
183	183	Action
196	196	Action
276	276	Drama
354	354	Musical
216	216	Drama
1288	1288	Drama
193	193	Action
361	361	Drama
550	550	Sci-Fi
1411	1411	Drama
1030	1030	Drama
432	432	Drama
1307	1307	Action
380	380	Action
1618	1618	Action
607	607	Action
655	655	Adventure
2150	2150	Horror
557	557	Comedy
762	762	Adventure
693	693	Comedy
758	758	Adventure
540	540	Comedy
977	977	Action
573	573	Comedy
2170	2170	Horror
197	197	Action
195	195	Action
1352	1352	Comedy
1283	1283	Comedy
506	506	Comedy
1793	1793	Horror
660	660	Comedy
1028	1028	Horror
1290	1290	Drama
988	988	Action
1289	1289	Comedy
1054	1054	Comedy
1565	1565	Comedy
1369	1369	Drama
1299	1299	Drama
1920	1920	Western
1455	1455	Drama
2508	2508	Drama
1917	1917	Drama
2622	2622	Horror
