Source	Target	Weight
22	1105	1.0
7	2356	1.0
45	186	1.0
26	707	1.0
2	660	1.0
19	2795	1.0
15	2069	1.0
20	189	1.0
23	461	1.0
73	1289	1.0
161	1457	1.0
53	656	1.0
143	703	1.0
80	1462	1.0
148	506	1.0
104	663	1.0
159	847	1.0
85	757	1.0
126	143	1.0
122	1146	1.0
160	1233	1.0
110	357	1.0
189	470	1.0
186	1570	1.0
190	1352	1.0
162	540	1.0
183	162	1.0
169	1486	1.0
168	1756	1.0
243	245	1.0
245	588	1.0
204	474	1.0
255	1138	1.0
314	1351	1.0
308	1155	1.0
361	159	1.0
357	26	1.0
359	366	1.0
351	488	1.0
349	1344	1.0
365	325	1.0
366	1088	1.0
325	1242	1.0
364	426	1.0
331	1243	1.0
360	786	1.0
339	852	1.0
367	666	1.0
354	636	1.0
340	331	1.0
336	934	1.0
416	160	1.0
426	646	1.0
474	148	1.0
461	1852	1.0
488	361	1.0
470	708	1.0
475	809	1.0
707	7	1.0
557	1345	1.0
540	22	1.0
573	1283	1.0
525	15	1.0
645	351	1.0
703	104	1.0
662	1490	1.0
666	1526	1.0
506	80	1.0
692	19	1.0
708	475	1.0
626	1447	1.0
646	360	1.0
660	354	1.0
663	1470	1.0
636	1568	1.0
706	1372	1.0
656	1333	1.0
613	416	1.0
552	1397	1.0
566	645	1.0
579	340	1.0
670	20	1.0
588	255	1.0
503	573	1.0
735	2426	1.0
733	183	1.0
768	243	1.0
809	1158	1.0
911	168	1.0
953	911	1.0
961	314	1.0
934	626	1.0
1017	85	1.0
1000	308	1.0
1067	1829	1.0
1088	579	1.0
1054	1128	1.0
1128	190	1.0
1093	1000	1.0
1105	768	1.0
1114	566	1.0
1138	204	1.0
1117	1067	1.0
1155	1341	1.0
1158	1117	1.0
1146	1093	1.0
1154	1475	1.0
786	1508	1.0
1150	1194	1.0
1233	1268	1.0
1256	2177	1.0
1194	2235	1.0
1270	2070	1.0
1199	336	1.0
1242	367	1.0
1268	1199	1.0
1243	1150	1.0
1289	169	1.0
1283	73	1.0
1341	1902	1.0
1344	735	1.0
1345	45	1.0
847	2089	1.0
1333	706	1.0
1324	613	1.0
1410	23	1.0
1351	349	1.0
1372	1114	1.0
1397	339	1.0
1352	503	1.0
1470	2	1.0
1462	122	1.0
1457	126	1.0
1465	662	1.0
1447	1054	1.0
1486	525	1.0
1490	2399	1.0
1475	1410	1.0
852	359	1.0
1508	552	1.0
1526	364	1.0
1568	1256	1.0
1570	733	1.0
1756	1465	1.0
1829	1270	1.0
1852	53	1.0
1861	2421	1.0
1902	953	1.0
1883	365	1.0
2070	692	1.0
2069	557	1.0
2089	961	1.0
2177	1324	1.0
2235	2354	1.0
2354	1861	1.0
2356	1017	1.0
2399	670	1.0
2421	161	1.0
2426	1883	1.0
2795	110	1.0
