Id	Label	Category
0	0	Drama
550	550	Sci-Fi
44	44	Action
656	656	Action
43	43	Action
117	117	Action
48	48	Action
753	753	Comedy
5	5	Action
196	196	Action
99	99	Comedy
703	703	Comedy
149	149	Drama
1288	1288	Drama
175	175	Action
128	128	Action
707	707	Comedy
124	124	Action
199	199	Action
58	58	Action
200	200	Action
150	150	Action
932	932	Action
190	190	Comedy
163	163	Comedy
601	601	Drama
183	183	Action
276	276	Drama
157	157	Drama
201	201	Adventure
450	450	Comedy
242	242	Action
1290	1290	Drama
295	295	Comedy
1557	1557	Drama
279	279	Horror
602	602	Drama
432	432	Drama
522	522	Animation
445	445	Drama
525	525	Comedy
421	421	Comedy
1215	1215	Drama
380	380	Action
977	977	Action
607	607	Action
1054	1054	Comedy
562	562	Comedy
540	540	Comedy
573	573	Comedy
197	197	Action
537	537	Comedy
882	882	Action
1471	1471	Drama
1442	1442	Comedy
830	830	Horror
730	730	Drama
1451	1451	Drama
1028	1028	Horror
1307	1307	Action
1304	1304	Action
1283	1283	Comedy
2203	2203	Action
1434	1434	Action
1432	1432	Drama
1757	1757	Drama
1591	1591	Comedy
2104	2104	Action
