Source	Target	Weight
22	110	1.0
27	808	1.0
44	172	1.0
15	22	1.0
5	64	1.0
120	44	1.0
64	92	1.0
99	346	1.0
87	1269	1.0
117	120	1.0
131	648	1.0
67	527	1.0
110	243	1.0
124	2815	1.0
92	131	1.0
141	637	1.0
107	124	1.0
145	766	1.0
89	778	1.0
60	865	1.0
172	200	1.0
175	1020	1.0
179	945	1.0
188	1018	1.0
190	15	1.0
191	678	1.0
243	1334	1.0
235	859	1.0
346	107	1.0
385	1076	1.0
446	235	1.0
372	903	1.0
482	1736	1.0
478	1154	1.0
471	188	1.0
648	67	1.0
527	179	1.0
652	1220	1.0
692	2143	1.0
637	194	1.0
651	141	1.0
678	1668	1.0
616	378	1.0
200	5	1.0
766	2053	1.0
378	89	1.0
778	824	1.0
808	446	1.0
811	145	1.0
824	1122	1.0
903	482	1.0
859	372	1.0
865	471	1.0
194	2799	1.0
945	60	1.0
1018	811	1.0
1012	998	1.0
998	87	1.0
1076	652	1.0
1122	190	1.0
1154	191	1.0
1269	117	1.0
1220	1697	1.0
1334	478	1.0
1668	2514	1.0
1697	27	1.0
1736	1857	1.0
1680	99	1.0
1813	1680	1.0
1857	1813	1.0
2053	616	1.0
2143	651	1.0
2514	385	1.0
2799	175	1.0
2815	692	1.0
