Source	Target	Weight
22	121	1.0
0	573	1.0
44	904	1.0
48	1966	1.0
14	367	1.0
26	200	1.0
13	928	1.0
15	1177	1.0
120	187	1.0
99	740	1.0
121	1028	1.0
67	746	1.0
124	1031	1.0
107	169	1.0
189	186	1.0
186	540	1.0
187	1655	1.0
175	607	1.0
170	2926	1.0
163	495	1.0
183	757	1.0
169	1060	1.0
168	117	1.0
302	268	1.0
243	194	1.0
268	1033	1.0
312	120	1.0
295	729	1.0
365	15	1.0
367	793	1.0
432	783	1.0
449	1586	1.0
428	312	1.0
461	1146	1.0
488	1192	1.0
607	911	1.0
193	26	1.0
540	170	1.0
573	107	1.0
197	243	1.0
648	365	1.0
685	2919	1.0
553	638	1.0
495	124	1.0
578	1138	1.0
671	1189	1.0
670	678	1.0
678	175	1.0
638	671	1.0
200	22	1.0
746	903	1.0
726	1692	1.0
745	755	1.0
733	578	1.0
729	875	1.0
739	461	1.0
740	67	1.0
793	302	1.0
374	1545	1.0
903	1536	1.0
904	193	1.0
865	553	1.0
911	44	1.0
928	1218	1.0
875	1311	1.0
988	48	1.0
194	488	1.0
1031	189	1.0
993	1067	1.0
1028	432	1.0
1009	183	1.0
1027	760	1.0
1067	13	1.0
1060	1009	1.0
1105	295	1.0
1138	2642	1.0
1146	685	1.0
783	988	1.0
1177	993	1.0
1192	648	1.0
1189	1386	1.0
1218	865	1.0
1228	2354	1.0
1311	1372	1.0
753	1105	1.0
1386	1228	1.0
1372	449	1.0
757	733	1.0
760	745	1.0
1545	2234	1.0
1536	2322	1.0
1586	1027	1.0
755	374	1.0
1655	670	1.0
1668	197	1.0
1692	14	1.0
1966	99	1.0
2168	2928	1.0
2234	2045	1.0
2354	726	1.0
2322	1668	1.0
2045	739	1.0
2616	168	1.0
2642	428	1.0
1033	753	1.0
2919	2168	1.0
2926	2616	1.0
2928	163	1.0
