Id	Label	Category
22	22	Comedy
634	634	Comedy
3	3	Drama
401	401	Drama
7	7	Comedy
582	582	Comedy
45	45	Animation
140	140	Action
13	13	Comedy
186	186	Comedy
50	50	Animation
169	169	Comedy
15	15	Comedy
1143	1143	Comedy
20	20	Comedy
332	332	Comedy
4	4	Animation
2157	2157	Horror
120	120	Action
99	99	Comedy
64	64	Action
164	164	Comedy
73	73	Comedy
80	80	Adventure
67	67	Action
126	126	Comedy
745	745	Drama
160	160	Comedy
852	852	Comedy
110	110	Comedy
1189	1189	Comedy
68	68	Action
212	212	Comedy
255	255	Comedy
243	243	Comedy
468	468	Drama
1093	1093	Comedy
366	366	Drama
1475	1475	Drama
346	346	Action
444	444	Comedy
446	446	Drama
1358	1358	Horror
488	488	Comedy
577	577	Comedy
540	540	Comedy
573	573	Comedy
703	703	Comedy
1352	1352	Comedy
1327	1327	Comedy
799	799	Comedy
1836	1836	Drama
786	786	Comedy
850	850	Comedy
1157	1157	Comedy
1197	1197	Comedy
571	571	Comedy
757	757	Comedy
