Source	Target	Weight
31	27	1.0
22	120	1.0
27	623	1.0
36	117	1.0
3	774	1.0
48	99	1.0
18	48	1.0
49	768	1.0
50	472	1.0
23	92	1.0
40	248	1.0
16	1512	1.0
120	194	1.0
157	121	1.0
99	40	1.0
121	23	1.0
139	50	1.0
87	384	1.0
81	385	1.0
117	2806	1.0
67	372	1.0
116	124	1.0
85	1320	1.0
110	87	1.0
124	107	1.0
92	451	1.0
141	377	1.0
138	670	1.0
146	81	1.0
62	997	1.0
107	58	1.0
75	987	1.0
105	641	1.0
114	1509	1.0
58	154	1.0
60	1680	1.0
178	322	1.0
171	329	1.0
179	105	1.0
293	1475	1.0
273	1500	1.0
248	139	1.0
322	110	1.0
250	2257	1.0
316	49	1.0
255	330	1.0
284	114	1.0
329	613	1.0
330	62	1.0
384	1957	1.0
451	18	1.0
419	75	1.0
429	316	1.0
391	419	1.0
406	1655	1.0
441	469	1.0
454	373	1.0
385	391	1.0
395	971	1.0
455	60	1.0
486	1836	1.0
463	482	1.0
372	862	1.0
482	1634	1.0
464	2240	1.0
472	178	1.0
479	441	1.0
469	16	1.0
491	284	1.0
641	823	1.0
511	179	1.0
623	250	1.0
498	1854	1.0
613	479	1.0
670	455	1.0
746	464	1.0
729	1813	1.0
774	67	1.0
768	406	1.0
373	790	1.0
790	491	1.0
835	511	1.0
823	429	1.0
820	2024	1.0
862	902	1.0
902	903	1.0
903	463	1.0
914	729	1.0
194	1565	1.0
971	1514	1.0
987	171	1.0
997	835	1.0
1027	820	1.0
377	273	1.0
1095	1150	1.0
1150	22	1.0
1499	157	1.0
1475	1736	1.0
1500	146	1.0
1514	454	1.0
1509	498	1.0
1512	255	1.0
1536	116	1.0
1565	914	1.0
1634	293	1.0
1655	395	1.0
1736	746	1.0
1680	31	1.0
1320	141	1.0
1813	486	1.0
1825	1499	1.0
1836	3	1.0
1854	138	1.0
2024	2484	1.0
2023	1825	1.0
2240	1027	1.0
2257	36	1.0
1957	85	1.0
2484	2023	1.0
2806	1536	1.0
