Source	Target	Weight
22	557	1.0
24	399	1.0
7	1553	1.0
0	1810	1.0
44	117	1.0
9	26	1.0
48	299	1.0
26	10	1.0
15	1352	1.0
5	607	1.0
10	1377	1.0
40	16	1.0
16	520	1.0
120	670	1.0
70	0	1.0
64	200	1.0
157	1846	1.0
99	2374	1.0
149	575	1.0
121	7	1.0
109	384	1.0
73	1192	1.0
87	194	1.0
81	216	1.0
161	110	1.0
117	183	1.0
128	62	1.0
94	105	1.0
91	531	1.0
131	1025	1.0
80	990	1.0
67	648	1.0
104	1455	1.0
74	479	1.0
160	91	1.0
110	961	1.0
124	988	1.0
92	651	1.0
141	87	1.0
138	926	1.0
62	179	1.0
107	379	1.0
75	94	1.0
105	527	1.0
140	113	1.0
156	1199	1.0
88	1559	1.0
111	878	1.0
58	704	1.0
113	125	1.0
150	173	1.0
129	60	1.0
93	1181	1.0
60	778	1.0
125	1018	1.0
189	602	1.0
178	198	1.0
186	1629	1.0
187	1001	1.0
174	236	1.0
175	777	1.0
179	174	1.0
173	916	1.0
188	143	1.0
190	318	1.0
163	1000	1.0
183	193	1.0
169	540	1.0
276	472	1.0
216	1459	1.0
243	316	1.0
257	317	1.0
268	140	1.0
221	936	1.0
201	487	1.0
318	571	1.0
299	141	1.0
317	918	1.0
316	1140	1.0
272	793	1.0
255	444	1.0
217	626	1.0
279	1331	1.0
236	583	1.0
349	613	1.0
358	380	1.0
369	109	1.0
365	691	1.0
366	24	1.0
325	902	1.0
326	58	1.0
339	336	1.0
330	9	1.0
340	395	1.0
336	1688	1.0
432	582	1.0
444	272	1.0
375	2080	1.0
440	268	1.0
379	375	1.0
449	369	1.0
384	986	1.0
400	1508	1.0
407	728	1.0
431	927	1.0
395	339	1.0
435	189	1.0
399	1097	1.0
387	221	1.0
380	581	1.0
487	5	1.0
488	707	1.0
372	196	1.0
459	753	1.0
472	81	1.0
479	1121	1.0
485	187	1.0
471	586	1.0
607	980	1.0
541	1299	1.0
707	255	1.0
557	163	1.0
193	64	1.0
540	488	1.0
573	169	1.0
197	199	1.0
195	201	1.0
648	692	1.0
685	928	1.0
494	432	1.0
665	67	1.0
666	1194	1.0
527	1313	1.0
554	685	1.0
536	387	1.0
582	365	1.0
520	1645	1.0
692	1304	1.0
699	1086	1.0
674	785	1.0
584	713	1.0
575	435	1.0
522	40	1.0
713	2106	1.0
558	496	1.0
534	243	1.0
581	882	1.0
626	943	1.0
696	2360	1.0
614	93	1.0
496	614	1.0
613	400	1.0
524	733	1.0
586	107	1.0
670	175	1.0
583	378	1.0
651	257	1.0
602	195	1.0
639	2319	1.0
661	696	1.0
678	190	1.0
691	1290	1.0
531	80	1.0
704	811	1.0
550	92	1.0
200	48	1.0
571	99	1.0
601	157	1.0
731	601	1.0
733	1814	1.0
728	1534	1.0
730	1243	1.0
378	1501	1.0
777	138	1.0
778	150	1.0
793	73	1.0
811	129	1.0
373	88	1.0
902	111	1.0
921	373	1.0
904	550	1.0
882	160	1.0
874	993	1.0
865	554	1.0
912	898	1.0
918	74	1.0
927	912	1.0
898	865	1.0
878	377	1.0
913	431	1.0
928	674	1.0
926	522	1.0
785	639	1.0
916	584	1.0
980	44	1.0
198	192	1.0
988	197	1.0
194	124	1.0
199	372	1.0
967	665	1.0
192	1622	1.0
932	1307	1.0
945	1070	1.0
978	1489	1.0
985	699	1.0
936	330	1.0
953	678	1.0
961	104	1.0
986	349	1.0
943	340	1.0
196	75	1.0
992	440	1.0
1025	128	1.0
1026	1627	1.0
1018	991	1.0
1030	1084	1.0
993	1357	1.0
1022	524	1.0
990	994	1.0
1001	358	1.0
1016	534	1.0
994	1366	1.0
1000	459	1.0
991	326	1.0
1084	1364	1.0
377	471	1.0
1070	325	1.0
1086	558	1.0
1068	161	1.0
1097	904	1.0
1121	913	1.0
1140	279	1.0
1194	366	1.0
1192	921	1.0
1181	1026	1.0
1199	217	1.0
1243	1068	1.0
1196	156	1.0
1290	874	1.0
1299	1369	1.0
1307	131	1.0
1304	932	1.0
1313	967	1.0
1331	1022	1.0
1369	1030	1.0
753	15	1.0
1372	70	1.0
1366	188	1.0
1357	1016	1.0
1352	573	1.0
1364	1842	1.0
1377	953	1.0
1459	541	1.0
1455	449	1.0
1489	1697	1.0
1501	1540	1.0
1508	1196	1.0
1539	2831	1.0
1534	978	1.0
1540	945	1.0
1553	1372	1.0
1559	731	1.0
1645	536	1.0
1622	186	1.0
1629	485	1.0
1627	1539	1.0
1697	178	1.0
1721	120	1.0
1688	666	1.0
1814	730	1.0
1846	121	1.0
1842	407	1.0
1810	494	1.0
2080	992	1.0
2106	985	1.0
2319	661	1.0
2360	276	1.0
2374	22	1.0
2831	1721	1.0
