Source	Target	Weight
31	3412	1.0
22	1545	1.0
27	1508	1.0
47	733	1.0
7	6	1.0
0	1436	1.0
44	582	1.0
9	216	1.0
41	1455	1.0
18	2269	1.0
14	1034	1.0
39	963	1.0
26	765	1.0
6	1144	1.0
52	154	1.0
1	1106	1.0
15	87	1.0
23	276	1.0
120	527	1.0
70	83	1.0
64	918	1.0
83	1411	1.0
100	1553	1.0
69	2745	1.0
121	61	1.0
63	630	1.0
139	2091	1.0
109	139	1.0
73	2040	1.0
87	80	1.0
161	472	1.0
53	946	1.0
117	908	1.0
135	483	1.0
128	161	1.0
143	22	1.0
94	1201	1.0
91	651	1.0
154	53	1.0
131	1344	1.0
80	250	1.0
61	9	1.0
148	217	1.0
67	1852	1.0
104	385	1.0
103	116	1.0
116	1431	1.0
74	91	1.0
159	1030	1.0
132	131	1.0
97	1117	1.0
133	1241	1.0
142	537	1.0
134	1234	1.0
110	31	1.0
72	94	1.0
124	1097	1.0
92	889	1.0
62	554	1.0
107	685	1.0
145	254	1.0
113	1487	1.0
150	699	1.0
102	910	1.0
93	985	1.0
60	531	1.0
82	1184	1.0
189	369	1.0
186	2719	1.0
187	1235	1.0
175	471	1.0
173	812	1.0
190	703	1.0
162	1830	1.0
169	655	1.0
276	601	1.0
216	100	1.0
268	1489	1.0
201	74	1.0
300	688	1.0
292	469	1.0
203	882	1.0
250	1	1.0
317	637	1.0
310	62	1.0
280	381	1.0
217	1155	1.0
254	865	1.0
361	1409	1.0
349	621	1.0
358	674	1.0
369	1504	1.0
366	97	1.0
328	2650	1.0
367	268	1.0
353	2950	1.0
432	540	1.0
375	912	1.0
381	109	1.0
408	39	1.0
454	510	1.0
385	189	1.0
431	143	1.0
447	960	1.0
455	1703	1.0
414	911	1.0
474	67	1.0
380	0	1.0
482	1736	1.0
464	1475	1.0
472	63	1.0
479	928	1.0
483	7	1.0
469	142	1.0
471	539	1.0
458	704	1.0
607	693	1.0
548	2794	1.0
542	777	1.0
688	464	1.0
655	2145	1.0
707	571	1.0
193	117	1.0
677	695	1.0
693	1352	1.0
540	197	1.0
630	135	1.0
197	1345	1.0
510	1947	1.0
195	677	1.0
657	280	1.0
700	953	1.0
533	3268	1.0
698	707	1.0
629	133	1.0
525	15	1.0
685	670	1.0
703	1299	1.0
716	1543	1.0
621	73	1.0
527	1121	1.0
611	1540	1.0
544	916	1.0
554	913	1.0
582	561	1.0
506	187	1.0
595	499	1.0
520	2038	1.0
699	1630	1.0
674	883	1.0
675	2296	1.0
492	828	1.0
561	458	1.0
584	558	1.0
718	980	1.0
539	107	1.0
617	1017	1.0
522	26	1.0
721	859	1.0
708	647	1.0
713	891	1.0
570	779	1.0
558	721	1.0
640	366	1.0
499	173	1.0
581	82	1.0
634	1558	1.0
647	1895	1.0
690	1125	1.0
696	1010	1.0
565	328	1.0
637	310	1.0
586	479	1.0
670	639	1.0
695	317	1.0
583	145	1.0
651	550	1.0
615	113	1.0
526	708	1.0
639	583	1.0
661	358	1.0
513	595	1.0
691	544	1.0
596	513	1.0
531	942	1.0
704	611	1.0
537	104	1.0
550	193	1.0
200	203	1.0
711	52	1.0
571	432	1.0
505	1118	1.0
633	380	1.0
601	361	1.0
733	1282	1.0
728	1351	1.0
774	522	1.0
780	615	1.0
765	44	1.0
779	150	1.0
777	102	1.0
763	570	1.0
798	375	1.0
812	1164	1.0
828	1981	1.0
374	506	1.0
859	691	1.0
908	871	1.0
871	874	1.0
904	92	1.0
882	124	1.0
874	899	1.0
865	661	1.0
899	200	1.0
889	195	1.0
911	925	1.0
912	884	1.0
918	904	1.0
927	2158	1.0
878	713	1.0
913	586	1.0
884	927	1.0
891	798	1.0
883	878	1.0
893	110	1.0
928	414	1.0
925	175	1.0
926	367	1.0
910	2319	1.0
907	763	1.0
785	1627	1.0
916	1136	1.0
875	505	1.0
942	596	1.0
980	69	1.0
194	2806	1.0
969	132	1.0
972	1104	1.0
985	1654	1.0
953	520	1.0
960	18	1.0
963	986	1.0
968	657	1.0
986	1361	1.0
946	2109	1.0
959	2500	1.0
992	526	1.0
1010	1539	1.0
1030	128	1.0
1017	353	1.0
998	584	1.0
1029	542	1.0
1034	718	1.0
1080	2896	1.0
1071	675	1.0
1113	2171	1.0
1106	14	1.0
1097	64	1.0
1121	169	1.0
1136	907	1.0
1104	875	1.0
1118	1477	1.0
1117	1888	1.0
1125	1237	1.0
1155	103	1.0
783	1392	1.0
1144	292	1.0
1164	1732	1.0
1163	782	1.0
1161	633	1.0
1187	1997	1.0
1184	1541	1.0
1237	2740	1.0
1241	408	1.0
1234	1771	1.0
1201	728	1.0
1242	455	1.0
1235	1364	1.0
1291	23	1.0
1282	1369	1.0
1299	758	1.0
1344	634	1.0
1345	1841	1.0
1324	72	1.0
1332	2326	1.0
1369	159	1.0
753	374	1.0
1411	47	1.0
1361	1814	1.0
1351	533	1.0
1409	121	1.0
1352	190	1.0
1364	162	1.0
1392	700	1.0
1459	41	1.0
1431	1324	1.0
1436	607	1.0
1455	968	1.0
1477	1163	1.0
1475	482	1.0
1504	1459	1.0
1489	2309	1.0
1487	998	1.0
1508	447	1.0
1515	1509	1.0
1509	690	1.0
1545	1113	1.0
1539	1686	1.0
1541	972	1.0
782	1161	1.0
1534	716	1.0
1540	60	1.0
1543	926	1.0
1553	70	1.0
1558	992	1.0
1561	186	1.0
1634	525	1.0
1630	1071	1.0
1627	696	1.0
1654	785	1.0
1686	581	1.0
1736	1634	1.0
1732	492	1.0
1771	640	1.0
1703	1187	1.0
1814	349	1.0
1830	2043	1.0
1841	753	1.0
1852	300	1.0
758	698	1.0
1888	1080	1.0
1895	1534	1.0
1947	134	1.0
1981	1984	1.0
1984	201	1.0
1997	893	1.0
2038	1332	1.0
2043	1561	1.0
2091	711	1.0
2103	2926	1.0
2106	565	1.0
2109	629	1.0
2145	2816	1.0
2158	1029	1.0
2171	774	1.0
2269	959	1.0
2296	93	1.0
2309	617	1.0
2319	780	1.0
2326	969	1.0
2500	454	1.0
2040	148	1.0
2650	474	1.0
2719	783	1.0
2740	1242	1.0
2745	1291	1.0
2816	194	1.0
2794	120	1.0
2896	1515	1.0
2926	2106	1.0
2950	2103	1.0
3268	27	1.0
3412	548	1.0
