Source	Target	Weight
44	75	1.0
43	999	1.0
48	980	1.0
6	141	1.0
5	200	1.0
120	117	1.0
64	1501	1.0
87	613	1.0
117	442	1.0
128	1084	1.0
94	196	1.0
131	865	1.0
67	1292	1.0
57	107	1.0
124	120	1.0
141	651	1.0
146	172	1.0
107	89	1.0
75	665	1.0
105	440	1.0
89	1625	1.0
172	554	1.0
174	2337	1.0
175	3077	1.0
179	928	1.0
183	6	1.0
242	677	1.0
299	131	1.0
236	179	1.0
238	2317	1.0
326	713	1.0
442	199	1.0
440	971	1.0
379	2043	1.0
487	44	1.0
677	1540	1.0
657	648	1.0
648	932	1.0
685	1025	1.0
665	183	1.0
527	373	1.0
554	299	1.0
713	174	1.0
656	487	1.0
613	1474	1.0
637	57	1.0
583	527	1.0
651	1036	1.0
526	236	1.0
639	242	1.0
200	43	1.0
777	1655	1.0
373	899	1.0
882	377	1.0
865	657	1.0
899	637	1.0
912	583	1.0
928	175	1.0
980	124	1.0
198	3224	1.0
194	5	1.0
199	194	1.0
967	945	1.0
192	2450	1.0
932	639	1.0
945	94	1.0
971	326	1.0
196	882	1.0
1025	192	1.0
999	656	1.0
1084	967	1.0
377	1359	1.0
1070	105	1.0
1036	685	1.0
1292	48	1.0
1359	198	1.0
1501	128	1.0
1474	67	1.0
1540	912	1.0
1625	526	1.0
1655	1070	1.0
2043	777	1.0
2317	64	1.0
2337	238	1.0
2450	146	1.0
3077	379	1.0
