Id	Label	Category
31	31	Drama
361	361	Drama
22	22	Comedy
670	670	Adventure
44	44	Action
237	237	Comedy
9	9	Adventure
548	548	Animation
43	43	Action
444	444	Comedy
1	1	Animation
107	107	Action
50	50	Animation
602	602	Drama
15	15	Comedy
453	453	Drama
23	23	Drama
1852	1852	Comedy
64	64	Action
762	762	Adventure
157	157	Drama
317	317	Drama
99	99	Comedy
121	121	Drama
408	408	Drama
91	91	Drama
61	61	Drama
246	246	Documentary
74	74	Drama
1046	1046	Drama
84	84	Comedy
939	939	Comedy
110	110	Comedy
2444	2444	Drama
124	124	Action
2273	2273	Drama
92	92	Action
60	60	Action
542	542	Comedy
150	150	Action
2933	2933	Horror
300	300	Action
82	82	Action
2301	2301	Drama
175	175	Action
1029	1029	Horror
190	190	Comedy
1097	1097	Sci-Fi
170	170	Comedy
868	868	Drama
276	276	Drama
271	271	Comedy
1348	1348	Romance
755	755	Comedy
1976	1976	Drama
304	304	Drama
2166	2166	Sci-Fi
432	432	Drama
323	323	Drama
250	250	Drama
468	468	Drama
415	415	Action
310	310	Adventure
882	882	Action
290	290	Drama
215	215	Drama
2856	2856	Drama
1684	1684	Drama
476	476	Animation
601	601	Drama
2959	2959	Horror
1121	1121	Comedy
193	193	Action
573	573	Comedy
195	195	Action
703	703	Comedy
637	637	Action
2470	2470	Drama
1028	1028	Horror
550	550	Sci-Fi
200	200	Action
1317	1317	Drama
571	571	Comedy
904	904	Sci-Fi
1448	1448	Drama
908	908	Sci-Fi
874	874	Horror
861	861	Drama
918	918	Sci-Fi
911	911	Comedy
48	48	Action
756	756	Sci-Fi
988	988	Action
1654	1654	Adventure
1299	1299	Drama
1553	1553	Drama
1325	1325	Comedy
1958	1958	Comedy
1851	1851	Drama
2240	2240	Comedy
